ts_gps,cell_eci,split,rsrp_meas,snr_meas,rsrp_raw,rsrp_los,is_los,los_minus_tot,dist_tx_rx_m,dist_veh_tx_m,dist_veh_rx_m,veh_x,veh_y,tx_src
2021-06-22 18:13:44,33802242,train,-82.186875,19.807999992370604,-54.94696807861328,-55.12367248535156,True,-0.17670440673828125,119.60057611806174,123.17200081321799,60.57067931732359,815.8111370857465,722.095733333417,refined
2021-06-22 14:37:38,33802242,train,-85.328125,14.696999953985214,-53.082672119140625,-53.127586364746094,True,-0.04491424560546875,93.45719242894222,123.17200081321799,47.803039758746266,886.0520671913338,723.3944666666353,refined
2021-06-23 14:44:46,33802242,train,-77.540625,21.68100004196167,-55.10931396484375,-55.301856994628906,True,-0.19254302978515625,122.21871663523463,123.17200081321799,84.05778502220205,842.5749641518202,715.045466666358,refined
2021-06-22 18:13:09,33802242,train,-81.6975,21.03099992752076,-54.99462127685547,-55.1759033203125,True,-0.18128204345703125,120.36286150230181,123.17200081321799,62.819949775683135,816.0369921667436,721.7246666668962,refined
2021-06-23 13:54:42,33802242,train,-76.43875,23.372999992370605,-55.175392150878906,-55.37457275390625,True,-0.19918060302734375,123.3018848633536,123.17200081321799,84.37803166316348,828.5719491469742,712.0769333334008,refined
2021-06-22 17:13:00,33802242,train,-75.34,23.866000003814698,-57.163047790527344,-57.60943603515625,True,-0.44638824462890625,161.1868299583743,123.17200081321799,128.77543962344274,853.4160080264385,718.3850666666272,refined
2021-06-23 14:44:50,33802242,train,-86.9825,14.22600001335144,-53.19983673095703,-53.25028991699219,True,-0.05045318603515625,94.90960237451766,123.17200081321799,42.227846100355755,886.0520671913338,720.0548666663661,refined
2021-06-23 13:55:21,33802242,train,-78.250625,18.56799999237061,-54.737579345703125,-54.89506530761719,True,-0.1574859619140625,116.31499362155925,145.51121936694858,30.73993937346113,950.4207651978584,729.7025999998616,refined
2021-06-22 15:42:20,33802242,train,-74.6675,23.26599994659424,-53.51521301269531,-53.58259582519531,True,-0.0673828125,98.93777224717618,145.51121936694858,61.77413432551904,963.5203598799196,735.2686000000463,refined
2021-06-23 13:55:20,33802242,train,-78.185,20.02300003051758,-54.737579345703125,-54.89506530761719,True,-0.1574859619140625,116.31499362155925,145.51121936694858,30.73993937346113,950.4207651978584,729.7025999998616,refined
2021-06-22 17:13:10,33802242,train,-84.6575,13.65399998664856,-53.12934112548828,-53.17656707763672,True,-0.0472259521484375,94.03468469542221,145.51121936694858,110.09006870429523,945.564880962139,730.0736666663823,refined
2021-06-23 17:02:19,33802242,train,-80.7025,19.30700008392334,-54.77649688720703,-54.93751525878906,True,-0.16101837158203125,116.91889683679095,145.51121936694858,31.12934366825279,975.0389689968068,735.0830666663904,refined
2021-06-23 14:45:13,33802242,train,-78.73875,23.181999893188475,-55.227081298828125,-55.43175506591797,True,-0.20467376708984375,124.15956408442877,145.51121936694858,21.351894422757148,959.9066785882999,731.9289999997773,refined
2021-06-23 13:55:25,33802242,train,-77.89875,20.63899998664856,-54.737579345703125,-54.89506530761719,True,-0.1574859619140625,116.31499362155925,145.51121936694858,30.73993937346113,950.4207651978584,729.7025999998616,refined
2021-06-23 13:55:01,33802242,train,-78.0,17.79999996185303,-54.49711608886719,-54.63372802734375,True,-0.1366119384765625,112.65716614042348,145.51121936694858,36.30205014975519,950.30783765742,729.7025999998616,refined
2021-06-22 15:42:28,33802242,train,-83.69878472222223,15.523611148198446,-55.52155303955078,-55.75756072998047,True,-0.2360076904296875,129.1504688002158,217.19965041173774,104.50887795559176,1045.1669715618352,743.0610000001468,refined
2021-06-22 14:37:54,33802242,train,-92.623125,10.129999988675117,-57.799522399902344,-58.34233093261719,True,-0.5428085327148438,175.8030493132106,217.19965041173774,42.52584079211823,1065.719783907772,741.020133332305,refined
2021-06-23 13:55:42,33802242,train,-93.670625,9.73099997997284,-58.187896728515625,-58.79168701171875,True,-0.603790283203125,185.37634193690374,217.19965041173774,33.2845213898446,1072.0437261681063,740.6490666665752,refined
2021-06-23 14:45:33,33802242,train,-87.315625,15.148000020980836,-56.19773864746094,-56.513710021972656,True,-0.31597137451171875,141.44460143926395,217.19965041173774,88.69684408291613,1009.3689412669532,737.494999999962,refined
2021-06-23 17:02:26,33802242,train,-93.356875,11.26299997329712,-57.30867004394531,-57.77784729003906,True,-0.46917724609375,164.44021977792013,217.19965041173774,59.28117348025597,1046.635029586571,740.4635333337103,refined
2021-06-23 15:52:56,33802242,train,-91.228125,12.177000012397766,-56.6773681640625,-57.056312561035156,True,-0.37894439697265625,150.92100176033298,217.19965041173774,75.2910427586606,1042.7954932143152,740.2780000000544,refined
2021-06-22 14:37:53,33802242,train,-91.165625,13.007000045776367,-57.33185577392578,-57.80390930175781,True,-0.47205352783203125,164.94932197802137,217.19965041173774,54.95341187587871,1055.782160355938,739.7213999998778,refined
2021-06-22 14:38:02,33802242,train,-84.520625,-5.148000010550022,-60.61688232421875,-61.62663269042969,True,-1.0097503662109375,258.3736866275853,305.2504894612062,48.50919497251719,1144.317352000019,749.740199999894,refined
2021-06-22 15:42:34,33802242,train,-93.754375,2.2329999945312737,-57.99705505371094,-58.57069396972656,True,-0.573638916015625,180.6076872220562,305.2504894612062,138.3888309735868,1108.5193217050166,750.1112666664147,refined
2021-06-22 14:37:59,33802242,train,-90.341875,-6.3570000219345095,-59.66914367675781,-60.517486572265625,True,-0.8483428955078125,226.99732659455017,305.2504894612062,82.02074130277902,1114.0527711828845,746.0295333323131,refined
2021-06-22 09:53:03,33802242,train,-75.341875,18.446999950408937,-57.202537536621094,-57.65464782714844,True,-0.45211029052734375,162.0544071741884,305.2504894612062,425.22195867727066,1173.7914400345664,761.614333333305,refined
2021-06-22 09:53:43,33802242,train,-84.8725,15.316000032424927,-52.75172424316406,-52.782989501953125,True,-0.0312652587890625,89.47652474225235,810.8616198316345,819.0943216526833,1624.1464709997229,812.0793999999069,refined
2021-06-22 09:54:44,33802242,train,-78.5,18.02100005149841,-52.76188659667969,-52.79353332519531,True,-0.031646728515625,89.59613041124388,987.5186446632691,955.0164612084276,1846.6137255137667,776.4569999996735,refined
2021-06-22 09:54:48,33802242,train,-80.305625,16.401999950408936,-54.767303466796875,-54.92748260498047,True,-0.16017913818359375,116.7759650362846,987.5186446632691,911.3953109060986,1878.4592918959547,796.3090666660501,refined
2021-06-22 12:20:34,26367489,train,-82.93,12.36599995613098,-45.0693359375,-45.337303161621094,True,-0.26796722412109375,27.850019959520978,81.18183399395545,57.17324992461268,287.9878134320045,875.9028666660029,refined
2021-06-22 12:20:30,26367489,train,-84.673125,9.307000045776368,-47.12260437011719,-47.25159454345703,True,-0.12899017333984375,40.68388816811411,81.18183399395545,80.708766346482,299.50642254913254,861.6167999998112,refined
2021-06-22 12:20:37,26367489,train,-82.075625,10.791999983787536,-46.0584716796875,-46.25291442871094,True,-0.1944427490234375,33.88653678245551,81.18183399395545,48.094864516495576,278.9536102031959,887.2204000000283,refined
2021-06-22 12:20:39,26367489,train,-79.340625,14.991999988555907,-46.97154998779297,-47.109046936035156,True,-0.1374969482421875,39.69266098330499,81.18183399395545,46.28159499695125,273.4201607254484,896.6825999998679,refined
2021-06-22 12:20:54,26367489,train,-86.66125,-3.873000020235777,-54.09735870361328,-54.23228454589844,True,-0.13492584228515625,107.23492876194533,109.01948377000872,8.450012907960804,227.9103619594889,970.5248666659802,refined
2021-06-22 12:20:53,26367489,train,-86.78875,-4.191000007987022,-53.768882751464844,-53.85169219970703,True,-0.0828094482421875,102.30507507693025,109.01948377000872,11.857943729934389,231.29818817035232,965.7010000004188,refined
2021-06-22 12:18:20,26367489,train,-88.715,7.3,-60.897674560546875,-61.954185485839844,True,-1.0565109252929688,268.42167747515646,125.52328881630524,183.23832525067326,395.7206869377247,789.6298666670939,refined
2021-06-22 12:19:57,26367489,train,-95.541875,-0.909000004157424,-59.87568664550781,-60.758392333984375,True,-0.8827056884765625,233.48062797874448,32.416873786943626,201.0639658155491,304.70108940580576,855.6797333323146,refined
2021-06-22 12:19:16,26367489,train,-92.951875,6.425000027418137,-61.157997131347656,-62.25849151611328,True,-1.100494384765625,278.09854175334203,32.416873786943626,245.87223468728024,304.70108940580576,855.6797333323146,refined
2021-06-22 12:19:31,26367489,train,-86.9,15.21199993610382,-61.01115417480469,-62.08686065673828,True,-1.0757064819335938,272.5994708104632,32.416873786943626,240.61980779429905,304.70108940580576,855.6797333323146,refined
2021-06-22 12:19:53,26367489,train,-95.635625,-0.398000002130866,-59.88539123535156,-60.769744873046875,True,-0.8843536376953125,233.79052106523315,32.416873786943626,201.37371857509396,304.70108940580576,855.6797333323146,refined
2021-06-22 12:18:56,26367489,train,-90.443125,8.775999984741212,-60.984046936035156,-62.05517578125,True,-1.0711288452148438,271.5961884099236,32.416873786943626,239.26744258941687,306.7337851322516,854.0099333333666,refined
2021-06-22 12:20:04,26367489,train,-96.405,-1.8790000077337023,-59.60803985595703,-60.44532775878906,True,-0.8372879028320312,225.08977559992732,32.416873786943626,192.73060717436124,304.70108940580576,855.6797333323146,refined
2021-06-22 12:19:00,26367489,train,-93.200625,4.264999998807907,-61.047210693359375,-62.12901306152344,True,-1.0818023681640625,273.94011141200195,32.416873786943626,241.6428481381988,305.49158218827233,854.0099333333666,refined
2021-06-22 12:20:00,26367489,train,-97.09125,-2.420999999046326,-59.79615020751953,-60.66535186767578,True,-0.86920166015625,230.95553543912874,32.416873786943626,198.5460501737959,304.70108940580576,855.6797333323146,refined
2021-06-22 12:18:48,26367489,train,-89.791875,9.870999999046326,-60.984046936035156,-62.05517578125,True,-1.0711288452148438,271.5961884099236,32.416873786943626,239.26744258941687,312.4930896907554,848.2584000003169,refined
2021-06-22 12:19:56,26367489,train,-96.225,-1.0849999979138374,-59.882965087890625,-60.76690673828125,True,-0.883941650390625,233.7130044680682,32.416873786943626,201.29623004199138,304.70108940580576,855.6797333323146,refined
2021-06-22 12:20:10,26367489,train,-94.97875,4.499000013247132,-58.772674560546875,-59.47013854980469,True,-0.6974639892578125,200.77866711696254,32.416873786943626,168.4267220840687,304.70108940580576,855.6797333323146,refined
2021-06-22 12:18:53,26367489,train,-89.5675,9.76299997329712,-60.984046936035156,-62.05517578125,True,-1.0711288452148438,271.5961884099236,32.416873786943626,239.26744258941687,308.3147706974255,851.7835333334508,refined
2021-06-22 12:19:09,26367489,train,-90.926875,8.464000000953675,-61.157997131347656,-62.25849151611328,True,-1.100494384765625,278.09854175334203,32.416873786943626,245.87223468728024,304.70108940580576,855.6797333323146,refined
2021-06-22 12:20:24,26367489,train,-76.03,14.727000017166135,-52.282798767089844,-52.299560546875,True,-0.01676177978515625,84.1254865778444,32.416873786943626,52.82404486390534,304.70108940580576,855.6797333323146,refined
2021-06-22 12:18:35,26367489,train,-89.531875,10.086000003814696,-60.984046936035156,-62.05517578125,True,-1.0711288452148438,271.5961884099236,32.416873786943626,239.26744258941687,333.2717571175687,827.2931333335871,refined
2021-06-23 17:01:37,26367489,train,-100.01159793814432,1.9340206116591527,-59.61865234375,-60.45775604248047,True,-0.8391036987304688,225.41701506677433,254.79737420134654,29.755410137757274,475.5604579741917,678.8664666667389,refined
2021-06-22 18:12:05,26367489,train,-101.19,0.9229999986290932,-59.27400207519531,-60.05493927001953,True,-0.7809371948242188,215.03485415664247,254.79737420134654,40.56007730524492,446.7639351817928,679.7941333334364,refined
2021-06-22 18:12:06,26367489,train,-101.118125,1.3409999998658897,-59.28224182128906,-60.06455993652344,True,-0.782318115234375,215.2772716655853,254.79737420134654,40.14222584062391,446.7639351817928,679.7941333334364,refined
2021-06-22 18:12:21,26367489,train,-101.688125,-0.0960000026226043,-59.29480743408203,-60.07923889160156,True,-0.7844314575195312,215.64768407913309,254.79737420134654,39.71882645161005,446.7639351817928,679.7941333334364,refined
2021-06-22 18:12:32,26367489,train,-100.345625,2.8499999948590995,-59.377685546875,-60.17607116699219,True,-0.7983856201171875,218.10705877417973,254.79737420134654,36.69224339493782,471.0433563595467,681.8349999996963,refined
2021-06-23 17:01:39,26367489,train,-97.141875,2.2890000008046627,-59.806861877441406,-60.677879333496094,True,-0.8710174560546875,231.29417251965592,254.79737420134654,29.847072763583853,492.8383716494626,679.4230666669157,refined
2021-06-22 12:18:06,26367489,train,-98.931875,0.2829999954998493,-59.51148223876953,-60.33244323730469,True,-0.8209609985351562,222.13639793921627,173.82882261224137,71.269777903474,457.3791239756549,729.7025999998616,refined
2021-06-22 12:18:18,26367489,train,-89.741875,7.982000017166138,-60.79695129394531,-61.836395263671875,True,-1.0394439697265625,264.7650398462421,173.82882261224137,91.02417372178525,404.19025246506374,784.063866666909,refined
2021-06-22 12:18:02,26367489,train,-102.929375,-1.8240000005811448,-59.234169006347656,-60.00843048095703,True,-0.774261474609375,213.86605844619496,173.82882261224137,80.81349042378264,462.2350082112538,706.5109333332159,refined
2021-06-22 12:18:13,26367489,train,-95.185625,3.8070000052452087,-60.348045349121094,-61.31117248535156,True,-0.9631271362304688,249.0438954339082,173.82882261224137,76.33822348136088,429.03431134476864,767.9224666665314,refined
2021-06-23 13:54:16,26367489,train,-95.38,5.417000029832125,-60.24860382080078,-61.194793701171875,True,-0.9461898803710938,245.68569613035817,315.2492116332688,76.61007142643079,529.0881121058571,681.2784000003105,refined
2021-06-22 14:37:12,26367489,train,-88.658125,10.18200002193451,-60.892822265625,-61.948509216308594,True,-1.0556869506835938,268.2445837294384,315.2492116332688,47.91424308967695,574.710838412255,682.7626666663937,refined
2021-06-23 17:01:47,26367489,train,-90.679375,11.231999979019164,-61.06047821044922,-62.14451599121094,True,-1.0840377807617188,274.4349521992049,315.2492116332688,41.74847007296281,579.79257772849,688.1431333337136,refined
2021-06-23 17:01:46,26367489,train,-86.561875,12.61699996948242,-60.877037048339844,-61.9300537109375,True,-1.0530166625976562,267.6686213296084,315.2492116332688,47.58193195233158,567.4834758288953,686.8443999997044,refined
2021-06-23 14:44:19,26367489,train,-93.451875,8.782999987602233,-60.4859619140625,-61.472564697265625,True,-0.986602783203125,253.77525019950218,315.2492116332688,65.21877648527975,545.5755329987818,683.3192666665705,refined
2021-06-22 14:37:07,26367489,train,-97.000625,5.719999991655349,-60.062522888183594,-60.977020263671875,True,-0.9144973754882812,239.519373932141,315.2492116332688,92.23508757670551,514.972169560573,676.0834666666466,refined
2021-06-22 18:12:42,26367489,train,-92.065625,9.513000011444092,-61.05815124511719,-62.14179992675781,True,-1.083648681640625,274.3480383157225,315.2492116332688,43.541451143180474,591.4241143858155,693.5236000002425,refined
2021-06-22 14:37:08,26367489,train,-97.3625,5.628999961018562,-60.206024169921875,-61.14495849609375,True,-0.938934326171875,244.26118714964255,315.2492116332688,83.46147231773202,526.2649235967041,677.1966666669999,refined
2021-06-22 17:12:43,26367489,train,-91.96,8.95799999833107,-60.56671142578125,-61.567047119140625,True,-1.000335693359375,256.58569689929766,392.2275219447177,154.06331110505633,662.455537273749,697.2342666670323,refined
2021-06-22 17:12:42,26367489,train,-96.546875,6.978000009059906,-60.279144287109375,-61.23052978515625,True,-0.951385498046875,246.71201744888785,392.2275219447177,169.62018882515926,650.5981455357872,695.9355333330232,refined
2021-06-23 15:52:24,26367489,train,-91.9425,7.309999994784594,-61.755104064941406,-62.95536804199219,True,-1.2002639770507812,301.56462193335705,392.2275219447177,92.4473818899051,656.922087795881,697.2342666670323,refined
2021-06-22 14:37:15,26367489,train,-88.6675,4.117000003755092,-61.49818420410156,-62.655731201171875,True,-1.1575469970703125,291.2460245932724,392.2275219447177,108.14317089848007,612.5415644334624,687.400999999881,refined
2021-06-22 17:12:45,26367489,train,-90.174375,8.686999970674515,-61.16248321533203,-62.26372528076172,True,-1.1012420654296875,278.2677731629675,392.2275219447177,122.51207410524039,686.170320749913,699.646199999813,refined
2021-06-23 17:01:50,26367489,train,-88.78375,8.369999960958957,-61.692230224609375,-62.882080078125,True,-1.189849853515625,299.00790487789834,392.2275219447177,95.4562012706398,618.3008689919662,692.4103999998891,refined
2021-06-22 17:12:46,26367489,train,-87.513125,11.339000010490418,-61.46088409423828,-62.612213134765625,True,-1.1513290405273438,289.77624898942304,345.1625510418983,118.38007294613026,698.0277124878745,700.9449333330313,refined
2021-06-22 09:52:27,26367489,train,-95.640625,0.2589999982714653,-61.959014892578125,-63.19291687011719,True,-1.2339019775390625,309.99943526239923,536.7102698036847,261.7011599938821,828.3460940659772,719.3127333333246,refined
2021-06-22 09:52:36,26367489,train,-94.56125,-0.5380000149458647,-61.86265563964844,-63.08070373535156,True,-1.218048095703125,305.9864385600354,634.4432813484909,368.49144710031186,911.1219811516746,730.815800000215,refined
2021-06-22 09:52:35,26367489,train,-93.925625,4.012999976649881,-61.85894775390625,-63.07637023925781,True,-1.2174224853515625,305.8326205297393,634.4432813484909,367.2672761546302,902.4265605439404,730.2592000000382,refined
2021-06-22 17:13:45,33802241,train,-85.91125,12.425,-55.81230163574219,-56.081382751464844,True,-0.26908111572265625,134.29063985486513,78.1967157571874,100.3280485583235,1264.4722549456517,764.9539333335741,refined
2021-06-22 14:38:10,33802241,train,-84.389375,14.24599999666214,-54.09883117675781,-54.204254150390625,True,-0.1054229736328125,106.86500274775334,78.1967157571874,63.816839408125354,1224.1571230362451,759.2023999997334,refined
2021-06-23 15:53:13,33802241,train,-85.00625,16.088999943733214,-54.844825744628906,-55.012046813964844,True,-0.1672210693359375,117.98602634531913,78.1967157571874,81.9389252102613,1247.5331238912145,762.9130666665233,refined
2021-06-23 13:55:55,33802241,train,-85.3225,16.05000006198883,-54.553794860839844,-54.69493865966797,True,-0.141143798828125,113.504605046964,78.1967157571874,75.0941158761436,1234.6593842899097,758.6458000003478,refined
2021-06-22 15:42:47,33802241,train,-86.56473214285714,12.67500000340598,-55.77363586425781,-56.03821563720703,True,-0.26457977294921875,133.5947393522853,78.1967157571874,100.14033261620558,1227.8837318681828,763.8407333332208,refined
2021-06-23 17:02:50,33802241,train,-83.846875,18.735999984741213,-50.83667755126953,-50.83982849121094,True,-0.00315093994140625,69.46222662562279,117.0708676780782,117.53566835848277,1310.546691413442,774.6016666670696,refined
2021-06-23 15:53:23,33802241,train,-80.85875,20.107000050544737,-49.51121520996094,-49.537841796875,True,-0.0266265869140625,58.00688906259232,117.0708676780782,70.62408727949884,1377.6256503886814,780.3532000001192,refined
2021-06-22 17:13:51,33802241,train,-83.375,16.816000003814697,-51.831825256347656,-51.83915710449219,True,-0.00733184814453125,79.26889355994874,117.0708676780782,132.3066222073879,1339.5690692864769,774.9727333335903,refined
2021-06-22 15:42:57,33802241,train,-81.540625,19.91000003814697,-50.85468292236328,-50.85772705078125,True,-0.00304412841796875,69.62969412730835,117.0708676780782,119.17233435627502,1347.9257072733774,781.2808666660258,refined
2021-06-23 14:46:09,33802241,train,-85.373125,17.586000080108644,-53.35053253173828,-53.40861511230469,True,-0.05808258056640625,96.8111262285541,117.0708676780782,29.1596067523721,1397.1621148712748,781.0953333331609,refined
2021-06-22 17:13:50,33802241,train,-83.431875,18.86000002861023,-52.497596740722656,-52.520179748535156,True,-0.0225830078125,86.53462455399085,117.0708676780782,142.91562192772304,1325.227271660677,774.0450666668928,refined
2021-06-23 13:56:04,33802241,train,-81.595625,16.123999996185304,-49.79084014892578,-49.81010437011719,True,-0.01926422119140625,60.29126384045958,117.0708676780782,66.54458801842566,1347.135214490911,776.4569999996735,refined
2021-06-23 13:56:02,33802241,train,-84.7725,13.11199999332428,-49.8551025390625,-49.87287139892578,True,-0.01776885986328125,60.82581445394439,117.0708676780782,89.20108705640985,1321.1618802076653,774.2305999997577,refined
2021-06-23 13:56:14,33802241,train,-91.4075,12.86199996471405,-57.56329345703125,-58.068763732910156,True,-0.5054702758789062,170.20651073708518,203.21527935316732,42.70074282786442,1485.6973065154757,789.444333333438,refined
2021-06-22 17:13:58,33802241,train,-82.09625,17.909000062942503,-49.91117858886719,-49.927642822265625,True,-0.0164642333984375,61.29470360237175,203.21527935316732,158.23302811431276,1439.6228700476856,785.7336666666481,refined
2021-06-23 17:03:04,33802241,train,-90.089375,14.510999970436096,-56.880531311035156,-57.28660583496094,True,-0.40607452392578125,155.11866107193688,203.21527935316732,53.35160696681071,1475.3079728021296,790.1864666664795,refined
2021-06-22 17:14:00,33802241,train,-83.133125,18.097999925613404,-51.49665832519531,-51.50016784667969,True,-0.003509521484375,75.83364644589697,203.21527935316732,133.19684416647388,1466.047914492444,788.7022000003964,refined
2021-06-23 14:46:13,33802241,train,-88.583125,14.961999979019163,-56.10685729980469,-56.410919189453125,True,-0.3040618896484375,139.71261441077496,203.21527935316732,64.67826982316686,1444.7046093639206,786.4757999996897,refined
2021-06-22 14:38:31,33802241,train,-88.48125,14.348000049591064,-57.44036865234375,-57.9273681640625,True,-0.48699951171875,167.3805354134567,203.21527935316732,41.8693081976635,1482.6482629256866,792.2273333335304,refined
2021-06-23 14:46:23,33802241,train,-99.29,4.568000023066998,-60.34465789794922,-61.307464599609375,True,-0.9628067016601562,248.93645765857153,298.13975157008764,61.94144007622728,1558.6484975896574,799.2775999997982,refined
2021-06-23 13:56:21,33802241,train,-100.548125,5.850999994128943,-60.54351043701172,-61.53984832763672,True,-0.996337890625,255.77363322931026,298.13975157008764,57.622399664387245,1572.3127299733085,799.4631333334542,refined
2021-06-22 15:43:16,33802241,train,-94.601875,5.097000000402331,-59.56348419189453,-60.3934326171875,True,-0.8299484252929688,223.72712546583688,288.8505467119409,88.03006239742832,1596.2533685302287,808.9253333332937,refined
2021-06-23 15:53:39,33802241,train,-99.81632653061224,5.20510204128769,-60.38018035888672,-61.34906005859375,True,-0.9688796997070312,250.1468394165832,288.8505467119409,65.65707236421885,1571.6351647312804,802.8027333337232,refined
2021-06-23 17:03:13,33802241,train,-100.8675,5.601000025123358,-60.519989013671875,-61.5123291015625,True,-0.992340087890625,254.95426776892614,288.8505467119409,61.861831318516614,1577.5073968301022,802.2461333335466,refined
2021-06-22 17:14:09,33802241,train,-92.725625,10.921999950408935,-58.903343200683594,-59.62229919433594,True,-0.7189559936523438,204.39786404793367,288.8505467119409,103.95710578749575,1572.7644401349414,800.9474000003283,refined
2021-06-23 15:53:37,33802241,train,-97.64125,6.740000029206276,-59.71813201904297,-60.57429504394531,True,-0.8561630249023438,228.51019927240696,288.8505467119409,82.52905240031366,1549.0496566587776,800.0197333336308,refined
2021-06-22 17:14:16,33802241,train,-100.9975,3.5049999897927044,-61.428253173828125,-62.57408905029297,True,-1.1458358764648438,288.49505997694723,388.61999438973146,111.68951681591163,1635.3262974955358,808.368733332326,refined
2021-06-22 15:43:20,33802241,train,-100.885,-1.294000004902482,-61.13331604003906,-62.2296142578125,True,-1.0962982177734375,277.1656217641862,388.61999438973146,123.32499845911045,1629.11528277576,812.8215333337394,refined
2021-06-22 17:14:14,33802241,train,-99.91,3.3900000041723253,-60.865386962890625,-61.91638946533203,True,-1.0510025024414062,267.24296611739953,388.61999438973146,132.29093101402088,1620.0810795465904,806.6989333333779,refined
2021-06-22 09:55:19,33802241,train,-84.14375,16.273999981880188,-52.92499542236328,-52.963134765625,True,-0.03813934326171875,91.53963925550819,688.3299246368257,758.0772448382982,1915.7253802155724,835.6421333322822,refined
