operator,PCell_MCC,PCell_MNC,PCell_TAC,PCell_Cell_Identity,PCell_Cell_ID,PCell_freq_MHz,n_rows,mean_rsrp,tower_lat,tower_lon,position_source,ocid_vs_wcl_dist_m,wcl_lat,wcl_lon
1,262,1,1495,30827264,88,1800.0,1614,-80.9161123296882,52.5162,13.3801,ocid_exact,232.9,52.51600895273025,13.376672064894093
1,262,1,1493,26795520,117,1800.0,1600,-85.50121265751355,52.5006,13.3315,ocid_exact,22.4,52.50059063019706,13.331168819218025
1,262,1,1492,34210562,300,1800.0,1460,-94.19567937544448,52.4983,13.2813,ocid_eci_notac,131.9,52.49755675405197,13.28281906515086
1,262,1,1492,26353920,429,1800.0,1428,-96.15410844723785,52.5134,13.2883,ocid_eci_notac,340.6,52.51053997864442,13.29010255155784
1,262,1,1494,26367489,116,1800.0,1428,-94.00597824678172,52.5142,13.3303,ocid_exact,118.8,52.51440729790414,13.328577059613965
1,262,1,1494,26369025,368,1800.0,1337,-88.12800510457417,52.5065,13.3454,ocid_exact,24.1,52.506649443398366,13.34565879984705
1,262,1,1493,26367744,216,1800.0,1329,-88.37776090847373,52.50028977193346,13.32764725041884,wcl_fallback,,52.50028977193346,13.32764725041884
1,262,1,1494,26720002,51,1800.0,1308,-93.38456223649573,52.502335352902136,13.333506171945537,wcl_fallback,,52.502335352902136,13.333506171945537
1,262,1,1492,26347520,12,1800.0,1246,-95.66525046040208,52.5009,13.28,ocid_eci_notac,19.7,52.50098960584469,13.28025140527702
1,262,1,1494,33802241,248,1800.0,1058,-88.54405140803684,52.5142,13.3431,ocid_exact,40.6,52.51393846952101,13.34268177100353
1,262,1,1495,30827265,104,1800.0,1045,-73.64189549743291,52.51608009869689,13.375811839428613,wcl_fallback,,52.51608009869689,13.375811839428613
1,262,1,1494,29127680,276,1800.0,1020,-92.80441724524606,52.5136,13.3229,ocid_exact,180.4,52.51520902224984,13.323240261476402
1,262,1,1495,30829312,42,1800.0,993,-80.06900687435248,52.514,13.3514,ocid_exact,50.1,52.51443947287985,13.351562508341027
1,262,1,1492,26947073,195,1800.0,989,-91.4277749376338,52.48963983739394,13.298178654052997,wcl_fallback,,52.48963983739394,13.298178654052997
1,262,1,1493,26351360,361,1800.0,984,-76.52725320536156,52.49978622580833,13.320584250222296,wcl_fallback,,52.49978622580833,13.320584250222296
1,262,1,1494,26359553,56,1800.0,955,-81.13628263790996,52.5038202818178,13.33782975542538,wcl_fallback,,52.5038202818178,13.33782975542538
1,262,1,1493,26363650,295,1800.0,918,-81.65422144274898,52.5139,13.3071,ocid_exact,264.1,52.51168497210655,13.308509640651238
1,262,1,1493,26351361,360,1800.0,828,-85.1353085713681,52.499933219835874,13.323145673597152,wcl_fallback,,52.499933219835874,13.323145673597152
1,262,1,1494,34006273,428,1800.0,777,-75.86462742239068,52.5156,13.3543,ocid_exact,123.2,52.51483463050401,13.35561723351756
1,262,1,1493,26351362,362,1800.0,633,-78.68714092778879,52.4974,13.3201,ocid_exact,314.1,52.49959268598671,13.317174114007884
1,262,1,1493,28792065,77,1800.0,557,-95.034191034614,,,MISSING,,,
1,262,1,1495,34006528,444,1800.0,557,-82.05027627530941,52.5152,13.3676,ocid_exact,89.8,52.51548583503261,13.366358875861415
1,262,1,1492,26356994,108,1800.0,548,-98.3155851546851,52.5133,13.287,ocid_eci_notac,1177.5,52.50323041391735,13.281615479868156
1,262,1,1494,26359552,54,1800.0,508,-84.18255975039344,52.5054,13.3369,ocid_exact,126.7,52.504343081391234,13.33620079128562
1,262,1,1495,34006529,445,1800.0,501,-80.98856350626419,52.5156,13.3645,ocid_exact,78.3,52.51544534243761,13.3656287945723
1,262,1,1495,34006785,388,1800.0,482,-74.19681946919103,52.5156,13.3696,ocid_exact,203.5,52.51586698629616,13.37257540966731
1,262,1,1492,34210561,302,1800.0,480,-99.84238907601112,52.4933,13.2864,ocid_eci_notac,129.3,52.49444658760231,13.286717905293326
1,262,1,1494,34006272,427,1800.0,463,-82.01903660433217,52.5154,13.3557,ocid_exact,80.8,52.51488643922063,13.356544544602608
1,262,1,1495,30828289,173,1800.0,391,-80.95360096636857,52.5152,13.3705,ocid_exact,60.1,52.51573284779028,13.370352267133685
1,262,1,1494,33802247,430,2600.0,388,-98.0981409664344,,,MISSING,,,
1,262,1,1495,30828800,345,1800.0,383,-87.75603166797643,52.5149,13.3619,ocid_exact,58.5,52.51514371235028,13.361134089968846
1,262,1,1495,30829314,424,2600.0,379,-97.75881213502446,52.5145,13.35,ocid_exact,,,
1,262,1,1495,34007040,156,1800.0,367,-69.55721513513394,52.5162,13.376,ocid_exact,77.2,52.51602859744808,13.37489508731397
1,262,1,1495,34007041,157,1800.0,359,-66.81400378626917,52.5159,13.3743,ocid_exact,12.8,52.51598900200133,13.374420955741687
1,262,1,1492,26917120,396,1800.0,356,-102.99284539671798,52.4892,13.3069,ocid_exact,46.5,52.48880043008107,13.307102556429244
1,262,1,1494,33802248,431,2600.0,349,-86.48985054146753,52.5128,13.3357,ocid_exact,,,
1,262,1,1494,29127684,304,2600.0,347,-96.18115974820525,52.5124,13.3262,ocid_exact,,,
1,262,1,1495,30828803,333,2600.0,327,-92.44625532940609,,,MISSING,,,
1,262,1,1495,26681600,250,1800.0,296,-91.20738249533028,52.5162,13.3826,ocid_exact,382.4,52.5149134871873,13.377358597414704
1,262,1,1495,34006784,387,1800.0,278,-73.08970848418326,52.5154,13.3736,ocid_exact,68.6,52.51589608422305,13.37299683317549
1,262,1,1494,26367488,114,1800.0,277,-81.04430602135879,52.5179,13.3272,ocid_exact,,,
1,262,1,1493,26368257,425,1800.0,262,-89.85953029966102,52.499,13.3172,ocid_exact,79.4,52.49915756628454,13.316055444687318
1,262,1,1493,28650244,246,2600.0,243,-96.0221652766387,,,MISSING,,,
1,262,1,1492,34210566,403,900.0,234,-113.18295877768384,52.49601307352391,13.283550756618505,wcl_fallback,,52.49601307352391,13.283550756618505
1,262,1,1492,26356996,277,2600.0,215,-96.67351829337376,,,MISSING,,,
1,262,1,1493,28650250,217,900.0,205,-104.61476337968108,,,MISSING,,,
1,262,1,1492,26366722,437,1800.0,200,-104.19111814161454,52.49025636833057,13.30456244081543,wcl_fallback,,52.49025636833057,13.30456244081543
1,262,1,1493,26363649,294,1800.0,186,-80.07368841007784,52.512,13.3104,ocid_exact,68.3,52.511876339831545,13.311388032074936
1,262,1,1494,29127685,305,2600.0,175,-87.84419397606818,52.5131,13.3171,ocid_exact,,,
1,262,1,1494,29127683,303,2600.0,173,-92.67011716115864,,,MISSING,,,
1,262,1,1493,28792072,198,900.0,172,-96.31264073954549,,,MISSING,,,
1,262,1,1492,26370049,412,1800.0,171,-96.79784085902229,52.503508878814266,13.279530720383905,wcl_fallback,,52.503508878814266,13.279530720383905
1,262,1,1495,42065154,266,1800.0,152,-91.94215789289504,52.5174,13.3627,ocid_exact,,,
1,262,1,1493,26365189,186,2600.0,142,-84.28393681436509,52.5109,13.2922,ocid_exact,,,
1,262,1,1493,34768897,328,1800.0,139,-105.39141051169884,52.4967252606418,13.30526748348058,wcl_fallback,,52.4967252606418,13.30526748348058
1,262,1,1494,26357760,363,1800.0,139,-98.33031581792488,52.5122,13.3303,ocid_exact,145.9,52.51299237671613,13.328580852158224
1,262,1,1492,42445056,201,2600.0,125,-78.15703513624045,,,MISSING,,,
1,262,1,1493,26365188,187,2600.0,118,-86.52600753102578,,,MISSING,,,
1,262,1,1495,30829826,14,2600.0,118,-86.68443772220901,52.5141,13.3465,ocid_exact,,,
1,262,1,1495,26695425,132,1800.0,110,-101.20343338538896,52.5192,13.3575,ocid_exact,,,
1,262,1,1495,30828288,171,1800.0,108,-72.06453571369691,52.5151,13.362,ocid_exact,658.2,52.51582107846011,13.371654050503157
1,262,1,1492,40812803,421,1800.0,103,-89.14281176185317,52.5066,13.2819,ocid_eci_notac,,,
1,262,1,1492,26961922,291,1800.0,99,-107.0739543655476,52.48976258702931,13.304535732038694,wcl_fallback,,52.48976258702931,13.304535732038694
1,262,1,1492,40812802,338,2600.0,98,-88.87394129313823,,,MISSING,,,
1,262,1,1493,26363653,233,2600.0,98,-86.2533061980796,,,MISSING,,,
1,262,1,1493,30625794,346,1800.0,89,-94.51765936716669,52.5016,13.2897,ocid_exact,553.7,52.50357058588568,13.282187960944729
1,262,1,1494,40848128,258,2600.0,88,-85.26677145827055,,,MISSING,,,
1,262,1,1495,26349056,402,1800.0,85,-98.75780637967092,52.5095,13.3742,ocid_exact,,,
1,262,1,1494,26369029,325,900.0,83,-93.2008186391786,,,MISSING,,,
1,262,1,1493,26351365,167,2600.0,76,-83.24702330825126,,,MISSING,,,
1,262,1,1494,34006275,436,2600.0,69,-91.96301671470314,52.5147,13.3551,ocid_exact,,,
1,262,1,1492,26356992,110,1800.0,68,-96.36723212844032,52.5155,13.2858,ocid_eci_notac,284.9,52.51296033053573,13.286356605910996
1,262,1,1495,26349061,356,2600.0,67,-103.32335853626604,52.5084,13.3666,ocid_exact,,,
1,262,1,1493,26367746,217,1800.0,63,-90.30213853595184,,,MISSING,,,
1,262,1,1494,26720001,53,1800.0,55,-95.68148751897452,52.5054,13.3315,ocid_exact,,,
1,262,1,1494,26719233,213,1800.0,54,-97.87347792764938,52.5141,13.3522,ocid_exact,,,
1,262,1,1494,26360321,240,1800.0,51,-84.68128433543791,52.5176,13.3266,ocid_exact,,,
1,262,1,1494,26360322,241,1800.0,49,-89.16594920276003,52.5176,13.3233,ocid_exact,,,
1,262,1,1492,26947081,273,900.0,48,-103.4615369015478,,,MISSING,,,
1,262,1,1493,26795523,390,2600.0,48,-92.26135313443172,,,MISSING,,,
1,262,1,1495,34007042,26,2600.0,46,-68.44419836956521,,,MISSING,,,
1,262,1,1495,26607108,78,2600.0,45,-91.94787962962964,52.5172,13.3802,ocid_exact,,,
1,262,1,1495,30827266,351,2600.0,45,-86.12143421052632,52.5155,13.379,ocid_exact,,,
1,262,1,1493,26367752,245,2600.0,42,-92.64919317690304,,,MISSING,,,
1,262,1,1493,26368260,388,2600.0,42,-94.7633228236986,,,MISSING,,,
1,262,1,1494,26720005,138,2600.0,40,-90.55309113248865,,,MISSING,,,
1,262,1,1494,26357763,414,2600.0,39,-107.70109714003944,52.5129,13.3294,ocid_exact,,,
1,262,1,1493,26367750,243,2600.0,38,-89.1922741176984,,,MISSING,,,
1,262,1,1495,34006530,176,2600.0,35,-88.8240980243161,,,MISSING,,,
1,262,1,1495,26722817,301,2600.0,34,-88.78781132665831,52.5125,13.3767,ocid_exact,,,
1,262,1,1494,33802246,429,2600.0,31,-97.44686421335066,,,MISSING,,,
1,262,1,1494,26353664,100,1800.0,29,-95.24425400528044,52.5033,13.3389,ocid_exact,,,
1,262,1,1493,26363652,232,2600.0,28,-83.17586128225832,,,MISSING,,,
1,262,1,1493,26351364,166,2600.0,23,-89.45325947689858,,,MISSING,,,
1,262,1,1493,26353152,193,1800.0,22,-91.91933818972288,52.5135,13.3046,ocid_exact,231.6,52.51144765500224,13.305185891905946
1,262,1,1495,34006531,174,2600.0,22,-85.6995696171819,,,MISSING,,,
1,262,1,1492,28904449,152,1800.0,21,-97.49874084249085,52.4965,13.2894,ocid_eci_notac,,,
1,262,1,1493,26351363,165,2600.0,19,-80.7841105986471,,,MISSING,,,
1,262,1,1492,26347523,219,2600.0,18,-106.46210924989936,,,MISSING,,,
1,262,1,1494,26367490,115,1800.0,17,-102.7314863648497,52.514,13.3227,ocid_exact,689.5,52.50985694937548,13.315119590533026
1,262,1,1492,26353922,430,1800.0,13,-100.49456957538142,52.5041,13.2815,ocid_eci_notac,,,
1,262,1,1493,26353154,192,1800.0,13,-105.91681013455832,52.50280017841455,13.28137426034471,wcl_fallback,,52.50280017841455,13.28137426034471
1,262,1,1494,34006274,435,2600.0,12,-88.26927083333334,,,MISSING,,,
1,262,1,1495,40881922,68,1800.0,12,-98.90866932553432,,,MISSING,,,
1,262,1,1494,42465280,369,2600.0,11,-93.63270890082092,,,MISSING,,,
1,262,1,1495,26349059,354,2600.0,11,-105.73674789128398,,,MISSING,,,
1,262,1,1495,30828291,316,2600.0,10,-81.98778379493764,,,MISSING,,,
1,262,1,1495,34006787,104,2600.0,10,-69.7856122311828,,,MISSING,,,
1,262,1,1495,40400128,42,2600.0,10,-93.12934468258274,,,MISSING,,,
1,262,1,1492,26356997,278,2600.0,8,-97.93225414281868,,,MISSING,,,
1,262,1,1492,26947075,447,2600.0,8,-104.53913563829786,,,MISSING,,,
1,262,1,1495,30827267,491,2600.0,8,-78.02134640957446,,,MISSING,,,
1,262,1,1495,34006786,103,2600.0,7,-78.71258928571429,,,MISSING,,,
1,262,1,1495,34007043,24,2600.0,6,-66.11649546251812,,,MISSING,,,
1,262,1,1492,26353923,268,2600.0,5,-91.30201750284598,,,MISSING,,,
1,262,1,1492,26370051,113,2600.0,4,-105.98570807122564,,,MISSING,,,
1,262,1,1493,26358018,392,1800.0,4,-97.5275954848186,,,MISSING,,,
1,262,1,1492,26961928,479,900.0,3,-96.57637364463024,,,MISSING,,,
1,262,1,1492,42429952,228,2600.0,3,-92.924038017315,,,MISSING,,,
1,262,1,1493,30625797,339,2600.0,3,-92.9070450598438,52.5017,13.2847,ocid_exact,,,
1,262,1,1495,34006788,200,2000.0,2,-71.03398437499999,,,MISSING,,,
1,262,1,1493,35738882,353,1800.0,1,-115.08847402597402,52.4968,13.3212,ocid_exact,,,
1,262,1,1494,26367490,115,2100.0,1,-94.9375,52.514,13.3227,ocid_exact,689.5,52.50985694937548,13.315119590533026
2,262,2,49104,2568970,498,1800.0,4736,-90.65133743663957,52.49181211058464,13.304660509434717,wcl_fallback,,52.49181211058464,13.304660509434717
2,262,2,49101,2819850,489,1800.0,4650,-80.58018880003968,52.50352665561739,13.339641221472023,wcl_fallback,,52.50352665561739,13.339641221472023
2,262,2,49300,3499534,336,2600.0,4074,-93.10386787053676,52.51154400790351,13.286516396611802,wcl_fallback,,52.51154400790351,13.286516396611802
2,262,2,49104,2824458,420,1800.0,3759,-85.47127108341607,52.4989,13.3128,ocid_exact,109.5,52.49974566694784,13.313629432941154
2,262,2,49300,2818312,374,1800.0,2963,-101.90902013546304,52.50212378060986,13.279456603958586,wcl_fallback,,52.50212378060986,13.279456603958586
2,262,2,49101,2940680,196,1800.0,2778,-85.19860596552354,52.506,13.3347,ocid_exact,191.5,52.504423776802696,13.33584087174584
2,262,2,49104,3428105,34,1800.0,2653,-79.00106964819717,52.49279095337142,13.29290228234608,wcl_fallback,,52.49279095337142,13.29290228234608
2,262,2,49104,2580501,416,2000.0,2004,-80.89867179456361,52.5114,13.2996,ocid_exact,85.6,52.51117707541426,13.300811329402142
2,262,2,49101,4078344,467,1800.0,1973,-93.70806220669466,52.5085228507994,13.34984009651206,wcl_fallback,,52.5085228507994,13.34984009651206
2,262,2,49104,2828558,215,2600.0,1973,-89.11972184876166,52.51184989323343,13.31120857786902,wcl_fallback,,52.51184989323343,13.31120857786902
2,262,2,49300,3499540,418,2000.0,1938,-91.94002401140858,52.51,13.2853,ocid_exact,194.0,52.51157204467725,13.286543686980645
2,262,2,49104,2568968,499,1800.0,1901,-95.78102658424817,52.49538054904431,13.309444316452131,wcl_fallback,,52.49538054904431,13.309444316452131
2,262,2,49104,4051731,422,2000.0,1772,-83.96068986884443,52.4987,13.3099,ocid_exact,161.9,52.49837357597569,13.307569673950784
2,262,2,49100,4080392,81,1800.0,1708,-93.41192086799256,52.5158,13.3707,ocid_exact,29.3,52.51578625213276,13.37113199764029
2,262,2,49104,2824469,364,2000.0,1643,-85.53541096895614,52.497,13.3144,ocid_exact,309.9,52.49974950966847,13.313647211960374
2,262,2,49102,3301896,387,1800.0,1631,-97.76261959820422,52.50991250749795,13.35880391575457,wcl_fallback,,52.50991250749795,13.35880391575457
2,262,2,49104,2948877,70,2600.0,1582,-102.60382081779228,52.49790499284634,13.282451300859876,wcl_fallback,,52.49790499284634,13.282451300859876
2,262,2,49101,2819859,209,2000.0,1513,-71.36175178414824,52.5055520670248,13.34132505254511,wcl_fallback,,52.5055520670248,13.34132505254511
2,262,2,49104,2826249,316,1800.0,1504,-93.1964056206327,52.48825535809232,13.301302387366704,wcl_fallback,,52.48825535809232,13.301302387366704
2,262,2,49101,51447561,232,1800.0,1493,-97.23379266021225,52.516337469179724,13.32560978841608,wcl_fallback,,52.516337469179724,13.32560978841608
2,262,2,49101,51842568,223,1800.0,1446,-99.87717748558757,52.5144,13.3388,ocid_exact,225.9,52.51351465514171,13.335794672564244
2,262,2,49104,4051733,420,2000.0,1434,-88.37212370282975,52.4995,13.3002,ocid_exact,501.3,52.49651487233528,13.305749532748168
2,262,2,49101,2567188,434,2000.0,1415,-108.31190446114468,52.515,13.3272,ocid_exact,268.5,52.5128502741108,13.325393908374554
2,262,2,49104,2826260,151,2000.0,1409,-94.62035957140723,52.4863,13.303,ocid_exact,240.9,52.488273619642975,13.30153340906463
2,262,2,49104,2824456,421,1800.0,1368,-90.43819192325134,52.4997,13.3195,ocid_exact,125.2,52.49957802158949,13.317660901464492
2,262,2,49101,4078355,312,2000.0,1363,-94.95577838782552,52.50860637431804,13.349854369074183,wcl_fallback,,52.50860637431804,13.349854369074183
2,262,2,49101,3538707,447,2000.0,1271,-103.71459989232592,52.51372030321616,13.339540193144312,wcl_fallback,,52.51372030321616,13.339540193144312
2,262,2,49100,3998479,21,2600.0,1260,-108.68304975645758,52.51510044503038,13.35993906350513,wcl_fallback,,52.51510044503038,13.35993906350513
2,262,2,49104,2828559,49,2600.0,1260,-93.65621102982274,52.51155542300564,13.3067174620363,wcl_fallback,,52.51155542300564,13.3067174620363
2,262,2,49100,2832399,209,2600.0,1233,-91.27014655866228,52.51490102472722,13.376673872326805,wcl_fallback,,52.51490102472722,13.376673872326805
2,262,2,49104,3428116,162,2000.0,1116,-84.2259218513738,52.49275636987147,13.292919302980025,wcl_fallback,,52.49275636987147,13.292919302980025
2,262,2,49100,4080393,82,1800.0,1114,-86.86880257614538,52.5153,13.3648,ocid_exact,300.7,52.51565334274107,13.369205468287635
2,262,2,49102,2843411,203,2000.0,1104,-85.85748136254657,52.5157,13.3724,ocid_exact,498.5,52.511235492291455,13.371727028502583
2,262,2,49102,2843400,88,1800.0,1095,-87.84781302566176,52.51123863207432,13.371748589411627,wcl_fallback,,52.51123863207432,13.371748589411627
2,262,2,49104,2828564,175,2000.0,1043,-82.78405547029519,52.5119,13.3134,ocid_exact,140.7,52.51187967384793,13.311320549603357
2,262,2,49104,3428106,33,1800.0,987,-92.99706160008986,52.49436326093544,13.28737316886267,wcl_fallback,,52.49436326093544,13.28737316886267
2,262,2,49102,2843405,50,2600.0,976,-92.1628895609658,52.51126445118803,13.372013515269716,wcl_fallback,,52.51126445118803,13.372013515269716
2,262,2,49101,4078345,466,1800.0,939,-83.86379525874703,52.50668318344151,13.345819036160105,wcl_fallback,,52.50668318344151,13.345819036160105
2,262,2,49300,2818323,409,2000.0,913,-100.95244659007116,52.50431143652551,13.294385771046985,wcl_fallback,,52.50431143652551,13.294385771046985
2,262,2,49101,3684372,351,2000.0,910,-96.45270985831306,52.5128,13.3218,ocid_exact,98.9,52.51240711530989,13.320489241824012
2,262,2,49101,2819861,208,2000.0,907,-74.72078255621126,52.50347939166041,13.339612343262496,wcl_fallback,,52.50347939166041,13.339612343262496
2,262,2,49104,51629575,75,2600.0,864,-97.96596255333895,52.4994,13.3238,ocid_exact,65.9,52.49998460451815,13.323962925920709
2,262,2,49102,3301907,123,2000.0,791,-96.55695896863514,52.509905973915664,13.3589134345685,wcl_fallback,,52.509905973915664,13.3589134345685
2,262,2,49101,51447562,233,1800.0,771,-97.00722980265574,,,MISSING,,,
2,262,2,49104,2580500,414,2000.0,762,-73.34057492885385,52.5116,13.3056,ocid_exact,59.9,52.51144068468261,13.304755093738502
2,262,2,49104,3286541,159,2600.0,758,-96.40872113773618,52.50049623330938,13.330073045826508,wcl_fallback,,52.50049623330938,13.330073045826508
2,262,2,49101,4078356,314,2000.0,717,-84.24651878287918,52.50665714916142,13.345742350839268,wcl_fallback,,52.50665714916142,13.345742350839268
2,262,2,49102,3301898,388,1800.0,689,-117.73441406549748,52.51430266901664,13.34780513501842,wcl_fallback,,52.51430266901664,13.34780513501842
2,262,2,49104,4051727,414,2600.0,688,-93.08161388778856,52.49685002004856,13.3056406192934,wcl_fallback,,52.49685002004856,13.3056406192934
2,262,2,49101,3430163,498,2000.0,681,-101.13550742145549,52.5135,13.3304,ocid_exact,56.9,52.51308157560079,13.329914886546376
2,262,2,49100,4000013,296,2600.0,675,-96.3831977061592,52.51493767877314,13.35754173872084,wcl_fallback,,52.51493767877314,13.35754173872084
2,262,2,49100,4000020,440,2000.0,656,-97.43243554397309,52.51473984444418,13.354388610131448,wcl_fallback,,52.51473984444418,13.354388610131448
2,262,2,49104,2824467,363,2000.0,644,-89.90383406744822,52.5,13.3196,ocid_exact,110.7,52.49963998309326,13.318075838384814
2,262,2,49104,3286536,121,1800.0,630,-102.5056536490916,52.500568049809154,13.330686356785604,wcl_fallback,,52.500568049809154,13.330686356785604
2,262,2,49300,3282957,366,2600.0,630,-102.21515089526152,52.51052268575693,13.290855929999823,wcl_fallback,,52.51052268575693,13.290855929999823
2,262,2,49100,4000014,295,2600.0,615,-102.98582297177175,52.51473512753931,13.354390007570304,wcl_fallback,,52.51473512753931,13.354390007570304
2,262,2,49104,51629589,501,2000.0,615,-84.11019042296341,52.50007474765962,13.325188346835644,wcl_fallback,,52.50007474765962,13.325188346835644
2,262,2,49101,3430149,469,2600.0,614,-105.21355284189914,52.5133,13.3308,ocid_exact,86.0,52.51334851238699,13.332067622084828
2,262,2,49104,2568981,240,2000.0,599,-96.50549496366936,52.49209865787292,13.30872541491073,wcl_fallback,,52.49209865787292,13.30872541491073
2,262,2,49101,2837268,243,2000.0,586,-95.02527731921715,52.50328296295968,13.334533221871814,wcl_fallback,,52.50328296295968,13.334533221871814
2,262,2,49104,3428117,163,2000.0,533,-93.7028501044584,52.49432841655063,13.287561634067307,wcl_fallback,,52.49432841655063,13.287561634067307
2,262,2,49104,51629588,503,2000.0,501,-86.04322083760997,52.50017841677339,13.32625925297353,wcl_fallback,,52.50017841677339,13.32625925297353
2,262,2,49102,3725845,224,2000.0,498,-100.7110015207702,52.5137,13.3768,ocid_exact,19.4,52.51379475997785,13.377041280439554
2,262,2,49100,51709193,105,1800.0,494,-98.45856600337558,52.51409817951405,13.377232997834662,wcl_fallback,,52.51409817951405,13.377232997834662
2,262,2,49104,3952916,458,2000.0,492,-101.93141515819435,52.4902,13.3087,ocid_exact,283.3,52.490854828911154,13.30465607978418
2,262,2,49104,3286547,113,2000.0,486,-107.34463467757472,52.4992,13.3333,ocid_exact,229.2,52.50057239855648,13.330774273446044
2,262,2,49101,2828051,16,2000.0,483,-94.25459488100375,52.5114,13.3195,ocid_exact,173.3,52.512259912942135,13.31736337570186
2,262,2,49100,51709204,121,2000.0,465,-101.26631709998784,52.5169,13.3803,ocid_exact,381.4,52.51401145315083,13.377260365231974
2,262,2,49101,2837267,244,2000.0,458,-85.47614713489597,52.50432686119202,13.335711785216736,wcl_fallback,,52.50432686119202,13.335711785216736
2,262,2,49104,2826246,321,2600.0,448,-99.378028354739,52.48843392884534,13.302283800946272,wcl_fallback,,52.48843392884534,13.302283800946272
2,262,2,49100,51708426,107,1800.0,430,-96.73277374591449,52.51418034179237,13.377238472984972,wcl_fallback,,52.51418034179237,13.377238472984972
2,262,2,49101,51842565,53,2600.0,426,-100.92583854301692,52.5134,13.3383,ocid_exact,180.9,52.51358432645649,13.33564343229213
2,262,2,49101,3556102,182,2600.0,419,-108.67484150640036,52.51244238636691,13.320065897221117,wcl_fallback,,52.51244238636691,13.320065897221117
2,262,2,49101,2918925,184,2600.0,418,-106.79690649531254,,,MISSING,,,
2,262,2,49104,51629574,77,2600.0,414,-81.72059234347365,52.50016034167459,13.325907729723813,wcl_fallback,,52.50016034167459,13.325907729723813
2,262,2,49101,51447572,39,2000.0,359,-103.50614849994884,52.516,13.3276,ocid_exact,,,
2,262,2,49102,2838792,328,1800.0,357,-115.6560649170138,52.510728421805126,13.363121925985968,wcl_fallback,,52.510728421805126,13.363121925985968
2,262,2,49100,4002324,296,2000.0,347,-93.5541934276123,52.515,13.3776,ocid_exact,44.0,52.51463788384195,13.377337758120127
2,262,2,49100,3996436,38,2000.0,342,-88.7025357321346,52.51611803179439,13.376166966322929,wcl_fallback,,52.51611803179439,13.376166966322929
