_row,operator,device,cell_id,split,measured_rsrp,sionna_power_raw,dist_m,freq_mhz,area,gap_type,wcl_lat,wcl_lon,sionna_power_cal,residual_cal,gp_correction,gp_corr_std,gp_rsrp,gp_residual,dist_regime
45753,1,pc1,26347520.0,val,-89.22339108910892,-43.4996337890625,15.076917057494782,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-78.43862793520327,-10.784763153905644,-49.24894496706136,9.097326588248977,-127.68757290226463,38.46418181315572,0-200m
45758,1,pc1,26347520.0,val,-90.9225,-45.26823425292969,27.366630827527366,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-80.20722839907046,-10.71527160092954,-48.628281597122395,9.04970953893491,-128.83550999619285,37.913009996192855,0-200m
45761,1,pc1,26347520.0,val,-92.76515151515152,-47.16673278808594,40.050117657791446,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-82.10572693422671,-10.659424580924806,-47.95690461801024,9.052680242314887,-130.06263155223695,37.297480037085435,0-200m
45765,1,pc1,26347520.0,val,-90.82178217821782,-48.91028594970703,52.884482765772006,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-83.8492800958478,-6.9725020823700135,-47.01390221256723,9.049764245670627,-130.86318230841505,40.04140013019723,0-200m
45769,1,pc1,26347520.0,val,-91.135,-50.453407287597656,65.84413067054078,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-85.39240143373843,-5.742598566261577,-45.90540139475672,9.041020305540686,-131.29780282849515,40.162802828495145,0-200m
45773,1,pc1,26347520.0,val,-95.4135101010101,-51.81603240966797,78.94356331204608,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-86.75502655580874,-8.658483545201364,-44.76091170001769,9.029407306631736,-131.51593825582643,36.10242815481632,0-200m
45778,1,pc1,26347520.0,val,-97.6664603960396,-53.029441833496094,92.21306381794707,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-87.96843597963687,-9.698024416402731,-43.66815875958466,9.019940095359642,-131.63659473922152,33.970134343181925,0-200m
45780,1,pc1,26347520.0,val,-99.90625,-54.107269287109375,105.48607016635908,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-89.04626343325015,-10.859986566749852,-42.62145997119318,9.015369423356331,-131.66772340444334,31.761473404443336,0-200m
45783,1,pc1,26347520.0,val,-102.273125,-55.035133361816406,118.20097693285146,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-89.97412750795718,-12.298997492042815,-41.60733911240669,9.014565978232854,-131.58146662036387,29.308341620363876,0-200m
45790,1,pc1,26347520.0,val,-104.4318181818182,-55.841552734375,130.35008241758135,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-90.78054688051576,-13.65127130130243,-40.63548467023297,9.015605700534163,-131.41603155074876,26.984213368930554,0-200m
45794,1,pc1,26347520.0,val,-103.91826923076924,-56.549903869628906,141.91798698605095,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-91.48889801576968,-12.429371214999565,-39.71946559082911,9.01815131743396,-131.2083636065988,27.290094375829554,0-200m
101866,1,pc1,26347520.0,val,-96.10841836734694,-59.06501007080078,191.24679744902932,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-94.00400421694157,-2.1044141504053897,-36.271876212860185,9.050913101189678,-130.27588042980173,34.16746206245479,0-200m
101872,1,pc1,26347520.0,val,-99.69375,-58.31593322753906,175.075217169358,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-93.25492737367983,-6.43882262632016,-37.29147492614432,9.036092489601753,-130.54640229982414,30.852652299824143,0-200m
101876,1,pc1,26347520.0,val,-98.588125,-57.503448486328125,159.00426618829837,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-92.4424426324689,-6.1456823675311085,-38.420123900587825,9.025336749739456,-130.86256653305674,32.27444153305673,0-200m
101880,1,pc1,26347520.0,val,-97.845625,-56.630218505859375,143.27966835395344,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-91.56921265200016,-6.276412347999852,-39.612559217798015,9.018570335957616,-131.18177186979815,33.336146869798156,0-200m
101885,1,pc1,26347520.0,val,-95.686875,-55.67607116699219,127.7484129829555,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-90.61506531313296,-5.0718096868670415,-40.8416897323733,9.015254865995448,-131.45675504550627,35.76988004550627,0-200m
101889,1,pc1,26347520.0,val,-95.26,-54.651123046875,112.77501860113192,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-89.59011719301577,-5.6698828069842335,-42.04114908254752,9.014603889746155,-131.6312662755633,36.371266275563286,0-200m
101890,1,pc1,26347520.0,val,-94.476875,-53.57664489746094,98.77792937494364,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-88.51563904360171,-5.961235956398298,-43.150895193050836,9.017097345413429,-131.66653423665255,37.189659236652545,0-200m
101894,1,pc1,26347520.0,val,-95.9825,-52.43968963623047,85.56207848529658,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-87.37868378237124,-8.603816217628761,-44.206657773360334,9.024115902176053,-131.5853415557316,35.60284155573159,0-200m
101901,1,pc1,26347520.0,val,-89.579375,-51.32275390625,74.00715774747968,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-86.26174805239077,-3.3176269476092277,-45.187559187933545,9.033824346200431,-131.44930724032432,41.86993224032432,0-200m
101903,1,pc1,26347520.0,val,-93.36375,-50.33935546875,64.82641091173484,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-85.27834961489077,-8.085400385109224,-45.995349599470984,9.041848825951673,-131.27369921436176,37.90994921436176,0-200m
101907,1,pc1,26347520.0,val,-92.23125,-49.58557891845703,58.34021895247525,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-84.5245730645978,-7.7066769354022,-46.5598055266865,9.046593600441641,-131.0843785912843,38.85312859128429,0-200m
101912,1,pc1,26347520.0,val,-91.433125,-49.11131286621094,54.47888923699578,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-84.05030701235171,-7.382817987648295,-46.883990097108786,9.048935406013612,-130.9342971094605,39.501172109460484,0-200m
101916,1,pc1,26347520.0,val,-90.815,-48.66658020019531,50.99151179529226,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-83.60557434633608,-7.209425653663914,-47.16558434312067,9.050627389855217,-130.77115868945674,39.95615868945674,0-200m
101918,1,pc1,26347520.0,val,-91.746875,-48.18610382080078,47.35918288703157,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-83.12509796694155,-8.62177703305845,-47.44730584104971,9.051891263997076,-130.57240380799126,38.82552880799126,0-200m
101922,1,pc1,26347520.0,val,-88.888125,-47.56241607666016,42.82947835284045,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-82.50141022280093,-6.386714777199074,-47.7746899029466,9.05269880965606,-130.27610012574752,41.387975125747516,0-200m
101928,1,pc1,26347520.0,val,-87.686875,-46.84141540527344,37.81224835126584,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-81.78040955141421,-5.906465448585792,-48.09250356482458,9.05234696089043,-129.8729131162388,42.186038116238805,0-200m
101932,1,pc1,26347520.0,val,-88.734375,-46.10337829589844,32.85723955941716,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-81.04237244203921,-7.692002557960791,-48.36249222450854,9.050751138514968,-129.40486466654775,40.67048966654775,0-200m
101936,1,pc1,26347520.0,val,-85.92,-45.46761322021485,28.67423068797382,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-80.40660736635562,-5.513392633644386,-48.566799370563416,9.049590604383761,-128.97340673691903,43.05340673691903,0-200m
101940,1,pc1,26347520.0,val,-82.65125,-44.91767883300781,25.060478894695496,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-79.85667297914858,-2.7945770208514205,-48.73639903315899,9.051118642764635,-128.59307201230757,45.94182201230757,0-200m
101942,1,pc1,26347520.0,val,-81.60625,-44.418983459472656,21.7251058234242,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-79.35797760561343,-2.248272394386575,-48.89713006258575,9.0575041847028,-128.25510766819917,46.64885766819917,0-200m
101947,1,pc1,26347520.0,val,-85.6375,-43.90880584716797,18.16153721906866,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-78.84779999330874,-6.789700006691263,-49.07638159876628,9.072998823405486,-127.92418159207503,42.28668159207503,0-200m
101953,1,pc1,26347520.0,val,-87.120625,-43.42845916748047,14.506870964301408,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-78.36745331362124,-8.753171686378764,-49.28248780943707,9.103005439152554,-127.64994112305831,40.52931612305831,0-200m
101956,1,pc1,26347520.0,val,-86.595625,-43.10047149658203,11.669942265685242,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-78.0394656427228,-8.556159357277195,-49.442828769322475,9.135362429316825,-127.48229441204528,40.88666941204528,0-200m
101961,1,pc1,26347520.0,val,-88.25125,-42.92151641845703,9.898940085419428,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-77.8605105645978,-10.390739435402196,-49.510440201314445,9.159896783723267,-127.37095076591226,39.119700765912256,0-200m
101963,1,pc1,26347520.0,val,-86.335625,-42.85250854492188,9.147041434404173,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-77.79150269106265,-8.544122308937347,-49.51861739244917,9.172741409289237,-127.31012008351182,40.974495083511826,0-200m
101966,1,pc1,26347520.0,val,-86.035,-42.87759399414063,9.426098977781503,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-77.8165881402814,-8.2184118597186,-49.51761408760448,9.167714016317149,-127.33420222788587,41.29920222788587,0-200m
101971,1,pc1,26347520.0,val,-87.57875,-42.94918823242188,10.188062684761729,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-77.88818237856265,-9.690567621437353,-49.503165272751716,9.15546964109969,-127.39134765131436,39.81259765131436,0-200m
101975,1,pc1,26347520.0,val,-87.27875,-43.073486328125,11.417119404135782,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-78.01248047426577,-9.26626952573423,-49.45512307383447,9.138575659603044,-127.46760354810024,40.18885354810024,0-200m
101981,1,pc1,26347520.0,val,-92.256875,-43.25215911865234,13.033003113236026,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-78.19115326479312,-14.065721735206878,-49.368832811902045,9.119022114530095,-127.55998607669517,35.303111076695174,0-200m
101985,1,pc1,26347520.0,val,-89.661875,-43.584503173828125,15.7423794028775,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-78.5234973199689,-11.138377680031098,-49.210223984396094,9.091124224466402,-127.73372130436499,38.071846304364996,0-200m
101986,1,pc1,26347520.0,val,-91.050625,-44.14158630371094,19.815349441062043,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-79.08058044985171,-11.970044550148287,-48.9915092397385,9.064442964292192,-128.0720896895902,37.0214646895902,0-200m
101992,1,pc1,26347520.0,val,-92.46875,-44.82833099365234,24.469015911495543,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-79.76732513979312,-12.701424860206885,-48.76448096903691,9.051819177143699,-128.53180610883004,36.06305610883004,0-200m
101995,1,pc1,26347520.0,val,-91.92625,-45.5317611694336,29.09468429990541,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-80.47075531557437,-11.45549468442563,-48.54686726634333,9.049623338032637,-129.0176225819177,37.091372581917696,0-200m
101999,1,pc1,26347520.0,val,-92.895,-46.087677001953125,32.75305595634212,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-81.0266711480939,-11.8683288519061,-48.36778855677946,9.050710589119026,-129.39445970487336,36.49945970487336,0-200m
102002,1,pc1,26347520.0,val,-92.6225,-46.5390853881836,35.763691528295304,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-81.47807953432437,-11.144420465675635,-48.20858005332344,9.051800126321773,-129.6866595876478,37.064159587647794,0-200m
102007,1,pc1,26347520.0,val,-90.735625,-46.9526596069336,38.57210877958974,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-81.89165375307437,-8.843971246925634,-48.04749934881454,9.052491273892821,-129.9391531018889,39.20352810188891,0-200m
102010,1,pc1,26347520.0,val,-89.486875,-47.31182861328125,41.06133891299874,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-82.25082275942202,-7.236052240577976,-47.892362007740545,9.052737940529886,-130.14318476716255,40.656309767162554,0-200m
102014,1,pc1,26347520.0,val,-91.07,-47.56554412841797,42.85122711834926,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-82.50453827455874,-8.565461725441253,-47.77317720136561,9.052696918737649,-130.27771547592437,39.207715475924374,0-200m
102019,1,pc1,26347520.0,val,-92.099375,-47.668067932128906,43.58311609789688,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-82.60706207826968,-9.492312921730315,-47.72268034216748,9.052630111170048,-130.32974242043716,38.23036742043716,0-200m
102023,1,pc1,26347520.0,val,-92.113125,-47.7191162109375,43.949178879170816,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-82.65811035707827,-9.455014642921723,-47.69703189127934,9.052586453769248,-130.3551422483576,38.2420172483576,0-200m
102026,1,pc1,26347520.0,val,-92.394375,-47.721588134765625,43.96693982010735,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-82.6605822809064,-9.7337927190936,-47.69578124415911,9.052584173343986,-130.3563635250655,37.96198852506549,0-200m
102031,1,pc1,26347520.0,val,-93.609375,-47.69609069824219,43.78397302955397,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-82.63508484438296,-10.97429015561704,-47.70864185886522,9.05260700258521,-130.3437267032482,36.734351703248194,0-200m
102037,1,pc1,26347520.0,val,-92.91375,-47.69609069824219,43.78397302955397,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-82.63508484438296,-10.278665155617034,-47.70864185886522,9.05260700258521,-130.3437267032482,37.4299767032482,0-200m
102040,1,pc1,26347520.0,val,-90.896875,-47.769996643066406,44.31531791666841,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-82.70899078920718,-8.187884210792816,-47.671128883587215,9.052536439206678,-130.3801196727944,39.4832446727944,0-200m
102045,1,pc1,26347520.0,val,-91.811875,-48.06519317626953,46.46491356929722,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-83.0041873224103,-8.807687677589698,-47.51443681229908,9.052121226306669,-130.5186241347094,38.7067491347094,0-200m
102046,1,pc1,26347520.0,val,-91.740625,-48.52192687988281,49.88308291898636,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-83.46092102602358,-8.27970397397641,-47.252813657413974,9.05106711144945,-130.71373468343756,38.97310968343757,0-200m
102050,1,pc1,26347520.0,val,-87.50375,-48.98622131347656,53.48271471341711,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-83.92521545961733,-3.5785345403826625,-46.965358157113116,9.049463512132446,-130.89057361673045,43.38682361673045,0-200m
102054,1,pc1,26347520.0,val,-84.555,-49.43623352050781,57.10694462178521,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-84.37522766664858,-0.1797723333514227,-46.66463055107707,9.047386159276757,-131.03985821772565,46.484858217725645,0-200m
102061,1,pc1,26347520.0,val,-87.64625,-49.84927368164063,60.55978410308551,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-84.7882678277814,-2.8579821722185983,-46.36876588161086,9.045075457213308,-131.15703370939227,43.51078370939227,0-200m
102063,1,pc1,26347520.0,val,-94.273125,-50.25070190429688,64.03742958567668,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-85.18969605043765,-9.083428949562348,-46.06459223033089,9.042473995513685,-131.25428828076855,36.981163280768556,0-200m
102069,1,pc1,26347520.0,val,-92.95,-50.5781478881836,66.97307023900882,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-85.51714203432437,-7.432857965675637,-45.80574058029268,9.040078390500847,-131.32288261461704,38.37288261461704,0-200m
102070,1,pc1,26347520.0,val,-93.39625,-50.85762023925781,69.55141557706646,1800.0,Highway,Unflagged,52.50098960584469,13.28025140527702,-85.79661438539858,-7.599635614601411,-45.57812913987239,9.037844903124764,-131.37474352527096,37.97849352527096,0-200m
