_row,device,measurement,ts_gps,date_str,operator,split,gap_type
44,pc1,0,2021-06-22 09:50:38,2021-06-22,1,train,Unflagged
45,pc1,0,2021-06-22 09:50:39,2021-06-22,1,train,Unflagged
46,pc1,0,2021-06-22 09:50:40,2021-06-22,1,train,Unflagged
47,pc1,0,2021-06-22 09:50:41,2021-06-22,1,train,Unflagged
48,pc1,0,2021-06-22 09:50:42,2021-06-22,1,train,Unflagged
49,pc1,0,2021-06-22 09:50:43,2021-06-22,1,train,Unflagged
50,pc1,0,2021-06-22 09:50:44,2021-06-22,1,train,Unflagged
51,pc1,0,2021-06-22 09:50:45,2021-06-22,1,train,Unflagged
52,pc1,0,2021-06-22 09:50:46,2021-06-22,1,train,Unflagged
53,pc1,0,2021-06-22 09:50:47,2021-06-22,1,train,Unflagged
54,pc1,0,2021-06-22 09:50:48,2021-06-22,1,train,Unflagged
55,pc1,0,2021-06-22 09:50:49,2021-06-22,1,train,Unflagged
56,pc1,0,2021-06-22 09:50:50,2021-06-22,1,train,Unflagged
57,pc1,0,2021-06-22 09:50:51,2021-06-22,1,train,Unflagged
58,pc1,0,2021-06-22 09:50:52,2021-06-22,1,train,Unflagged
59,pc1,0,2021-06-22 09:50:53,2021-06-22,1,train,Unflagged
60,pc1,0,2021-06-22 09:50:54,2021-06-22,1,train,Unflagged
61,pc1,0,2021-06-22 09:50:55,2021-06-22,1,train,Unflagged
62,pc1,0,2021-06-22 09:50:56,2021-06-22,1,train,Unflagged
63,pc1,0,2021-06-22 09:50:57,2021-06-22,1,train,Unflagged
64,pc1,0,2021-06-22 09:50:58,2021-06-22,1,train,Unflagged
65,pc1,0,2021-06-22 09:50:59,2021-06-22,1,train,Unflagged
66,pc1,0,2021-06-22 09:51:00,2021-06-22,1,train,Unflagged
67,pc1,0,2021-06-22 09:51:01,2021-06-22,1,train,Unflagged
68,pc1,0,2021-06-22 09:51:02,2021-06-22,1,train,Unflagged
69,pc1,0,2021-06-22 09:51:03,2021-06-22,1,train,Unflagged
70,pc1,0,2021-06-22 09:51:04,2021-06-22,1,train,Unflagged
71,pc1,0,2021-06-22 09:51:05,2021-06-22,1,train,Unflagged
72,pc1,0,2021-06-22 09:51:06,2021-06-22,1,train,Unflagged
73,pc1,0,2021-06-22 09:51:07,2021-06-22,1,train,Unflagged
74,pc1,0,2021-06-22 09:51:08,2021-06-22,1,train,Unflagged
75,pc1,0,2021-06-22 09:51:09,2021-06-22,1,train,Unflagged
76,pc1,0,2021-06-22 09:51:10,2021-06-22,1,train,Unflagged
77,pc1,0,2021-06-22 09:51:11,2021-06-22,1,train,Unflagged
78,pc1,0,2021-06-22 09:51:12,2021-06-22,1,train,Unflagged
79,pc1,0,2021-06-22 09:51:13,2021-06-22,1,train,Unflagged
80,pc1,0,2021-06-22 09:51:14,2021-06-22,1,train,Unflagged
81,pc1,0,2021-06-22 09:51:15,2021-06-22,1,train,Unflagged
82,pc1,0,2021-06-22 09:51:16,2021-06-22,1,train,Unflagged
83,pc1,0,2021-06-22 09:51:17,2021-06-22,1,train,Unflagged
84,pc1,0,2021-06-22 09:51:18,2021-06-22,1,train,Unflagged
85,pc1,0,2021-06-22 09:51:19,2021-06-22,1,train,Unflagged
86,pc1,0,2021-06-22 09:51:20,2021-06-22,1,train,Unflagged
87,pc1,0,2021-06-22 09:51:21,2021-06-22,1,train,Unflagged
88,pc1,0,2021-06-22 09:51:22,2021-06-22,1,train,Unflagged
89,pc1,0,2021-06-22 09:51:23,2021-06-22,1,train,Unflagged
90,pc1,0,2021-06-22 09:51:24,2021-06-22,1,train,Unflagged
91,pc1,0,2021-06-22 09:51:25,2021-06-22,1,train,Unflagged
92,pc1,0,2021-06-22 09:51:26,2021-06-22,1,train,Unflagged
93,pc1,0,2021-06-22 09:51:27,2021-06-22,1,train,Unflagged
94,pc1,0,2021-06-22 09:51:28,2021-06-22,1,train,Unflagged
95,pc1,0,2021-06-22 09:51:29,2021-06-22,1,train,Unflagged
96,pc1,0,2021-06-22 09:51:30,2021-06-22,1,train,Unflagged
97,pc1,0,2021-06-22 09:51:31,2021-06-22,1,train,Unflagged
98,pc1,0,2021-06-22 09:51:32,2021-06-22,1,train,Unflagged
99,pc1,0,2021-06-22 09:51:33,2021-06-22,1,train,Unflagged
100,pc1,0,2021-06-22 09:51:34,2021-06-22,1,train,Unflagged
101,pc1,0,2021-06-22 09:51:35,2021-06-22,1,train,Unflagged
102,pc1,0,2021-06-22 09:51:36,2021-06-22,1,train,Unflagged
103,pc1,0,2021-06-22 09:51:37,2021-06-22,1,train,Unflagged
104,pc1,0,2021-06-22 09:51:38,2021-06-22,1,train,Unflagged
105,pc1,0,2021-06-22 09:51:39,2021-06-22,1,train,Unflagged
106,pc1,0,2021-06-22 09:51:40,2021-06-22,1,train,Unflagged
107,pc1,0,2021-06-22 09:51:41,2021-06-22,1,train,Unflagged
108,pc1,0,2021-06-22 09:51:42,2021-06-22,1,train,Unflagged
109,pc1,0,2021-06-22 09:51:43,2021-06-22,1,train,Unflagged
110,pc1,0,2021-06-22 09:51:44,2021-06-22,1,train,Unflagged
111,pc1,0,2021-06-22 09:51:45,2021-06-22,1,train,Unflagged
112,pc1,0,2021-06-22 09:51:46,2021-06-22,1,train,Unflagged
113,pc1,0,2021-06-22 09:51:47,2021-06-22,1,train,Unflagged
114,pc1,0,2021-06-22 09:51:48,2021-06-22,1,train,Unflagged
115,pc1,0,2021-06-22 09:51:49,2021-06-22,1,train,Unflagged
116,pc1,0,2021-06-22 09:51:50,2021-06-22,1,train,Unflagged
117,pc1,0,2021-06-22 09:51:51,2021-06-22,1,train,Unflagged
118,pc1,0,2021-06-22 09:51:52,2021-06-22,1,train,Unflagged
119,pc1,0,2021-06-22 09:51:53,2021-06-22,1,train,Unflagged
120,pc1,0,2021-06-22 09:51:54,2021-06-22,1,train,Unflagged
121,pc1,0,2021-06-22 09:51:55,2021-06-22,1,train,Unflagged
122,pc1,0,2021-06-22 09:51:56,2021-06-22,1,train,Unflagged
123,pc1,0,2021-06-22 09:51:57,2021-06-22,1,train,Unflagged
124,pc1,0,2021-06-22 09:51:58,2021-06-22,1,train,Unflagged
125,pc1,0,2021-06-22 09:51:59,2021-06-22,1,train,Unflagged
126,pc1,0,2021-06-22 09:52:00,2021-06-22,1,train,Unflagged
127,pc1,0,2021-06-22 09:52:01,2021-06-22,1,train,Unflagged
128,pc1,0,2021-06-22 09:52:02,2021-06-22,1,train,Unflagged
129,pc1,0,2021-06-22 09:52:03,2021-06-22,1,train,Unflagged
130,pc1,0,2021-06-22 09:52:04,2021-06-22,1,train,Unflagged
131,pc1,0,2021-06-22 09:52:05,2021-06-22,1,train,Unflagged
132,pc1,0,2021-06-22 09:52:06,2021-06-22,1,train,Unflagged
133,pc1,0,2021-06-22 09:52:07,2021-06-22,1,train,Unflagged
134,pc1,0,2021-06-22 09:52:08,2021-06-22,1,train,Unflagged
135,pc1,0,2021-06-22 09:52:09,2021-06-22,1,train,Unflagged
136,pc1,0,2021-06-22 09:52:10,2021-06-22,1,train,Unflagged
137,pc1,0,2021-06-22 09:52:11,2021-06-22,1,train,Unflagged
138,pc1,0,2021-06-22 09:52:12,2021-06-22,1,train,Unflagged
139,pc1,0,2021-06-22 09:52:13,2021-06-22,1,train,Unflagged
140,pc1,0,2021-06-22 09:52:14,2021-06-22,1,train,Unflagged
141,pc1,0,2021-06-22 09:52:15,2021-06-22,1,train,Unflagged
142,pc1,0,2021-06-22 09:52:16,2021-06-22,1,train,Unflagged
143,pc1,0,2021-06-22 09:52:17,2021-06-22,1,train,Unflagged
144,pc1,0,2021-06-22 09:52:18,2021-06-22,1,train,Unflagged
145,pc1,0,2021-06-22 09:52:19,2021-06-22,1,train,Unflagged
146,pc1,0,2021-06-22 09:52:20,2021-06-22,1,train,Unflagged
147,pc1,0,2021-06-22 09:52:21,2021-06-22,1,train,Unflagged
148,pc1,0,2021-06-22 09:52:22,2021-06-22,1,train,Unflagged
149,pc1,0,2021-06-22 09:52:23,2021-06-22,1,train,Unflagged
150,pc1,0,2021-06-22 09:52:24,2021-06-22,1,train,Unflagged
151,pc1,0,2021-06-22 09:52:25,2021-06-22,1,train,Unflagged
152,pc1,0,2021-06-22 09:52:26,2021-06-22,1,train,Unflagged
153,pc1,0,2021-06-22 09:52:27,2021-06-22,1,train,Unflagged
154,pc1,0,2021-06-22 09:52:28,2021-06-22,1,train,Unflagged
155,pc1,0,2021-06-22 09:52:29,2021-06-22,1,train,Unflagged
156,pc1,0,2021-06-22 09:52:30,2021-06-22,1,train,Unflagged
157,pc1,0,2021-06-22 09:52:31,2021-06-22,1,train,Unflagged
158,pc1,0,2021-06-22 09:52:32,2021-06-22,1,train,Unflagged
159,pc1,0,2021-06-22 09:52:33,2021-06-22,1,train,Unflagged
160,pc1,0,2021-06-22 09:52:34,2021-06-22,1,train,Unflagged
161,pc1,0,2021-06-22 09:52:35,2021-06-22,1,train,Unflagged
162,pc1,0,2021-06-22 09:52:36,2021-06-22,1,train,Unflagged
163,pc1,0,2021-06-22 09:52:37,2021-06-22,1,train,Unflagged
164,pc1,0,2021-06-22 09:52:38,2021-06-22,1,train,Unflagged
165,pc1,0,2021-06-22 09:52:39,2021-06-22,1,train,Unflagged
166,pc1,0,2021-06-22 09:52:40,2021-06-22,1,train,Unflagged
167,pc1,0,2021-06-22 09:52:41,2021-06-22,1,train,Unflagged
168,pc1,0,2021-06-22 09:52:42,2021-06-22,1,train,Unflagged
169,pc1,0,2021-06-22 09:52:43,2021-06-22,1,train,Unflagged
170,pc1,0,2021-06-22 09:52:44,2021-06-22,1,train,Unflagged
171,pc1,0,2021-06-22 09:52:45,2021-06-22,1,train,Unflagged
172,pc1,0,2021-06-22 09:52:46,2021-06-22,1,train,Unflagged
173,pc1,0,2021-06-22 09:52:47,2021-06-22,1,train,Unflagged
174,pc1,0,2021-06-22 09:52:48,2021-06-22,1,train,Unflagged
175,pc1,0,2021-06-22 09:52:49,2021-06-22,1,train,Unflagged
176,pc1,0,2021-06-22 09:52:50,2021-06-22,1,train,Unflagged
177,pc1,0,2021-06-22 09:52:51,2021-06-22,1,train,Unflagged
178,pc1,0,2021-06-22 09:52:52,2021-06-22,1,train,Unflagged
179,pc1,0,2021-06-22 09:52:53,2021-06-22,1,train,Unflagged
180,pc1,0,2021-06-22 09:52:54,2021-06-22,1,train,Unflagged
181,pc1,0,2021-06-22 09:52:55,2021-06-22,1,train,Unflagged
182,pc1,0,2021-06-22 09:52:56,2021-06-22,1,train,Unflagged
183,pc1,0,2021-06-22 09:52:57,2021-06-22,1,train,Unflagged
184,pc1,0,2021-06-22 09:52:58,2021-06-22,1,train,Unflagged
185,pc1,0,2021-06-22 09:52:59,2021-06-22,1,train,Unflagged
186,pc1,0,2021-06-22 09:53:00,2021-06-22,1,train,Unflagged
187,pc1,0,2021-06-22 09:53:01,2021-06-22,1,train,Unflagged
188,pc1,0,2021-06-22 09:53:02,2021-06-22,1,train,Unflagged
189,pc1,0,2021-06-22 09:53:03,2021-06-22,1,train,Unflagged
190,pc1,0,2021-06-22 09:53:04,2021-06-22,1,train,Unflagged
191,pc1,0,2021-06-22 09:53:05,2021-06-22,1,train,Unflagged
192,pc1,0,2021-06-22 09:53:06,2021-06-22,1,train,Unflagged
193,pc1,0,2021-06-22 09:53:07,2021-06-22,1,train,Unflagged
194,pc1,0,2021-06-22 09:53:08,2021-06-22,1,train,Unflagged
195,pc1,0,2021-06-22 09:53:09,2021-06-22,1,train,Unflagged
196,pc1,0,2021-06-22 09:53:10,2021-06-22,1,train,Unflagged
197,pc1,0,2021-06-22 09:53:11,2021-06-22,1,train,Unflagged
198,pc1,0,2021-06-22 09:53:12,2021-06-22,1,train,Unflagged
199,pc1,0,2021-06-22 09:53:13,2021-06-22,1,train,Unflagged
200,pc1,0,2021-06-22 09:53:14,2021-06-22,1,train,Unflagged
201,pc1,0,2021-06-22 09:53:15,2021-06-22,1,train,Unflagged
202,pc1,0,2021-06-22 09:53:16,2021-06-22,1,train,Unflagged
203,pc1,0,2021-06-22 09:53:17,2021-06-22,1,train,Unflagged
204,pc1,0,2021-06-22 09:53:18,2021-06-22,1,train,Unflagged
205,pc1,0,2021-06-22 09:53:19,2021-06-22,1,train,Unflagged
206,pc1,0,2021-06-22 09:53:20,2021-06-22,1,train,Unflagged
207,pc1,0,2021-06-22 09:53:21,2021-06-22,1,train,Unflagged
208,pc1,0,2021-06-22 09:53:22,2021-06-22,1,train,Unflagged
209,pc1,0,2021-06-22 09:53:23,2021-06-22,1,train,Unflagged
210,pc1,0,2021-06-22 09:53:24,2021-06-22,1,train,Unflagged
211,pc1,0,2021-06-22 09:53:25,2021-06-22,1,train,Unflagged
212,pc1,0,2021-06-22 09:53:26,2021-06-22,1,train,Unflagged
213,pc1,0,2021-06-22 09:53:27,2021-06-22,1,train,Unflagged
214,pc1,0,2021-06-22 09:53:28,2021-06-22,1,train,Unflagged
215,pc1,0,2021-06-22 09:53:29,2021-06-22,1,train,Unflagged
216,pc1,0,2021-06-22 09:53:30,2021-06-22,1,train,Unflagged
217,pc1,0,2021-06-22 09:53:31,2021-06-22,1,train,Unflagged
218,pc1,0,2021-06-22 09:53:32,2021-06-22,1,train,Unflagged
219,pc1,0,2021-06-22 09:53:33,2021-06-22,1,train,Unflagged
220,pc1,0,2021-06-22 09:53:34,2021-06-22,1,train,Unflagged
221,pc1,0,2021-06-22 09:53:35,2021-06-22,1,train,Unflagged
222,pc1,0,2021-06-22 09:53:36,2021-06-22,1,train,Unflagged
223,pc1,0,2021-06-22 09:53:37,2021-06-22,1,train,Unflagged
224,pc1,0,2021-06-22 09:53:38,2021-06-22,1,train,Unflagged
225,pc1,0,2021-06-22 09:53:39,2021-06-22,1,train,Unflagged
226,pc1,0,2021-06-22 09:53:40,2021-06-22,1,train,Unflagged
227,pc1,0,2021-06-22 09:53:41,2021-06-22,1,train,Unflagged
228,pc1,0,2021-06-22 09:53:42,2021-06-22,1,train,Unflagged
229,pc1,0,2021-06-22 09:53:43,2021-06-22,1,train,Unflagged
230,pc1,0,2021-06-22 09:53:44,2021-06-22,1,train,Unflagged
231,pc1,0,2021-06-22 09:53:45,2021-06-22,1,train,Unflagged
232,pc1,0,2021-06-22 09:53:46,2021-06-22,1,train,Unflagged
233,pc1,0,2021-06-22 09:53:47,2021-06-22,1,train,Unflagged
234,pc1,0,2021-06-22 09:53:48,2021-06-22,1,train,Unflagged
235,pc1,0,2021-06-22 09:53:49,2021-06-22,1,train,Unflagged
236,pc1,0,2021-06-22 09:53:50,2021-06-22,1,train,Unflagged
237,pc1,0,2021-06-22 09:53:51,2021-06-22,1,train,Unflagged
238,pc1,0,2021-06-22 09:53:52,2021-06-22,1,train,Unflagged
239,pc1,0,2021-06-22 09:53:53,2021-06-22,1,train,Unflagged
240,pc1,0,2021-06-22 09:53:54,2021-06-22,1,train,Unflagged
241,pc1,0,2021-06-22 09:53:55,2021-06-22,1,train,Unflagged
242,pc1,0,2021-06-22 09:53:56,2021-06-22,1,train,Unflagged
243,pc1,0,2021-06-22 09:53:57,2021-06-22,1,train,Unflagged
244,pc1,0,2021-06-22 09:53:58,2021-06-22,1,train,Unflagged
245,pc1,0,2021-06-22 09:53:59,2021-06-22,1,train,Unflagged
246,pc1,0,2021-06-22 09:54:00,2021-06-22,1,train,Unflagged
247,pc1,0,2021-06-22 09:54:01,2021-06-22,1,train,Unflagged
248,pc1,0,2021-06-22 09:54:02,2021-06-22,1,train,Unflagged
249,pc1,0,2021-06-22 09:54:03,2021-06-22,1,train,Unflagged
250,pc1,0,2021-06-22 09:54:04,2021-06-22,1,train,Unflagged
251,pc1,0,2021-06-22 09:54:05,2021-06-22,1,train,Unflagged
252,pc1,0,2021-06-22 09:54:06,2021-06-22,1,train,Unflagged
253,pc1,0,2021-06-22 09:54:07,2021-06-22,1,train,Unflagged
254,pc1,0,2021-06-22 09:54:08,2021-06-22,1,train,Unflagged
255,pc1,0,2021-06-22 09:54:09,2021-06-22,1,train,Unflagged
256,pc1,0,2021-06-22 09:54:10,2021-06-22,1,train,Unflagged
257,pc1,0,2021-06-22 09:54:11,2021-06-22,1,train,Unflagged
258,pc1,0,2021-06-22 09:54:12,2021-06-22,1,train,Unflagged
259,pc1,0,2021-06-22 09:54:13,2021-06-22,1,train,Unflagged
260,pc1,0,2021-06-22 09:54:14,2021-06-22,1,train,Unflagged
261,pc1,0,2021-06-22 09:54:15,2021-06-22,1,train,Unflagged
262,pc1,0,2021-06-22 09:54:16,2021-06-22,1,train,Unflagged
263,pc1,0,2021-06-22 09:54:17,2021-06-22,1,train,Unflagged
264,pc1,0,2021-06-22 09:54:18,2021-06-22,1,train,Unflagged
265,pc1,0,2021-06-22 09:54:19,2021-06-22,1,train,Unflagged
266,pc1,0,2021-06-22 09:54:20,2021-06-22,1,train,Unflagged
267,pc1,0,2021-06-22 09:54:21,2021-06-22,1,train,Unflagged
268,pc1,0,2021-06-22 09:54:22,2021-06-22,1,train,Unflagged
269,pc1,0,2021-06-22 09:54:23,2021-06-22,1,train,Unflagged
270,pc1,0,2021-06-22 09:54:24,2021-06-22,1,train,Unflagged
271,pc1,0,2021-06-22 09:54:25,2021-06-22,1,train,Unflagged
272,pc1,0,2021-06-22 09:54:26,2021-06-22,1,train,Unflagged
273,pc1,0,2021-06-22 09:54:27,2021-06-22,1,train,Unflagged
274,pc1,0,2021-06-22 09:54:28,2021-06-22,1,train,Unflagged
275,pc1,0,2021-06-22 09:54:29,2021-06-22,1,train,Unflagged
276,pc1,0,2021-06-22 09:54:30,2021-06-22,1,train,Unflagged
277,pc1,0,2021-06-22 09:54:31,2021-06-22,1,train,Unflagged
278,pc1,0,2021-06-22 09:54:32,2021-06-22,1,train,Unflagged
279,pc1,0,2021-06-22 09:54:33,2021-06-22,1,train,Unflagged
280,pc1,0,2021-06-22 09:54:34,2021-06-22,1,train,Unflagged
281,pc1,0,2021-06-22 09:54:35,2021-06-22,1,train,Unflagged
282,pc1,0,2021-06-22 09:54:36,2021-06-22,1,train,Unflagged
283,pc1,0,2021-06-22 09:54:37,2021-06-22,1,train,Unflagged
284,pc1,0,2021-06-22 09:54:38,2021-06-22,1,train,Unflagged
285,pc1,0,2021-06-22 09:54:39,2021-06-22,1,train,Unflagged
286,pc1,0,2021-06-22 09:54:40,2021-06-22,1,train,Unflagged
287,pc1,0,2021-06-22 09:54:41,2021-06-22,1,train,Unflagged
288,pc1,0,2021-06-22 09:54:42,2021-06-22,1,train,Unflagged
289,pc1,0,2021-06-22 09:54:43,2021-06-22,1,train,Unflagged
290,pc1,0,2021-06-22 09:54:44,2021-06-22,1,train,Unflagged
291,pc1,0,2021-06-22 09:54:45,2021-06-22,1,train,Unflagged
292,pc1,0,2021-06-22 09:54:46,2021-06-22,1,train,Unflagged
293,pc1,0,2021-06-22 09:54:47,2021-06-22,1,train,Unflagged
294,pc1,0,2021-06-22 09:54:48,2021-06-22,1,train,Unflagged
295,pc1,0,2021-06-22 09:54:49,2021-06-22,1,train,Unflagged
296,pc1,0,2021-06-22 09:54:50,2021-06-22,1,train,Unflagged
297,pc1,0,2021-06-22 09:54:51,2021-06-22,1,train,Unflagged
298,pc1,0,2021-06-22 09:54:52,2021-06-22,1,train,Unflagged
299,pc1,0,2021-06-22 09:54:53,2021-06-22,1,train,Unflagged
300,pc1,0,2021-06-22 09:54:54,2021-06-22,1,train,Unflagged
301,pc1,0,2021-06-22 09:54:55,2021-06-22,1,train,Unflagged
302,pc1,0,2021-06-22 09:54:56,2021-06-22,1,train,Unflagged
303,pc1,0,2021-06-22 09:54:57,2021-06-22,1,train,Unflagged
304,pc1,0,2021-06-22 09:54:58,2021-06-22,1,train,Unflagged
305,pc1,0,2021-06-22 09:54:59,2021-06-22,1,train,Unflagged
306,pc1,0,2021-06-22 09:55:00,2021-06-22,1,train,Unflagged
307,pc1,0,2021-06-22 09:55:01,2021-06-22,1,train,Unflagged
308,pc1,0,2021-06-22 09:55:02,2021-06-22,1,train,Unflagged
309,pc1,0,2021-06-22 09:55:03,2021-06-22,1,train,Unflagged
310,pc1,0,2021-06-22 09:55:04,2021-06-22,1,train,Unflagged
311,pc1,0,2021-06-22 09:55:05,2021-06-22,1,train,Unflagged
312,pc1,0,2021-06-22 09:55:06,2021-06-22,1,train,Unflagged
313,pc1,0,2021-06-22 09:55:07,2021-06-22,1,train,Unflagged
314,pc1,0,2021-06-22 09:55:08,2021-06-22,1,train,Unflagged
315,pc1,0,2021-06-22 09:55:09,2021-06-22,1,train,Unflagged
316,pc1,0,2021-06-22 09:55:10,2021-06-22,1,train,Unflagged
317,pc1,0,2021-06-22 09:55:11,2021-06-22,1,train,Unflagged
318,pc1,0,2021-06-22 09:55:12,2021-06-22,1,train,Unflagged
319,pc1,0,2021-06-22 09:55:13,2021-06-22,1,train,Unflagged
320,pc1,0,2021-06-22 09:55:14,2021-06-22,1,train,Unflagged
321,pc1,0,2021-06-22 09:55:15,2021-06-22,1,train,Unflagged
322,pc1,0,2021-06-22 09:55:16,2021-06-22,1,train,Unflagged
323,pc1,0,2021-06-22 09:55:17,2021-06-22,1,train,Unflagged
324,pc1,0,2021-06-22 09:55:18,2021-06-22,1,train,Unflagged
325,pc1,0,2021-06-22 09:55:19,2021-06-22,1,train,Unflagged
326,pc1,0,2021-06-22 09:55:20,2021-06-22,1,train,Unflagged
327,pc1,0,2021-06-22 09:55:21,2021-06-22,1,train,Unflagged
328,pc1,0,2021-06-22 09:55:22,2021-06-22,1,train,Unflagged
329,pc1,0,2021-06-22 09:55:23,2021-06-22,1,train,Unflagged
330,pc1,0,2021-06-22 09:55:24,2021-06-22,1,train,Unflagged
331,pc1,0,2021-06-22 09:55:25,2021-06-22,1,train,Unflagged
332,pc1,0,2021-06-22 09:55:26,2021-06-22,1,train,Unflagged
333,pc1,0,2021-06-22 09:55:27,2021-06-22,1,train,Unflagged
334,pc1,0,2021-06-22 09:55:28,2021-06-22,1,train,Unflagged
335,pc1,0,2021-06-22 09:55:29,2021-06-22,1,train,Unflagged
336,pc1,0,2021-06-22 09:55:30,2021-06-22,1,train,Unflagged
337,pc1,0,2021-06-22 09:55:31,2021-06-22,1,train,Unflagged
338,pc1,0,2021-06-22 09:55:32,2021-06-22,1,train,Unflagged
339,pc1,0,2021-06-22 09:55:33,2021-06-22,1,train,Unflagged
340,pc1,0,2021-06-22 09:55:34,2021-06-22,1,train,Unflagged
341,pc1,0,2021-06-22 09:55:35,2021-06-22,1,train,Unflagged
342,pc1,0,2021-06-22 09:55:36,2021-06-22,1,train,Unflagged
343,pc1,0,2021-06-22 09:55:37,2021-06-22,1,train,Unflagged
344,pc1,0,2021-06-22 09:55:38,2021-06-22,1,train,Unflagged
345,pc1,0,2021-06-22 09:55:39,2021-06-22,1,train,Unflagged
346,pc1,0,2021-06-22 09:55:40,2021-06-22,1,train,Unflagged
347,pc1,0,2021-06-22 09:55:41,2021-06-22,1,train,Unflagged
348,pc1,0,2021-06-22 09:55:42,2021-06-22,1,train,Unflagged
349,pc1,0,2021-06-22 09:55:43,2021-06-22,1,train,Unflagged
350,pc1,0,2021-06-22 09:55:44,2021-06-22,1,train,Unflagged
351,pc1,0,2021-06-22 09:55:45,2021-06-22,1,train,Unflagged
352,pc1,0,2021-06-22 09:55:46,2021-06-22,1,train,Unflagged
353,pc1,0,2021-06-22 09:55:47,2021-06-22,1,train,Unflagged
354,pc1,0,2021-06-22 09:55:48,2021-06-22,1,train,Unflagged
355,pc1,0,2021-06-22 09:55:49,2021-06-22,1,train,Unflagged
356,pc1,0,2021-06-22 09:55:50,2021-06-22,1,train,Unflagged
357,pc1,0,2021-06-22 09:55:51,2021-06-22,1,train,Unflagged
358,pc1,0,2021-06-22 09:55:52,2021-06-22,1,train,Unflagged
359,pc1,0,2021-06-22 09:55:53,2021-06-22,1,train,Unflagged
360,pc1,0,2021-06-22 09:55:54,2021-06-22,1,train,Unflagged
361,pc1,0,2021-06-22 09:55:55,2021-06-22,1,train,Unflagged
362,pc1,0,2021-06-22 09:55:56,2021-06-22,1,train,Unflagged
363,pc1,0,2021-06-22 09:55:57,2021-06-22,1,train,Unflagged
364,pc1,0,2021-06-22 09:55:58,2021-06-22,1,train,Unflagged
365,pc1,0,2021-06-22 09:55:59,2021-06-22,1,train,Unflagged
