_row,operator,device,cell_id,split,measured_rsrp,sionna_power_raw,dist_m,freq_mhz,area,gap_type,wcl_lat,wcl_lon,sionna_power_cal,residual_cal
27861,1,pc1,26347520.0,train,-97.901875,-66.22996520996094,440.19622205050905,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-101.16895935610171,3.267084356101705
193348,1,pc1,26347520.0,train,-95.295625,-44.58583068847656,22.852617089146122,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-79.52482483461733,-15.770800165382667
76934,1,pc4,26347520.0,train,-95.776875,-48.62822723388672,50.696527139949715,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-83.56722138002749,-12.209653619972514
193346,1,pc1,26347520.0,train,-94.0030487804878,-43.680015563964844,16.473446556646834,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-78.61900971010562,-15.384039070382187
76805,1,pc4,26347520.0,train,-99.398125,-53.29832458496094,95.39167948865071,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-88.23731873110171,-11.160806268898284
76661,1,pc1,26347520.0,train,-91.97625,-59.05712890625,191.06966545421795,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-93.99612305239077,2.0198730523907784
27487,1,pc4,26347520.0,train,-103.506875,-54.405670166015625,109.43318722760216,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-89.3446643121564,-14.162210687843597
141973,1,pc4,26347520.0,train,-96.691875,-49.352073669433594,56.41851349276193,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-84.29106781557437,-12.40080718442563
169042,1,pc1,26347520.0,train,-96.97625,-53.140533447265625,93.51682807952058,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-88.0795275934064,-8.896722406593597
77310,1,pc4,26347520.0,train,-96.974375,-50.53865051269531,66.61428405540832,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-85.47764465883608,-11.49673034116391
141947,1,pc1,26347520.0,train,-85.520625,-43.03045654296875,11.002344919630163,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-77.96945068910952,-7.551174310890474
141989,1,pc4,26347520.0,train,-101.0125,-51.305274963378906,73.82850583644469,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.24426910951968,-14.768230890480325
77280,1,pc1,26347520.0,train,-87.095,-42.71989440917969,7.534609531548701,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-77.65888855532046,-9.43611144467954
77345,1,pc1,26347520.0,train,-92.925,-49.02172088623047,53.7636277639659,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-83.96071503237124,-8.964284967628757
141907,1,pc4,26347520.0,train,-91.9375,-45.12982177734375,26.45805471856226,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-80.06881592348452,-11.868684076515478
169027,1,pc1,26347520.0,train,-101.23,-57.6688232421875,162.15805608873865,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-92.60781738832827,-8.622182611671732
45627,1,pc4,26347520.0,val,-95.91768292682929,-61.580284118652344,256.74570712154633,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-96.51927826479312,0.601595337963829
45632,1,pc4,26347520.0,val,-100.63375,-61.238372802734375,246.70730335727177,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-96.17736694887515,-4.45638305112486
45638,1,pc4,26347520.0,val,-101.259375,-60.84979248046875,235.76281179640432,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-95.78878662660952,-5.470588373390484
45642,1,pc4,26347520.0,val,-101.935625,-60.45668029785156,225.1710845653771,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-95.39567444399233,-6.539950556007668
45644,1,pc4,26347520.0,val,-100.736875,-60.028526306152344,214.16010661616397,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-94.96752045229312,-5.769354547706882
45647,1,pc4,26347520.0,val,-97.744375,-59.565391540527344,202.83533619792865,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-94.50438568666812,-3.2399893133318898
45652,1,pc4,26347520.0,val,-99.959375,-59.050689697265625,190.92539701936184,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-93.9896838434064,-5.969691156593598
45657,1,pc4,26347520.0,val,-103.213125,-58.49351501464844,178.78747451081006,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-93.43250916078921,-9.780615839210796
45660,1,pc4,26347520.0,val,-103.679375,-57.88916778564453,166.46378209806062,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-92.8281619317853,-10.85121306821469
45665,1,pc4,26347520.0,val,-103.3,-57.225730895996094,153.84658752342503,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-92.16472504213687,-11.135274957863132
45670,1,pc4,26347520.0,val,-102.54,-56.502525329589844,141.11299543958359,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-91.44151947573062,-11.098480524269391
45674,1,pc4,26347520.0,val,-100.803125,-55.72063446044922,128.44397748628947,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-90.65962860658999,-10.143496393410004
45678,1,pc4,26347520.0,val,-99.504375,-54.87396240234375,115.89633813251041,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-89.81295654848452,-9.691418451515474
45682,1,pc4,26347520.0,val,-100.115625,-53.959625244140625,103.59838463864965,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-88.8986193902814,-11.217005609718598
45683,1,pc4,26347520.0,val,-99.643125,-52.97663879394531,91.60406310352185,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-87.91563294008608,-11.727492059913914
45688,1,pc4,26347520.0,val,-99.634375,-51.84546661376953,79.2541724183517,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.7844607599103,-12.849914240089703
45692,1,pc4,26347520.0,val,-97.04625,-50.61698913574219,67.32992207062367,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-85.55598328188296,-11.490266718117041
45695,1,pc1,26347520.0,val,-97.8452380952381,-58.705833435058594,183.3231792862197,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-93.64482758119937,-4.200410514038737
45696,1,pc4,26347520.0,val,-98.39375,-49.21510314941406,55.311536359238374,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-84.15409729555483,-14.239652704445163
45699,1,pc1,26347520.0,val,-100.418125,-58.04259490966797,169.51725953799465,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-92.98158905580874,-7.436535944191263
45700,1,pc4,26347520.0,val,-97.61375,-47.618682861328125,43.23013159899881,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.5576770074689,-15.0560729925311
45705,1,pc1,26347520.0,val,-98.375,-57.298583984375,155.18687100891904,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-92.23757813051577,-6.137421869484228
45706,1,pc4,26347520.0,val,-95.12375,-45.89263153076172,31.464896072523054,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-80.83162567690249,-14.29212432309751
45709,1,pc4,26347520.0,val,-91.574375,-44.16850280761719,20.00210784939173,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-79.10749695375796,-12.466878046242044
45710,1,pc1,26347520.0,val,-101.224375,-56.48149108886719,140.75786989965223,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-91.42048523500796,-9.803889764992036
45713,1,pc4,26347520.0,val,-96.240625,-42.83539581298828,8.950903284114638,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-77.77438995912905,-18.46623504087094
45714,1,pc1,26347520.0,val,-94.011875,-55.61957550048828,126.88429369662907,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-90.55856964662905,-3.4533053533709506
45716,1,pc4,26347520.0,val,-96.634375,-42.50299072265625,3.810215783874818,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-77.44198486879702,-19.192390131202984
45718,1,pc1,26347520.0,val,-94.12809405940594,-54.675628662109375,113.1197082684763,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-89.61462280825015,-4.513471251155792
45720,1,pc1,26347520.0,val,-96.23800505050504,-53.63238525390625,99.47020236227353,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-88.57137940004702,-7.666625650458016
45721,1,pc4,26347520.0,val,-97.90125,-43.39924621582031,14.268268319345523,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-78.33824036196108,-19.56300963803892
45723,1,pc1,26347520.0,val,-97.89625,-52.426368713378906,85.41660833494132,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-87.36536285951968,-10.530887140480317
45725,1,pc4,26347520.0,val,-99.704375,-45.02195739746094,25.747953162333395,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-79.96095154360171,-19.74342345639829
45728,1,pc4,26347520.0,val,-98.951875,-46.79682922363281,37.50744947756047,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-81.73582336977358,-17.216051630226417
45730,1,pc1,26347520.0,val,-96.91125,-50.985801696777344,70.76007935196954,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-85.92479584291812,-10.98645415708188
45731,1,pc4,26347520.0,val,-95.9075,-48.499473571777344,49.71217102053785,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-83.43846771791812,-12.469032282081884
45734,1,pc1,26347520.0,val,-95.876875,-49.313499450683594,56.107484744673954,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-84.25249359682437,-11.624381403175633
45736,1,pc4,26347520.0,val,-95.66625,-50.03857421875,62.18256410883777,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-84.97756836489077,-10.688681635109234
45738,1,pc1,26347520.0,val,-95.13375,-47.397377014160156,41.66209393562979,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.33637116030093,-12.797378839699078
45739,1,pc1,26347520.0,val,-90.496875,-45.28627014160156,27.485026490498456,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-80.22526428774233,-10.271610712257669
45742,1,pc4,26347520.0,val,-102.109375,-51.36070251464844,74.37247543189164,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.29969666078921,-15.809678339210791
45744,1,pc1,26347520.0,val,-89.52784653465346,-43.37571716308594,14.07515365948679,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-78.31471130922671,-11.213135225426754
45746,1,pc4,26347520.0,val,-105.749375,-52.542076110839844,86.68112220393826,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-87.48107025698062,-18.268304743019385
45749,1,pc1,26347520.0,val,-93.44633838383838,-42.593963623046875,5.655010395916277,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-77.53295776918765,-15.913380614650734
45753,1,pc1,26347520.0,val,-89.22339108910892,-43.4996337890625,15.076917057494782,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-78.43862793520327,-10.784763153905644
45758,1,pc1,26347520.0,val,-90.9225,-45.26823425292969,27.366630827527366,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-80.20722839907046,-10.71527160092954
45761,1,pc1,26347520.0,val,-92.76515151515152,-47.16673278808594,40.050117657791446,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.10572693422671,-10.659424580924806
45765,1,pc1,26347520.0,val,-90.82178217821782,-48.91028594970703,52.884482765772006,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-83.8492800958478,-6.9725020823700135
45769,1,pc1,26347520.0,val,-91.135,-50.453407287597656,65.84413067054078,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-85.39240143373843,-5.742598566261577
45773,1,pc1,26347520.0,val,-95.4135101010101,-51.81603240966797,78.94356331204608,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.75502655580874,-8.658483545201364
45778,1,pc1,26347520.0,val,-97.6664603960396,-53.029441833496094,92.21306381794709,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-87.96843597963687,-9.698024416402731
45780,1,pc1,26347520.0,val,-99.90625,-54.107269287109375,105.48607016635907,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-89.04626343325015,-10.859986566749853
45783,1,pc1,26347520.0,val,-102.273125,-55.035133361816406,118.20097693285146,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-89.97412750795718,-12.298997492042815
45790,1,pc1,26347520.0,val,-104.4318181818182,-55.841552734375,130.35008241758135,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-90.78054688051577,-13.65127130130243
45794,1,pc1,26347520.0,val,-103.91826923076924,-56.549903869628906,141.91798698605095,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-91.48889801576968,-12.429371214999563
101866,1,pc1,26347520.0,val,-96.10841836734694,-59.06501007080078,191.24679744902934,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-94.00400421694155,-2.1044141504053897
101872,1,pc1,26347520.0,val,-99.69375,-58.31593322753906,175.075217169358,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-93.25492737367983,-6.43882262632016
101876,1,pc1,26347520.0,val,-98.588125,-57.503448486328125,159.00426618829837,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-92.4424426324689,-6.1456823675311085
101880,1,pc1,26347520.0,val,-97.845625,-56.630218505859375,143.27966835395344,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-91.56921265200015,-6.276412347999852
101885,1,pc1,26347520.0,val,-95.686875,-55.67607116699219,127.7484129829555,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-90.61506531313296,-5.0718096868670415
101889,1,pc1,26347520.0,val,-95.26,-54.651123046875,112.77501860113192,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-89.59011719301577,-5.6698828069842335
101890,1,pc1,26347520.0,val,-94.476875,-53.57664489746094,98.77792937494364,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-88.51563904360171,-5.961235956398298
101894,1,pc1,26347520.0,val,-95.9825,-52.43968963623047,85.56207848529658,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-87.37868378237124,-8.603816217628761
101901,1,pc1,26347520.0,val,-89.579375,-51.32275390625,74.00715774747968,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.26174805239077,-3.3176269476092273
101903,1,pc1,26347520.0,val,-93.36375,-50.33935546875,64.82641091173484,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-85.27834961489077,-8.085400385109224
101907,1,pc1,26347520.0,val,-92.23125,-49.58557891845703,58.34021895247525,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-84.5245730645978,-7.7066769354022
101912,1,pc1,26347520.0,val,-91.433125,-49.11131286621094,54.478889236995784,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-84.05030701235171,-7.382817987648295
101916,1,pc1,26347520.0,val,-90.815,-48.66658020019531,50.99151179529226,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-83.60557434633608,-7.209425653663914
101918,1,pc1,26347520.0,val,-91.746875,-48.18610382080078,47.35918288703157,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-83.12509796694155,-8.62177703305845
101922,1,pc1,26347520.0,val,-88.888125,-47.562416076660156,42.829478352840454,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.50141022280093,-6.386714777199074
101928,1,pc1,26347520.0,val,-87.686875,-46.84141540527344,37.81224835126584,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-81.78040955141421,-5.9064654485857915
101932,1,pc1,26347520.0,val,-88.734375,-46.10337829589844,32.85723955941716,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-81.04237244203921,-7.692002557960791
101936,1,pc1,26347520.0,val,-85.92,-45.467613220214844,28.67423068797382,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-80.40660736635562,-5.513392633644386
101940,1,pc1,26347520.0,val,-82.65125,-44.91767883300781,25.060478894695496,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-79.85667297914858,-2.7945770208514205
101942,1,pc1,26347520.0,val,-81.60625,-44.418983459472656,21.7251058234242,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-79.35797760561343,-2.248272394386575
101947,1,pc1,26347520.0,val,-85.6375,-43.90880584716797,18.16153721906866,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-78.84779999330874,-6.7897000066912625
101953,1,pc1,26347520.0,val,-87.120625,-43.42845916748047,14.506870964301408,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-78.36745331362124,-8.753171686378764
101956,1,pc1,26347520.0,val,-86.595625,-43.10047149658203,11.669942265685242,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-78.0394656427228,-8.556159357277195
101961,1,pc1,26347520.0,val,-88.25125,-42.92151641845703,9.898940085419428,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-77.8605105645978,-10.390739435402196
101963,1,pc1,26347520.0,val,-86.335625,-42.852508544921875,9.147041434404173,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-77.79150269106265,-8.544122308937347
101966,1,pc1,26347520.0,val,-86.035,-42.877593994140625,9.426098977781503,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-77.8165881402814,-8.2184118597186
101971,1,pc1,26347520.0,val,-87.57875,-42.949188232421875,10.188062684761727,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-77.88818237856265,-9.690567621437353
101975,1,pc1,26347520.0,val,-87.27875,-43.073486328125,11.417119404135782,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-78.01248047426577,-9.26626952573423
101981,1,pc1,26347520.0,val,-92.256875,-43.252159118652344,13.033003113236026,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-78.19115326479312,-14.065721735206878
101985,1,pc1,26347520.0,val,-89.661875,-43.584503173828125,15.7423794028775,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-78.5234973199689,-11.138377680031098
101986,1,pc1,26347520.0,val,-91.050625,-44.14158630371094,19.815349441062043,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-79.08058044985171,-11.970044550148287
101992,1,pc1,26347520.0,val,-92.46875,-44.828330993652344,24.469015911495546,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-79.76732513979312,-12.701424860206885
101995,1,pc1,26347520.0,val,-91.92625,-45.531761169433594,29.09468429990541,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-80.47075531557437,-11.45549468442563
101999,1,pc1,26347520.0,val,-92.895,-46.087677001953125,32.753055956342116,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-81.0266711480939,-11.8683288519061
102002,1,pc1,26347520.0,val,-92.6225,-46.539085388183594,35.763691528295304,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-81.47807953432437,-11.144420465675637
102007,1,pc1,26347520.0,val,-90.735625,-46.952659606933594,38.57210877958974,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-81.89165375307437,-8.843971246925634
102010,1,pc1,26347520.0,val,-89.486875,-47.31182861328125,41.06133891299874,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.25082275942202,-7.236052240577976
102014,1,pc1,26347520.0,val,-91.07,-47.56554412841797,42.85122711834926,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.50453827455874,-8.565461725441253
102019,1,pc1,26347520.0,val,-92.099375,-47.668067932128906,43.58311609789688,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.60706207826968,-9.492312921730317
102023,1,pc1,26347520.0,val,-92.113125,-47.7191162109375,43.949178879170816,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.65811035707827,-9.455014642921725
102026,1,pc1,26347520.0,val,-92.394375,-47.721588134765625,43.96693982010735,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.6605822809064,-9.7337927190936
102031,1,pc1,26347520.0,val,-93.609375,-47.69609069824219,43.78397302955397,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.63508484438296,-10.974290155617041
102037,1,pc1,26347520.0,val,-92.91375,-47.69609069824219,43.78397302955397,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.63508484438296,-10.278665155617034
102040,1,pc1,26347520.0,val,-90.896875,-47.769996643066406,44.31531791666841,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-82.70899078920718,-8.187884210792816
102045,1,pc1,26347520.0,val,-91.811875,-48.06519317626953,46.464913569297224,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-83.0041873224103,-8.807687677589698
102046,1,pc1,26347520.0,val,-91.740625,-48.52192687988281,49.88308291898636,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-83.46092102602358,-8.27970397397641
102050,1,pc1,26347520.0,val,-87.50375,-48.98622131347656,53.48271471341711,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-83.92521545961733,-3.5785345403826625
102054,1,pc1,26347520.0,val,-84.555,-49.43623352050781,57.10694462178521,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-84.37522766664858,-0.17977233335142273
102061,1,pc1,26347520.0,val,-87.64625,-49.849273681640625,60.55978410308551,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-84.7882678277814,-2.8579821722185983
102063,1,pc1,26347520.0,val,-94.273125,-50.250701904296875,64.03742958567668,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-85.18969605043765,-9.083428949562347
102069,1,pc1,26347520.0,val,-92.95,-50.578147888183594,66.97307023900882,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-85.51714203432437,-7.4328579656756375
102070,1,pc1,26347520.0,val,-93.39625,-50.85762023925781,69.55141557706646,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-85.79661438539858,-7.599635614601411
102074,1,pc1,26347520.0,val,-91.923125,-51.09190368652344,71.76663568375922,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.03089783266421,-5.89222716733579
102079,1,pc1,26347520.0,val,-93.051875,-51.30268096923828,73.80313153169195,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.24167511537905,-6.810199884620943
102085,1,pc1,26347520.0,val,-92.5125,-51.43486785888672,75.10186770140184,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.37386200502749,-6.1386379949725125
102088,1,pc1,26347520.0,val,-93.859375,-51.546775817871094,76.21457326637206,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.48576996401187,-7.373605035988135
102090,1,pc1,26347520.0,val,-96.47625,-51.62083435058594,76.95788784589365,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.55982849672671,-9.916421503273284
102094,1,pc1,26347520.0,val,-93.873125,-51.67613983154297,77.51651065013841,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.61513397768374,-7.257991022316261
102101,1,pc1,26347520.0,val,-94.891875,-51.822357177734375,79.00836989585751,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-86.76135132387515,-8.130523676124852
102105,1,pc1,26347520.0,val,-94.700625,-52.109161376953125,81.99905002973219,1800.0,Highway,Unflagged,52.500989605844694,13.280251405277019,-87.0481555230939,-7.652469476906106
