_row,device,cell_id,operator,new_split
115,pc1,33802242.0,1,train
116,pc1,33802242.0,1,train
117,pc1,33802242.0,1,val
118,pc1,33802242.0,1,train
119,pc1,33802242.0,1,train
120,pc1,33802242.0,1,train
121,pc1,33802242.0,1,train
122,pc1,33802242.0,1,train
123,pc1,33802242.0,1,train
124,pc1,33802242.0,1,val
125,pc1,33802242.0,1,train
126,pc1,33802242.0,1,train
127,pc1,33802242.0,1,val
128,pc1,33802242.0,1,train
129,pc1,33802242.0,1,train
130,pc1,33802242.0,1,train
131,pc1,33802242.0,1,train
132,pc1,33802242.0,1,train
133,pc1,33802242.0,1,train
134,pc1,33802242.0,1,train
135,pc1,33802242.0,1,val
136,pc1,33802242.0,1,train
137,pc1,33802242.0,1,train
138,pc1,33802242.0,1,train
139,pc1,33802242.0,1,train
140,pc1,33802242.0,1,train
141,pc1,33802242.0,1,train
142,pc1,33802242.0,1,train
143,pc1,33802242.0,1,val
144,pc1,33802242.0,1,val
145,pc1,33802242.0,1,train
146,pc1,33802242.0,1,train
147,pc1,33802242.0,1,train
148,pc1,33802242.0,1,train
149,pc1,33802242.0,1,train
150,pc1,33802242.0,1,train
151,pc1,26367489.0,1,val
152,pc1,26367489.0,1,val
153,pc1,26367489.0,1,train
154,pc1,26367489.0,1,val
155,pc1,26367489.0,1,train
156,pc1,26367489.0,1,train
157,pc1,26367489.0,1,train
158,pc1,26367489.0,1,train
159,pc1,26367489.0,1,train
160,pc1,26367489.0,1,train
161,pc1,26367489.0,1,val
162,pc1,26367489.0,1,train
163,pc1,26367489.0,1,train
164,pc1,26367489.0,1,train
165,pc1,26367489.0,1,train
166,pc1,26367489.0,1,train
167,pc1,26367489.0,1,train
168,pc1,26367489.0,1,train
169,pc1,33802242.0,1,train
170,pc1,33802242.0,1,train
171,pc1,33802242.0,1,train
172,pc1,33802242.0,1,val
173,pc1,33802242.0,1,train
174,pc1,33802242.0,1,train
175,pc1,33802242.0,1,train
176,pc1,33802242.0,1,val
177,pc1,33802242.0,1,val
178,pc1,33802242.0,1,train
179,pc1,33802242.0,1,train
180,pc1,33802242.0,1,train
181,pc1,33802242.0,1,train
182,pc1,33802242.0,1,train
183,pc1,33802242.0,1,train
184,pc1,33802242.0,1,train
185,pc1,33802242.0,1,train
186,pc1,33802242.0,1,train
187,pc1,33802242.0,1,val
188,pc1,33802242.0,1,train
189,pc1,33802242.0,1,train
190,pc1,33802242.0,1,val
191,pc1,33802242.0,1,train
192,pc1,33802242.0,1,train
193,pc1,33802242.0,1,train
194,pc1,33802242.0,1,train
195,pc1,33802242.0,1,train
196,pc1,33802242.0,1,val
197,pc1,33802242.0,1,train
198,pc1,33802242.0,1,train
199,pc1,33802242.0,1,train
200,pc1,33802242.0,1,train
201,pc1,33802242.0,1,train
202,pc1,33802242.0,1,val
203,pc1,33802242.0,1,train
204,pc1,33802242.0,1,train
205,pc1,33802242.0,1,train
206,pc1,33802242.0,1,train
207,pc1,33802242.0,1,val
208,pc1,33802242.0,1,train
209,pc1,33802242.0,1,train
210,pc1,33802242.0,1,train
211,pc1,33802242.0,1,train
212,pc1,33802242.0,1,train
213,pc1,33802242.0,1,train
214,pc1,33802242.0,1,val
215,pc1,33802242.0,1,train
216,pc1,33802242.0,1,train
217,pc1,33802242.0,1,train
218,pc1,33802242.0,1,train
219,pc1,33802242.0,1,train
220,pc1,33802242.0,1,val
221,pc1,33802242.0,1,train
222,pc1,33802242.0,1,train
223,pc1,33802242.0,1,val
224,pc1,33802242.0,1,train
225,pc1,33802242.0,1,train
226,pc1,33802242.0,1,train
227,pc1,33802242.0,1,val
228,pc1,33802242.0,1,train
229,pc1,33802242.0,1,val
230,pc1,33802242.0,1,train
231,pc1,33802242.0,1,train
232,pc1,33802242.0,1,train
233,pc1,33802242.0,1,val
234,pc1,33802242.0,1,train
235,pc1,33802242.0,1,val
236,pc1,33802242.0,1,val
237,pc1,33802242.0,1,val
238,pc1,33802242.0,1,train
239,pc1,33802242.0,1,train
240,pc1,33802242.0,1,train
241,pc1,33802242.0,1,train
242,pc1,33802242.0,1,val
243,pc1,33802242.0,1,train
244,pc1,33802242.0,1,train
245,pc1,33802242.0,1,train
246,pc1,33802242.0,1,val
247,pc1,33802242.0,1,train
248,pc1,33802242.0,1,train
249,pc1,33802242.0,1,train
250,pc1,33802242.0,1,train
251,pc1,33802242.0,1,val
252,pc1,33802242.0,1,train
253,pc1,33802242.0,1,train
254,pc1,33802242.0,1,train
255,pc1,33802242.0,1,val
256,pc1,33802242.0,1,train
257,pc1,33802242.0,1,train
258,pc1,33802242.0,1,train
259,pc1,33802242.0,1,train
260,pc1,33802242.0,1,train
261,pc1,33802242.0,1,train
262,pc1,33802242.0,1,train
263,pc1,33802242.0,1,train
264,pc1,33802242.0,1,train
265,pc1,33802242.0,1,val
266,pc1,33802242.0,1,train
267,pc1,33802242.0,1,val
268,pc1,33802242.0,1,val
269,pc1,33802242.0,1,train
270,pc1,33802242.0,1,val
271,pc1,33802242.0,1,train
272,pc1,33802242.0,1,train
273,pc1,33802242.0,1,val
274,pc1,33802242.0,1,train
275,pc1,33802242.0,1,train
276,pc1,33802242.0,1,train
277,pc1,33802242.0,1,train
278,pc1,33802242.0,1,train
279,pc1,33802242.0,1,train
280,pc1,33802242.0,1,train
281,pc1,33802242.0,1,train
282,pc1,33802242.0,1,train
283,pc1,33802242.0,1,train
284,pc1,33802242.0,1,train
285,pc1,33802242.0,1,train
286,pc1,33802242.0,1,train
287,pc1,33802242.0,1,train
288,pc1,33802242.0,1,train
289,pc1,33802242.0,1,train
290,pc1,33802242.0,1,train
291,pc1,33802242.0,1,train
292,pc1,33802242.0,1,train
293,pc1,33802242.0,1,train
294,pc1,33802242.0,1,val
295,pc1,33802242.0,1,train
296,pc1,33802242.0,1,val
297,pc1,33802242.0,1,val
298,pc1,33802242.0,1,train
299,pc1,33802242.0,1,train
300,pc1,33802242.0,1,train
301,pc1,33802242.0,1,train
302,pc1,33802242.0,1,train
303,pc1,33802242.0,1,val
304,pc1,33802242.0,1,train
305,pc1,33802242.0,1,train
306,pc1,33802242.0,1,train
307,pc1,33802242.0,1,train
308,pc1,33802242.0,1,val
309,pc1,33802242.0,1,train
310,pc1,33802242.0,1,train
311,pc1,33802242.0,1,train
312,pc1,33802242.0,1,train
313,pc1,33802242.0,1,train
314,pc1,33802242.0,1,train
315,pc1,33802242.0,1,train
316,pc1,33802242.0,1,train
317,pc1,33802241.0,1,val
318,pc1,33802241.0,1,train
319,pc1,33802241.0,1,train
320,pc1,33802241.0,1,val
321,pc1,33802241.0,1,train
322,pc1,33802241.0,1,train
323,pc1,33802241.0,1,val
324,pc1,33802241.0,1,val
325,pc1,33802241.0,1,train
326,pc1,33802241.0,1,train
327,pc1,33802241.0,1,train
328,pc1,33802241.0,1,train
329,pc1,33802241.0,1,val
330,pc1,33802241.0,1,train
331,pc1,33802241.0,1,val
332,pc1,33802241.0,1,train
333,pc1,33802241.0,1,train
334,pc1,33802241.0,1,train
335,pc1,33802241.0,1,val
336,pc1,33802241.0,1,train
337,pc1,33802241.0,1,train
338,pc1,33802241.0,1,train
339,pc1,33802241.0,1,val
340,pc1,33802241.0,1,train
341,pc1,33802241.0,1,val
342,pc1,33802241.0,1,train
343,pc1,33802241.0,1,val
344,pc1,33802241.0,1,train
345,pc1,33802241.0,1,train
346,pc1,33802241.0,1,train
347,pc1,33802241.0,1,train
348,pc1,33802241.0,1,train
349,pc1,33802241.0,1,train
350,pc1,33802241.0,1,val
351,pc1,33802241.0,1,train
352,pc1,33802241.0,1,train
353,pc1,33802241.0,1,train
354,pc1,33802241.0,1,train
355,pc1,33802241.0,1,val
356,pc1,33802241.0,1,train
357,pc1,33802241.0,1,val
358,pc1,33802241.0,1,train
359,pc1,33802241.0,1,train
360,pc1,33802241.0,1,val
361,pc1,33802241.0,1,train
362,pc1,33802241.0,1,train
363,pc1,33802241.0,1,train
364,pc1,33802241.0,1,train
365,pc1,33802241.0,1,train
366,pc1,33802241.0,1,val
367,pc1,33802241.0,1,train
368,pc1,33802241.0,1,train
369,pc1,33802241.0,1,val
370,pc1,33802241.0,1,train
371,pc1,33802241.0,1,val
372,pc1,33802241.0,1,train
373,pc1,33802241.0,1,val
374,pc1,33802241.0,1,train
375,pc1,33802241.0,1,train
376,pc1,33802241.0,1,train
377,pc1,33802241.0,1,train
378,pc1,33802241.0,1,train
379,pc1,33802241.0,1,train
380,pc1,33802241.0,1,train
381,pc1,33802241.0,1,train
382,pc1,33802241.0,1,train
383,pc1,33802241.0,1,train
384,pc1,33802241.0,1,train
385,pc1,33802241.0,1,train
386,pc1,33802241.0,1,train
387,pc1,33802241.0,1,train
388,pc1,33802241.0,1,train
389,pc1,33802241.0,1,train
390,pc1,33802241.0,1,train
391,pc1,33802241.0,1,val
392,pc1,33802241.0,1,train
393,pc1,33802241.0,1,train
394,pc1,33802241.0,1,train
395,pc1,33802241.0,1,train
396,pc1,33802241.0,1,train
397,pc1,33802241.0,1,train
398,pc1,33802241.0,1,train
399,pc1,33802241.0,1,train
400,pc1,33802241.0,1,train
401,pc1,33802241.0,1,train
402,pc1,33802241.0,1,train
403,pc1,33802241.0,1,train
404,pc1,33802241.0,1,train
405,pc1,33802241.0,1,train
406,pc1,33802241.0,1,train
407,pc1,33802241.0,1,train
408,pc1,33802241.0,1,train
409,pc1,33802241.0,1,train
410,pc1,33802241.0,1,train
411,pc1,33802241.0,1,val
412,pc1,33802241.0,1,val
413,pc1,33802241.0,1,train
414,pc1,33802241.0,1,val
415,pc1,33802241.0,1,train
416,pc1,33802241.0,1,train
417,pc1,33802241.0,1,train
418,pc1,33802241.0,1,train
419,pc1,33802241.0,1,train
420,pc1,33802241.0,1,train
421,pc1,33802241.0,1,train
422,pc1,33802241.0,1,train
423,pc1,33802241.0,1,train
424,pc1,33802241.0,1,train
425,pc1,33802241.0,1,val
426,pc1,33802241.0,1,train
427,pc1,33802241.0,1,train
428,pc1,33802241.0,1,val
429,pc1,33802241.0,1,train
430,pc1,33802241.0,1,val
431,pc1,33802241.0,1,train
432,pc1,33802241.0,1,train
433,pc1,33802241.0,1,train
434,pc1,33802241.0,1,train
435,pc1,33802241.0,1,train
436,pc1,33802241.0,1,val
437,pc1,33802241.0,1,val
438,pc1,33802241.0,1,val
439,pc1,33802241.0,1,train
440,pc1,33802241.0,1,train
441,pc1,33802241.0,1,val
442,pc1,33802241.0,1,train
443,pc1,33802241.0,1,train
444,pc1,33802241.0,1,train
445,pc1,33802241.0,1,val
446,pc1,33802241.0,1,train
447,pc1,33802241.0,1,train
448,pc1,33802241.0,1,train
449,pc1,33802241.0,1,val
450,pc1,33802241.0,1,train
451,pc1,33802241.0,1,train
452,pc1,33802241.0,1,train
453,pc1,33802241.0,1,train
454,pc1,33802241.0,1,train
455,pc1,33802241.0,1,train
456,pc1,33802241.0,1,val
457,pc1,33802241.0,1,val
458,pc1,33802241.0,1,train
459,pc1,33802241.0,1,train
460,pc1,33802241.0,1,train
461,pc1,33802241.0,1,train
462,pc1,33802241.0,1,train
463,pc1,33802241.0,1,train
464,pc1,33802241.0,1,train
465,pc1,33802241.0,1,train
466,pc1,33802241.0,1,train
467,pc1,33802241.0,1,val
468,pc1,33802241.0,1,train
469,pc1,33802241.0,1,train
470,pc1,33802241.0,1,train
471,pc1,33802241.0,1,train
472,pc1,33802241.0,1,val
473,pc1,33802241.0,1,val
474,pc1,33802241.0,1,train
475,pc1,33802241.0,1,train
476,pc1,33802241.0,1,val
477,pc1,33802241.0,1,val
478,pc1,33802241.0,1,train
479,pc1,33802241.0,1,train
480,pc1,33802241.0,1,train
481,pc1,33802241.0,1,train
482,pc1,33802241.0,1,train
483,pc1,33802241.0,1,train
484,pc1,33802241.0,1,train
485,pc1,33802241.0,1,train
486,pc1,33802241.0,1,val
487,pc1,33802241.0,1,train
488,pc1,33802241.0,1,train
489,pc1,33802241.0,1,train
490,pc1,33802241.0,1,val
491,pc1,33802241.0,1,train
492,pc1,33802241.0,1,train
493,pc1,33802241.0,1,train
494,pc1,33802241.0,1,train
495,pc1,33802241.0,1,train
496,pc1,33802241.0,1,train
497,pc1,33802241.0,1,train
498,pc1,33802241.0,1,val
499,pc1,33802241.0,1,val
500,pc1,33802241.0,1,train
501,pc1,33802241.0,1,val
502,pc1,33802241.0,1,val
503,pc1,33802241.0,1,train
504,pc1,33802241.0,1,train
505,pc1,33802241.0,1,train
506,pc1,33802241.0,1,train
507,pc1,33802241.0,1,train
508,pc1,33802241.0,1,train
509,pc1,33802241.0,1,train
510,pc1,33802241.0,1,train
511,pc1,33802241.0,1,val
512,pc1,33802241.0,1,train
513,pc1,33802241.0,1,val
514,pc1,33802241.0,1,val
515,pc1,33802241.0,1,train
516,pc1,33802241.0,1,train
517,pc1,33802241.0,1,val
518,pc1,33802241.0,1,train
519,pc1,33802241.0,1,val
520,pc1,33802241.0,1,train
521,pc1,33802241.0,1,val
522,pc1,33802241.0,1,train
523,pc1,33802241.0,1,val
524,pc1,33802241.0,1,train
525,pc1,33802241.0,1,train
526,pc1,33802241.0,1,train
527,pc1,33802241.0,1,val
528,pc1,33802241.0,1,train
529,pc1,33802241.0,1,train
530,pc1,33802241.0,1,train
531,pc1,33802241.0,1,train
532,pc1,33802241.0,1,train
533,pc1,33802241.0,1,train
534,pc1,33802241.0,1,val
535,pc1,30829824.0,1,train
536,pc1,30829824.0,1,train
537,pc1,30829824.0,1,train
538,pc1,30829824.0,1,train
539,pc1,30829824.0,1,train
540,pc1,30829824.0,1,train
541,pc1,30829824.0,1,train
542,pc1,30829824.0,1,val
543,pc1,30829824.0,1,train
544,pc1,30829824.0,1,train
545,pc1,30829824.0,1,val
546,pc1,30829824.0,1,train
547,pc1,30829824.0,1,train
548,pc1,30829824.0,1,train
549,pc1,30829824.0,1,val
550,pc1,30829824.0,1,val
551,pc1,30829824.0,1,train
552,pc1,30829824.0,1,train
553,pc1,30829824.0,1,train
554,pc1,30829824.0,1,train
555,pc1,30829824.0,1,train
556,pc1,30829824.0,1,train
557,pc1,30829824.0,1,train
558,pc1,30829824.0,1,val
559,pc1,30829824.0,1,val
560,pc1,30829824.0,1,val
561,pc1,30829824.0,1,val
562,pc1,30829824.0,1,train
563,pc1,30829824.0,1,train
564,pc1,30829824.0,1,train
565,pc1,30829824.0,1,train
566,pc1,30829824.0,1,train
567,pc1,30829824.0,1,val
568,pc1,30829824.0,1,val
569,pc1,30829824.0,1,train
570,pc1,30829824.0,1,val
571,pc1,30829824.0,1,val
572,pc1,30829824.0,1,train
573,pc1,30829824.0,1,train
574,pc1,30829824.0,1,train
575,pc1,30829824.0,1,val
576,pc1,30829824.0,1,val
577,pc1,30829824.0,1,train
578,pc1,30829824.0,1,val
579,pc1,30829824.0,1,train
580,pc1,30829824.0,1,train
581,pc1,30829824.0,1,train
582,pc1,30829824.0,1,train
583,pc1,30829824.0,1,train
584,pc1,30829824.0,1,val
585,pc1,30829824.0,1,train
586,pc1,30829824.0,1,train
587,pc1,30829824.0,1,train
588,pc1,30829824.0,1,train
589,pc1,30829824.0,1,train
590,pc1,30829824.0,1,val
591,pc1,30829824.0,1,train
592,pc1,30829824.0,1,train
593,pc1,30829824.0,1,train
594,pc1,30829824.0,1,train
595,pc1,30829824.0,1,train
596,pc1,30829824.0,1,train
597,pc1,30829824.0,1,val
598,pc1,30829824.0,1,train
599,pc1,30829824.0,1,train
600,pc1,30829824.0,1,train
601,pc1,30829824.0,1,train
602,pc1,30829824.0,1,train
603,pc1,30829824.0,1,val
604,pc1,30829824.0,1,train
605,pc1,30829824.0,1,val
606,pc1,30829824.0,1,train
607,pc1,30829824.0,1,train
608,pc1,30829824.0,1,train
609,pc1,30829824.0,1,train
610,pc1,30829824.0,1,train
611,pc1,30829824.0,1,train
612,pc1,30829824.0,1,train
613,pc1,30829824.0,1,train
614,pc1,30829824.0,1,train
615,pc1,30829824.0,1,train
616,pc1,30829824.0,1,train
617,pc1,30829824.0,1,train
618,pc1,30829824.0,1,val
619,pc1,30829824.0,1,train
620,pc1,30829824.0,1,train
621,pc1,30829824.0,1,train
622,pc1,30829824.0,1,train
623,pc1,30829824.0,1,train
624,pc1,30829824.0,1,train
625,pc1,30829824.0,1,train
626,pc1,30829824.0,1,train
627,pc1,30829824.0,1,train
628,pc1,30829824.0,1,val
629,pc1,30829824.0,1,train
630,pc1,30829824.0,1,train
631,pc1,30829824.0,1,val
632,pc1,30829312.0,1,train
633,pc1,30829312.0,1,train
634,pc1,30829312.0,1,train
635,pc1,30829312.0,1,train
636,pc1,30829312.0,1,train
637,pc1,30829312.0,1,train
638,pc1,30829312.0,1,train
639,pc1,30829312.0,1,train
640,pc1,30829312.0,1,train
641,pc1,30829312.0,1,train
642,pc1,30829312.0,1,val
643,pc1,30829312.0,1,val
644,pc1,30829312.0,1,train
645,pc1,30829312.0,1,train
646,pc1,30829312.0,1,train
647,pc1,30829312.0,1,train
648,pc1,30829312.0,1,train
649,pc1,30829312.0,1,train
650,pc1,30829312.0,1,val
651,pc1,30829312.0,1,train
652,pc1,30829312.0,1,train
653,pc1,30829312.0,1,train
654,pc1,30829312.0,1,train
655,pc1,30829312.0,1,train
656,pc1,30829312.0,1,train
657,pc1,30829312.0,1,val
658,pc1,30829312.0,1,train
659,pc1,30829312.0,1,val
660,pc1,30829312.0,1,val
661,pc1,30829312.0,1,val
662,pc1,30829312.0,1,train
663,pc1,30829312.0,1,val
664,pc1,30829312.0,1,val
665,pc1,30829312.0,1,train
666,pc1,30829312.0,1,train
667,pc1,30829312.0,1,train
668,pc1,30829312.0,1,train
669,pc1,30829312.0,1,train
670,pc1,30829312.0,1,val
671,pc1,30829312.0,1,val
672,pc1,34006273.0,1,train
673,pc1,34006273.0,1,val
674,pc1,34006273.0,1,train
675,pc1,34006273.0,1,train
676,pc1,34006273.0,1,train
677,pc1,34006273.0,1,train
678,pc1,34006273.0,1,val
679,pc1,34006273.0,1,train
680,pc1,34006273.0,1,train
681,pc1,34006273.0,1,val
682,pc1,34006273.0,1,train
683,pc1,34006273.0,1,val
684,pc1,34006273.0,1,train
685,pc1,34006273.0,1,train
686,pc1,34006273.0,1,train
687,pc1,34006273.0,1,train
688,pc1,34006273.0,1,train
689,pc1,34006273.0,1,train
690,pc1,34006273.0,1,train
691,pc1,34006273.0,1,train
692,pc1,34006273.0,1,train
693,pc1,34006273.0,1,val
694,pc1,34006273.0,1,train
695,pc1,34006273.0,1,val
696,pc1,34006273.0,1,val
697,pc1,34006273.0,1,train
698,pc1,34006273.0,1,train
699,pc1,34006273.0,1,train
700,pc1,34006273.0,1,train
701,pc1,34006273.0,1,train
702,pc1,34006273.0,1,train
703,pc1,34006273.0,1,train
704,pc1,34006273.0,1,train
705,pc1,34006273.0,1,train
706,pc1,34006273.0,1,train
707,pc1,34006273.0,1,val
708,pc1,34006273.0,1,val
709,pc1,34006273.0,1,train
710,pc1,34006273.0,1,train
711,pc1,34006273.0,1,train
712,pc1,34006273.0,1,train
713,pc1,34006273.0,1,train
714,pc1,34006273.0,1,val
715,pc1,34006273.0,1,train
716,pc1,34006273.0,1,train
717,pc1,34006273.0,1,val
718,pc1,34006273.0,1,train
719,pc1,34006273.0,1,train
720,pc1,34006273.0,1,train
721,pc1,34006273.0,1,val
722,pc1,34006273.0,1,train
723,pc1,34006273.0,1,train
724,pc1,34006273.0,1,train
725,pc1,34006273.0,1,train
726,pc1,34006273.0,1,train
727,pc1,34006273.0,1,val
728,pc1,34006273.0,1,train
729,pc1,34006273.0,1,val
730,pc1,34006273.0,1,val
731,pc1,34006273.0,1,train
732,pc1,34006273.0,1,val
733,pc1,34006273.0,1,val
734,pc1,34006273.0,1,train
735,pc1,34006273.0,1,train
736,pc1,34006273.0,1,train
737,pc1,34006273.0,1,train
738,pc1,34006273.0,1,train
739,pc1,34006273.0,1,train
740,pc1,34006273.0,1,val
741,pc1,34006273.0,1,train
742,pc1,34006273.0,1,train
743,pc1,34006273.0,1,train
744,pc1,34006273.0,1,train
745,pc1,34006273.0,1,train
746,pc1,34006273.0,1,train
747,pc1,34006273.0,1,train
748,pc1,34006273.0,1,train
749,pc1,34006273.0,1,train
750,pc1,34006273.0,1,val
751,pc1,34006273.0,1,train
752,pc1,34006273.0,1,val
753,pc1,34006273.0,1,train
754,pc1,34006273.0,1,train
755,pc1,34006273.0,1,train
756,pc1,34006273.0,1,train
757,pc1,34006273.0,1,train
758,pc1,34006273.0,1,train
759,pc1,34006273.0,1,train
760,pc1,34006273.0,1,train
761,pc1,34006273.0,1,train
762,pc1,34006273.0,1,train
763,pc1,34006273.0,1,val
764,pc1,34006273.0,1,train
765,pc1,34006273.0,1,train
766,pc1,34006273.0,1,train
767,pc1,34006273.0,1,train
768,pc1,34006273.0,1,train
769,pc1,34006273.0,1,train
770,pc1,34006273.0,1,train
771,pc1,34006273.0,1,train
772,pc1,34006273.0,1,train
773,pc1,34006273.0,1,train
774,pc1,34006273.0,1,train
775,pc1,34006273.0,1,train
776,pc1,34006273.0,1,val
777,pc1,34006273.0,1,train
778,pc1,34006273.0,1,val
779,pc1,34006273.0,1,train
780,pc1,34006273.0,1,train
781,pc1,34006273.0,1,train
782,pc1,34006273.0,1,train
783,pc1,34006273.0,1,train
784,pc1,34006273.0,1,val
785,pc1,34006273.0,1,train
786,pc1,34006273.0,1,train
787,pc1,34006273.0,1,train
788,pc1,34006273.0,1,train
789,pc1,34006273.0,1,train
790,pc1,34006273.0,1,train
791,pc1,34006273.0,1,train
792,pc1,34006273.0,1,train
793,pc1,34006273.0,1,val
794,pc1,34006273.0,1,val
795,pc1,34006273.0,1,train
796,pc1,34006273.0,1,train
797,pc1,34006273.0,1,train
798,pc1,34006273.0,1,val
799,pc1,34006273.0,1,train
800,pc1,34006273.0,1,train
801,pc1,34006273.0,1,val
802,pc1,34006273.0,1,train
803,pc1,34006273.0,1,train
804,pc1,34006273.0,1,train
805,pc1,34006273.0,1,val
806,pc1,34006273.0,1,train
807,pc1,34006273.0,1,train
808,pc1,34006273.0,1,train
809,pc1,34006273.0,1,train
810,pc1,34006273.0,1,train
811,pc1,34006273.0,1,train
812,pc1,34006273.0,1,train
813,pc1,34006273.0,1,train
814,pc1,34006273.0,1,train
815,pc1,34006273.0,1,train
816,pc1,34006273.0,1,train
817,pc1,34006273.0,1,train
818,pc1,34006273.0,1,train
819,pc1,34006273.0,1,val
820,pc1,34006273.0,1,train
821,pc1,34006273.0,1,train
822,pc1,34006273.0,1,train
823,pc1,34006273.0,1,train
824,pc1,34006273.0,1,val
825,pc1,34006273.0,1,train
826,pc1,34006273.0,1,train
827,pc1,34006273.0,1,train
828,pc1,34006273.0,1,train
829,pc1,34006273.0,1,train
830,pc1,34006273.0,1,train
831,pc1,34006273.0,1,train
832,pc1,34006273.0,1,train
833,pc1,34006273.0,1,train
834,pc1,34006273.0,1,train
835,pc1,34006273.0,1,train
836,pc1,34006273.0,1,val
837,pc1,34006273.0,1,val
838,pc1,34006273.0,1,val
839,pc1,34006273.0,1,train
840,pc1,34006273.0,1,val
841,pc1,34006273.0,1,train
842,pc1,34006273.0,1,train
843,pc1,34006273.0,1,train
844,pc1,34006273.0,1,train
845,pc1,34006273.0,1,train
846,pc1,34006273.0,1,train
847,pc1,34006273.0,1,train
848,pc1,34006273.0,1,train
849,pc1,34006273.0,1,val
850,pc1,34006273.0,1,train
851,pc1,34006273.0,1,val
852,pc1,34006273.0,1,train
853,pc1,34006273.0,1,train
854,pc1,34006273.0,1,train
855,pc1,34006273.0,1,train
856,pc1,34006273.0,1,val
857,pc1,34006273.0,1,train
858,pc1,34006273.0,1,train
859,pc1,34006273.0,1,train
860,pc1,34006273.0,1,train
861,pc1,34006273.0,1,train
862,pc1,34006273.0,1,train
863,pc1,34006273.0,1,train
864,pc1,34006273.0,1,train
865,pc1,34006273.0,1,val
866,pc1,34006273.0,1,train
867,pc1,34006273.0,1,val
868,pc1,34006273.0,1,val
869,pc1,34006273.0,1,train
870,pc1,34006273.0,1,train
871,pc1,34006273.0,1,train
