operator,PCell_MCC,PCell_MNC,PCell_TAC,PCell_Cell_Identity,PCell_Cell_ID,PCell_Downlink_frequency,PCell_Uplink_frequency,PCell_freq_MHz,PCell_Band_Indicator,PCell_Downlink_bandwidth_MHz,PCell_Uplink_bandwidth_MHz,n_rows,mean_rsrp,mean_lat,mean_lon,tower_lat,tower_lon,match_type
2.0,262.0,2.0,49300.0,3499540.0,418.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1938.0,-91.94002401140858,52.51093915290678,13.287196162710698,52.51,13.2853,exact_eci
2.0,262.0,2.0,49104.0,2568968.0,499.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,1901.0,-95.78102658424817,52.496333069437135,13.30840736629844,,,NOT_FOUND
2.0,262.0,2.0,49104.0,4051731.0,422.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1772.0,-83.96068986884443,52.49840298626787,13.307661286681716,52.4987,13.3099,exact_eci
2.0,262.0,2.0,49100.0,4080392.0,81.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,1708.0,-93.41192086799256,52.51601318989072,13.374816304644808,52.5158,13.3707,exact_eci
2.0,262.0,2.0,49104.0,2824469.0,364.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1643.0,-85.53541096895614,52.49956879285859,13.312513689389329,52.497,13.3144,exact_eci
2.0,262.0,2.0,49102.0,3301896.0,387.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,1631.0,-97.76261959820422,52.50990027590435,13.36054435417944,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2948877.0,70.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,1582.0,-102.60382081779228,52.49968210320053,13.28124682560418,,,NOT_FOUND
2.0,262.0,2.0,49101.0,2819859.0,209.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1513.0,-71.36175178414824,52.50551003855475,13.34138676140119,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2826249.0,316.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,1504.0,-93.1964056206327,52.48839248116135,13.30236932513298,,,NOT_FOUND
2.0,262.0,2.0,49101.0,51447561.0,232.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,1493.0,-97.23379266021225,52.51387988274707,13.32933435989471,,,NOT_FOUND
2.0,262.0,2.0,49101.0,51842568.0,223.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,1446.0,-99.87717748558757,52.513556387691565,13.336518459051725,52.5144,13.3388,exact_eci
2.0,262.0,2.0,49104.0,4051733.0,420.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1434.0,-88.37212370282975,52.49561549511854,13.305303377498838,52.4995,13.3002,exact_eci
2.0,262.0,2.0,49101.0,2567188.0,434.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1415.0,-108.31190446114468,52.5135456980364,13.332930356800766,52.515,13.3272,exact_eci
2.0,262.0,2.0,49104.0,2826260.0,151.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1409.0,-94.62035957140723,52.488377665010646,13.302014685356044,52.4863,13.303,exact_eci
2.0,262.0,2.0,49104.0,2824456.0,421.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,1368.0,-90.43819192325134,52.49993059088693,13.322647383040936,52.4997,13.3195,exact_eci
2.0,262.0,2.0,49101.0,4078355.0,312.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1363.0,-94.95577838782552,52.50916234948605,13.35083460474792,,,NOT_FOUND
2.0,262.0,2.0,49101.0,3538707.0,447.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1271.0,-103.71459989232592,52.51383520325203,13.341047306582745,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3998479.0,21.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,1260.0,-108.68304975645758,52.51516677227186,13.36114000947739,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2828559.0,49.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,1260.0,-93.65621102982274,52.51126116931216,13.302219943121692,,,NOT_FOUND
2.0,262.0,2.0,49100.0,2832399.0,209.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,1233.0,-91.27014655866228,52.5147905920519,13.376103027845364,,,NOT_FOUND
2.0,262.0,2.0,49104.0,3428116.0,162.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1116.0,-84.2259218513738,52.49142773148148,13.295105579450418,,,NOT_FOUND
2.0,262.0,2.0,49100.0,4080393.0,82.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,1114.0,-86.86880257614538,52.51549206956248,13.366412752596789,52.5153,13.3648,exact_eci
2.0,262.0,2.0,49102.0,2843411.0,203.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1104.0,-85.85748136254657,52.51122875754831,13.37120914402174,52.5157,13.3724,exact_eci
2.0,262.0,2.0,49102.0,2843400.0,88.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,1095.0,-87.84781302566176,52.511907164383565,13.372817716894977,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2828564.0,175.0,125.0,18125.0,2000.0,1.0,15.0,15.0,1043.0,-82.78405547029519,52.51197521093,13.312742285075103,52.5119,13.3134,exact_eci
2.0,262.0,2.0,49104.0,3428106.0,33.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,987.0,-92.99706160008986,52.49492064441888,13.285966543920214,,,NOT_FOUND
2.0,262.0,2.0,49102.0,2843405.0,50.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,976.0,-92.1628895609658,52.511074769467214,13.370767281420765,,,NOT_FOUND
2.0,262.0,2.0,49101.0,4078345.0,466.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,939.0,-83.86379525874703,52.50634394923677,13.344136247781329,,,NOT_FOUND
2.0,262.0,2.0,49300.0,2818323.0,409.0,125.0,18125.0,2000.0,1.0,15.0,15.0,913.0,-100.95244659007116,52.50187059693319,13.2818301460387,,,NOT_FOUND
2.0,262.0,2.0,49101.0,3684372.0,351.0,125.0,18125.0,2000.0,1.0,15.0,15.0,910.0,-96.45270985831306,52.51262955505279,13.321108612368024,52.5128,13.3218,exact_eci
2.0,262.0,2.0,49101.0,2819861.0,208.0,125.0,18125.0,2000.0,1.0,15.0,15.0,907.0,-74.72078255621126,52.5036116244028,13.339206089672912,,,NOT_FOUND
2.0,262.0,2.0,49104.0,51629575.0,75.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,864.0,-97.96596255333895,52.49977774112654,13.320237201003089,52.4994,13.3238,exact_eci
2.0,262.0,2.0,49102.0,3301907.0,123.0,125.0,18125.0,2000.0,1.0,15.0,15.0,791.0,-96.55695896863514,52.50990278339654,13.359517977243996,,,NOT_FOUND
2.0,262.0,2.0,49101.0,51447562.0,233.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,771.0,-97.00722980265574,52.51361078657074,13.322625815347722,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2580500.0,414.0,125.0,18125.0,2000.0,1.0,15.0,15.0,762.0,-73.34057492885385,52.511549733158354,13.306244534120736,52.5116,13.3056,exact_eci
2.0,262.0,2.0,49104.0,3286541.0,159.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,758.0,-96.40872113773618,52.500543128847845,13.330593313544416,,,NOT_FOUND
2.0,262.0,2.0,49101.0,4078356.0,314.0,125.0,18125.0,2000.0,1.0,15.0,15.0,717.0,-84.24651878287918,52.5064390330079,13.3447069851232,,,NOT_FOUND
2.0,262.0,2.0,49102.0,3301898.0,388.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,689.0,-117.73441406549748,52.51423837929367,13.347967651185291,,,NOT_FOUND
2.0,262.0,2.0,49104.0,4051727.0,414.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,688.0,-93.08161388778856,52.49589860949613,13.305142701065892,,,NOT_FOUND
2.0,262.0,2.0,49101.0,3430163.0,498.0,125.0,18125.0,2000.0,1.0,15.0,15.0,681.0,-101.13550742145549,52.51316466470876,13.33089460107685,52.5135,13.3304,exact_eci
2.0,262.0,2.0,49100.0,4000013.0,296.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,675.0,-96.3831977061592,52.51495386091127,13.357644868105517,,,NOT_FOUND
2.0,262.0,2.0,49100.0,4000020.0,440.0,125.0,18125.0,2000.0,1.0,15.0,15.0,656.0,-97.43243554397309,52.51475824531516,13.354191422487222,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2824467.0,363.0,125.0,18125.0,2000.0,1.0,15.0,15.0,644.0,-89.90383406744822,52.499759741200826,13.320001922877848,52.5,13.3196,exact_eci
2.0,262.0,2.0,49104.0,3286536.0,121.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,630.0,-102.5056536490916,52.50057952380953,13.330672492063492,,,NOT_FOUND
2.0,262.0,2.0,49300.0,3282957.0,366.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,630.0,-102.21515089526152,52.51054052380952,13.29117585185185,,,NOT_FOUND
2.0,262.0,2.0,49100.0,4000014.0,295.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,615.0,-102.98582297177175,52.51480528070176,13.35507482748538,,,NOT_FOUND
2.0,262.0,2.0,49104.0,51629589.0,501.0,125.0,18125.0,2000.0,1.0,15.0,15.0,615.0,-84.11019042296341,52.50000607588076,13.324094154471544,,,NOT_FOUND
2.0,262.0,2.0,49101.0,3430149.0,469.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,614.0,-105.21355284189914,52.51321927795874,13.331201159066232,52.5133,13.3308,exact_eci
2.0,262.0,2.0,49104.0,2568981.0,240.0,125.0,18125.0,2000.0,1.0,15.0,15.0,599.0,-96.50549496366936,52.49202417084029,13.30542061213133,,,NOT_FOUND
2.0,262.0,2.0,49101.0,2837268.0,243.0,125.0,18125.0,2000.0,1.0,15.0,15.0,586.0,-95.02527731921715,52.50265331342435,13.333814368600684,,,NOT_FOUND
2.0,262.0,2.0,49104.0,3428117.0,163.0,125.0,18125.0,2000.0,1.0,15.0,15.0,533.0,-93.7028501044584,52.49465200501253,13.28628295112782,,,NOT_FOUND
2.0,262.0,2.0,49104.0,51629588.0,503.0,125.0,18125.0,2000.0,1.0,15.0,15.0,501.0,-86.04322083760997,52.500274950099794,13.327489361277443,,,NOT_FOUND
2.0,262.0,2.0,49102.0,3725845.0,224.0,125.0,18125.0,2000.0,1.0,15.0,15.0,498.0,-100.7110015207702,52.51433516733601,13.377150645917002,52.5137,13.3768,exact_eci
2.0,262.0,2.0,49100.0,51709193.0,105.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,494.0,-98.45856600337558,52.514113178137656,13.377218775303644,,,NOT_FOUND
2.0,262.0,2.0,49104.0,3952916.0,458.0,125.0,18125.0,2000.0,1.0,15.0,15.0,492.0,-101.93141515819435,52.49070839430895,13.304623126693768,52.4902,13.3087,exact_eci
2.0,262.0,2.0,49104.0,3286547.0,113.0,125.0,18125.0,2000.0,1.0,15.0,15.0,486.0,-107.34463467757472,52.500575682441706,13.330942788065844,52.4992,13.3333,exact_eci
2.0,262.0,2.0,49101.0,2828051.0,16.0,125.0,18125.0,2000.0,1.0,15.0,15.0,483.0,-94.25459488100375,52.51231604899931,13.318424927536231,52.5114,13.3195,exact_eci
2.0,262.0,2.0,49100.0,51709204.0,121.0,125.0,18125.0,2000.0,1.0,15.0,15.0,465.0,-101.26631709998784,52.51377401792115,13.377176003584228,52.5169,13.3803,exact_eci
2.0,262.0,2.0,49101.0,2837267.0,244.0,125.0,18125.0,2000.0,1.0,15.0,15.0,458.0,-85.47614713489597,52.50434930494905,13.335918533478893,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2826246.0,321.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,448.0,-99.378028354739,52.48847318824404,13.302175677083332,,,NOT_FOUND
2.0,262.0,2.0,49100.0,51708426.0,107.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,430.0,-96.73277374591449,52.51450562790698,13.377096604651165,,,NOT_FOUND
2.0,262.0,2.0,49101.0,51842565.0,53.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,426.0,-100.92583854301692,52.51360323476703,13.335733543906809,52.5134,13.3383,exact_eci
2.0,262.0,2.0,49101.0,3556102.0,182.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,419.0,-108.67484150640036,52.51242299124901,13.32003486475736,,,NOT_FOUND
2.0,262.0,2.0,49101.0,2918925.0,184.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,418.0,-106.79690649531254,52.512396810207335,13.322213125996807,,,NOT_FOUND
2.0,262.0,2.0,49104.0,51629574.0,77.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,414.0,-81.72059234347365,52.5001542431562,13.325899549114332,,,NOT_FOUND
2.0,262.0,2.0,49101.0,51447572.0,39.0,125.0,18125.0,2000.0,1.0,15.0,15.0,359.0,-103.50614849994884,52.51384957957958,13.329416431431431,52.516,13.3276,exact_eci
2.0,262.0,2.0,49102.0,2838792.0,328.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,357.0,-115.6560649170138,52.51324947712418,13.352557250233428,,,NOT_FOUND
2.0,262.0,2.0,49100.0,4002324.0,296.0,125.0,18125.0,2000.0,1.0,15.0,15.0,347.0,-93.5541934276123,52.514866095100864,13.377330941402498,52.515,13.3776,exact_eci
2.0,262.0,2.0,49100.0,3996436.0,38.0,125.0,18125.0,2000.0,1.0,15.0,15.0,342.0,-88.7025357321346,52.5160825779727,13.375738289473684,,,NOT_FOUND
2.0,262.0,2.0,49100.0,4000015.0,294.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,296.0,-104.94102979066048,52.51448180357143,13.351707386904762,,,NOT_FOUND
2.0,262.0,2.0,49300.0,2828806.0,395.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,287.0,-96.55596480807,52.5109118641115,13.297096835075497,,,NOT_FOUND
2.0,262.0,2.0,49300.0,3282963.0,65.0,125.0,18125.0,2000.0,1.0,15.0,15.0,277.0,-96.294542946005,52.51053770758123,13.290567876052949,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3996435.0,37.0,125.0,18125.0,2000.0,1.0,15.0,15.0,259.0,-83.28833483679452,52.516105849420846,13.376597387387386,52.5158,13.3766,exact_eci
2.0,262.0,2.0,49107.0,3950085.0,56.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,257.0,-95.89922035879704,52.47464782749675,13.243168112840468,52.4767,13.2436,exact_eci
2.0,262.0,2.0,49100.0,3996947.0,133.0,125.0,18125.0,2000.0,1.0,15.0,15.0,241.0,-92.89610862543816,52.51599233775811,13.374522411504424,,,NOT_FOUND
2.0,262.0,2.0,49100.0,4000021.0,438.0,125.0,18125.0,2000.0,1.0,15.0,15.0,223.0,-103.4720555370788,52.51452266816143,13.351937122571002,,,NOT_FOUND
2.0,262.0,2.0,49101.0,51447566.0,457.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,221.0,-99.41038611797164,52.51587180995475,13.326136674208144,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3998485.0,399.0,125.0,18125.0,2000.0,1.0,15.0,15.0,191.0,-100.17894225236434,52.51511072562358,13.360053492063493,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2828565.0,176.0,125.0,18125.0,2000.0,1.0,15.0,15.0,190.0,-81.2203115121118,52.511687342105255,13.308324324561404,52.5115,13.308,exact_eci
2.0,262.0,2.0,49101.0,2837263.0,225.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,189.0,-101.71014418865848,52.50124446208113,13.332315070546736,,,NOT_FOUND
2.0,262.0,2.0,49104.0,3952902.0,448.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,177.0,-104.48829176089612,52.49107220338984,13.30468699623352,52.4909,13.3088,exact_eci
2.0,262.0,2.0,49100.0,3996948.0,134.0,125.0,18125.0,2000.0,1.0,15.0,15.0,171.0,-93.1205444959745,52.515890267094015,13.372986613247864,,,NOT_FOUND
2.0,262.0,2.0,49101.0,51842579.0,445.0,125.0,18125.0,2000.0,1.0,15.0,15.0,168.0,-103.47216030201255,52.51343165674604,13.335592718253968,52.513,13.3368,exact_eci
2.0,262.0,2.0,49101.0,2838294.0,381.0,125.0,18125.0,2000.0,1.0,15.0,15.0,165.0,-88.7684909645398,52.51732290909092,13.361931585858589,,,NOT_FOUND
2.0,262.0,2.0,49300.0,2818314.0,47.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,158.0,-99.91597940501612,52.48955394514768,13.26090341772152,,,NOT_FOUND
2.0,262.0,2.0,49107.0,2835207.0,474.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,152.0,-96.6284023405281,52.48467426535088,13.255010866228073,52.485,13.2558,exact_eci
2.0,262.0,2.0,49300.0,3283205.0,391.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,148.0,-112.3141953852516,52.50958664102564,13.281973397435898,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3996949.0,132.0,125.0,18125.0,2000.0,1.0,15.0,15.0,143.0,-95.72569897561638,52.515844953379954,13.372139195804197,,,NOT_FOUND
2.0,262.0,2.0,49104.0,3952905.0,60.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,138.0,-92.2328798308102,52.49069543478261,13.304608695652174,52.4907,13.3087,exact_eci
2.0,262.0,2.0,49102.0,2829829.0,258.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,133.0,-116.78281363852916,52.51393847328245,13.350267913486006,52.5062,13.3504,exact_eci
2.0,262.0,2.0,49100.0,3998478.0,23.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,120.0,-100.97715507980509,52.51526578171092,13.362741430678469,,,NOT_FOUND
2.0,262.0,2.0,49100.0,2832398.0,208.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,114.0,-87.92172535833328,52.51361261695906,13.377178976608189,,,NOT_FOUND
2.0,262.0,2.0,49101.0,2837262.0,227.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,106.0,-95.79898286322066,52.502258805031445,13.333456603773584,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3997715.0,413.0,125.0,18125.0,2000.0,1.0,15.0,15.0,104.0,-97.96102039551944,52.51573546474359,13.36989858974359,,,NOT_FOUND
2.0,262.0,2.0,49100.0,4000019.0,439.0,125.0,18125.0,2000.0,1.0,15.0,15.0,102.0,-100.03655851168016,52.51496177777778,13.3577286,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3998477.0,22.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,100.0,-97.55654083107916,52.51542177536231,13.365209601449276,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3998483.0,401.0,125.0,18125.0,2000.0,1.0,15.0,15.0,89.0,-96.07970858752591,52.51545430711611,13.365432528089888,52.5157,13.3656,exact_eci
2.0,262.0,2.0,49100.0,3998484.0,400.0,125.0,18125.0,2000.0,1.0,15.0,15.0,88.0,-98.88271701450115,52.515285,13.362799791666667,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2826245.0,322.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,88.0,-110.15897249027996,52.49105602272727,13.295980890151515,,,NOT_FOUND
2.0,262.0,2.0,49104.0,4051725.0,415.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,88.0,-85.74156960227273,52.49841553030303,13.307495227272728,,,NOT_FOUND
2.0,262.0,2.0,49107.0,2835205.0,446.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,86.0,-100.83379322650728,52.49282967054263,13.265461627906976,52.4909,13.2637,exact_eci
2.0,262.0,2.0,49104.0,2568967.0,335.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,83.0,-102.79290568090568,52.492481706827306,13.304809819277107,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3997716.0,412.0,125.0,18125.0,2000.0,1.0,15.0,15.0,73.0,-98.5423452805844,52.51565200913242,13.368710296803652,,,NOT_FOUND
2.0,262.0,2.0,49101.0,2940687.0,42.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,72.0,-74.23330291042913,52.50430430555556,13.33573726851852,,,NOT_FOUND
2.0,262.0,2.0,49300.0,3499533.0,337.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,70.0,-95.84943934094257,52.51235833333333,13.28855,,,NOT_FOUND
2.0,262.0,2.0,49102.0,2829830.0,259.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,68.0,-114.68697003929988,52.51392205882353,13.350273676470588,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2948878.0,71.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,67.0,-107.3638488426715,52.49799231343283,13.275830920398011,,,NOT_FOUND
2.0,262.0,2.0,49107.0,3950087.0,257.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,64.0,-88.78072000993537,52.46947158854167,13.236816197916667,52.4623,13.2281,exact_eci
2.0,262.0,2.0,49101.0,2838542.0,377.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,62.0,-120.0417641313244,52.51410266129032,13.344729569892474,,,NOT_FOUND
2.0,262.0,2.0,49102.0,2843423.0,65.0,9460.0,27460.0,700.0,28.0,10.0,10.0,61.0,-121.45071170046062,52.51409887978142,13.349396256830602,,,NOT_FOUND
2.0,262.0,1.0,1495.0,30829826.0,14.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,60.0,-87.33541666666666,52.51427730555555,13.348521333333334,52.5141,13.3465,exact_eci
2.0,262.0,2.0,49102.0,2829843.0,291.0,125.0,18125.0,2000.0,1.0,15.0,15.0,58.0,-111.234082643674,52.5139083908046,13.35036301724138,52.5093,13.3504,exact_eci
2.0,262.0,2.0,49101.0,2838293.0,382.0,125.0,18125.0,2000.0,1.0,15.0,15.0,57.0,-101.536535572274,52.515583918128655,13.367580029239765,,,NOT_FOUND
2.0,262.0,2.0,49300.0,3283219.0,467.0,125.0,18125.0,2000.0,1.0,15.0,15.0,57.0,-118.02031091983648,52.50950084795322,13.282038538011696,,,NOT_FOUND
2.0,262.0,1.0,1495.0,30829824.0,407.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,53.0,-80.1497641509434,52.514242547169815,13.34869213836478,52.5146,13.3509,exact_eci
2.0,262.0,2.0,49300.0,3499539.0,419.0,125.0,18125.0,2000.0,1.0,15.0,15.0,53.0,-85.4417744157685,52.51296166666667,13.288212075471696,,,NOT_FOUND
2.0,262.0,2.0,49100.0,2832398.0,268.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,48.0,-88.47303578842089,52.5145528125,13.37731513888889,,,NOT_FOUND
2.0,262.0,2.0,49103.0,51839253.0,392.0,125.0,18125.0,2000.0,1.0,15.0,15.0,48.0,-118.41452397858592,52.51392461805556,13.350357222222222,52.499,13.3506,exact_eci
2.0,262.0,2.0,49101.0,2838288.0,72.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,45.0,-111.27784883511792,52.51701448148148,13.356231777777776,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2568979.0,242.0,125.0,18125.0,2000.0,1.0,15.0,15.0,41.0,-85.5118455744357,52.49395577235772,13.30942837398374,,,NOT_FOUND
2.0,262.0,2.0,49103.0,51480339.0,460.0,125.0,18125.0,2000.0,1.0,15.0,15.0,40.0,-121.09771870783224,52.51434,13.347823125,52.4882,13.3872,exact_eci
2.0,262.0,2.0,49100.0,3996943.0,54.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,39.0,-90.64201590374591,52.51582290598291,13.37164346153846,,,NOT_FOUND
2.0,262.0,2.0,49104.0,3952917.0,456.0,125.0,18125.0,2000.0,1.0,15.0,15.0,37.0,-107.104900564224,52.49240427927928,13.304770315315317,,,NOT_FOUND
2.0,262.0,2.0,49300.0,3502355.0,307.0,125.0,18125.0,2000.0,1.0,15.0,15.0,37.0,-112.6131101766442,52.5105581081081,13.291372567567567,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3997710.0,255.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,36.0,-90.3591421405609,52.51564662037037,13.368408842592594,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2826259.0,152.0,125.0,18125.0,2000.0,1.0,15.0,15.0,33.0,-103.21189246071576,52.48856823232323,13.302810606060604,,,NOT_FOUND
2.0,262.0,2.0,49100.0,4001555.0,442.0,125.0,18125.0,2000.0,1.0,15.0,15.0,29.0,-101.39498865942352,52.51556626436781,13.377395344827583,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3997711.0,256.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,28.0,-85.11731804724835,52.51561517857142,13.36779869047619,,,NOT_FOUND
2.0,262.0,2.0,49100.0,3996942.0,55.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,27.0,-80.5065740039727,52.5159399382716,13.373420123456787,,,NOT_FOUND
2.0,262.0,2.0,49101.0,2838279.0,439.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,27.0,-103.1915887640818,52.51555172839507,13.367029444444444,,,NOT_FOUND
2.0,262.0,2.0,49300.0,3289863.0,354.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,27.0,-101.25823657080846,52.50345777777778,13.2820987654321,,,NOT_FOUND
2.0,262.0,2.0,49300.0,2828809.0,250.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,26.0,-100.32779346955128,52.51098089743589,13.298033974358974,,,NOT_FOUND
2.0,262.0,2.0,49104.0,2568969.0,99.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,25.0,-98.75387497894828,52.494498533333335,13.314453933333333,,,NOT_FOUND
