operator,PCell_MCC,PCell_MNC,PCell_TAC,PCell_Cell_Identity,PCell_Cell_ID,PCell_Downlink_frequency,PCell_Uplink_frequency,PCell_freq_MHz,PCell_Band_Indicator,PCell_Downlink_bandwidth_MHz,PCell_Uplink_bandwidth_MHz,n_rows,mean_rsrp,mean_lat,mean_lon
2,262.0,2.0,49104.0,51629575.0,75.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,864,-97.96596255333895,52.49977774112654,13.320237201003087
2,262.0,2.0,49102.0,3301907.0,123.0,125.0,18125.0,2000.0,1.0,15.0,15.0,791,-96.55695896863514,52.50990278339654,13.359517977243996
2,262.0,2.0,49101.0,51447562.0,233.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,771,-97.00722980265574,52.51361078657074,13.322625815347722
2,262.0,2.0,49104.0,2580500.0,414.0,125.0,18125.0,2000.0,1.0,15.0,15.0,762,-73.34057492885385,52.511549733158354,13.306244534120736
2,262.0,2.0,49104.0,3286541.0,159.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,758,-96.40872113773618,52.500543128847845,13.330593313544416
2,262.0,2.0,49101.0,4078356.0,314.0,125.0,18125.0,2000.0,1.0,15.0,15.0,717,-84.24651878287918,52.5064390330079,13.3447069851232
2,262.0,2.0,49102.0,3301898.0,388.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,689,-117.73441406549749,52.514238379293666,13.347967651185293
2,262.0,2.0,49104.0,4051727.0,414.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,688,-93.08161388778856,52.49589860949613,13.305142701065892
2,262.0,2.0,49101.0,3430163.0,498.0,125.0,18125.0,2000.0,1.0,15.0,15.0,681,-101.13550742145547,52.51316466470876,13.33089460107685
2,262.0,2.0,49100.0,4000013.0,296.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,675,-96.38319770615921,52.51495386091127,13.357644868105515
2,262.0,2.0,49100.0,4000020.0,440.0,125.0,18125.0,2000.0,1.0,15.0,15.0,656,-97.43243554397309,52.51475824531516,13.354191422487222
2,262.0,2.0,49104.0,2824467.0,363.0,125.0,18125.0,2000.0,1.0,15.0,15.0,644,-89.90383406744822,52.499759741200826,13.320001922877848
2,262.0,2.0,49104.0,3286536.0,121.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,630,-102.50565364909161,52.50057952380953,13.330672492063492
2,262.0,2.0,49300.0,3282957.0,366.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,630,-102.21515089526152,52.51054052380952,13.29117585185185
2,262.0,2.0,49100.0,4000014.0,295.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,615,-102.98582297177177,52.51480528070176,13.35507482748538
2,262.0,2.0,49104.0,51629589.0,501.0,125.0,18125.0,2000.0,1.0,15.0,15.0,615,-84.11019042296341,52.500006075880755,13.324094154471544
2,262.0,2.0,49101.0,3430149.0,469.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,614,-105.21355284189914,52.51321927795874,13.331201159066232
2,262.0,2.0,49104.0,2568981.0,240.0,125.0,18125.0,2000.0,1.0,15.0,15.0,599,-96.50549496366936,52.49202417084029,13.30542061213133
2,262.0,2.0,49101.0,2837268.0,243.0,125.0,18125.0,2000.0,1.0,15.0,15.0,586,-95.02527731921715,52.50265331342435,13.333814368600683
2,262.0,2.0,49104.0,3428117.0,163.0,125.0,18125.0,2000.0,1.0,15.0,15.0,533,-93.70285010445839,52.49465200501253,13.28628295112782
2,262.0,2.0,49104.0,51629588.0,503.0,125.0,18125.0,2000.0,1.0,15.0,15.0,501,-86.04322083760997,52.500274950099794,13.327489361277445
2,262.0,2.0,49102.0,3725845.0,224.0,125.0,18125.0,2000.0,1.0,15.0,15.0,498,-100.7110015207702,52.51433516733601,13.377150645917002
2,262.0,2.0,49100.0,51709193.0,105.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,494,-98.45856600337558,52.514113178137656,13.377218775303644
2,262.0,2.0,49104.0,3952916.0,458.0,125.0,18125.0,2000.0,1.0,15.0,15.0,492,-101.93141515819437,52.490708394308946,13.304623126693768
2,262.0,2.0,49104.0,3286547.0,113.0,125.0,18125.0,2000.0,1.0,15.0,15.0,486,-107.34463467757473,52.500575682441706,13.330942788065844
2,262.0,2.0,49101.0,2828051.0,16.0,125.0,18125.0,2000.0,1.0,15.0,15.0,483,-94.25459488100377,52.51231604899931,13.318424927536233
2,262.0,2.0,49100.0,51709204.0,121.0,125.0,18125.0,2000.0,1.0,15.0,15.0,465,-101.26631709998784,52.51377401792115,13.377176003584228
2,262.0,2.0,49101.0,2837267.0,244.0,125.0,18125.0,2000.0,1.0,15.0,15.0,458,-85.47614713489597,52.50434930494905,13.335918533478893
2,262.0,2.0,49104.0,2826246.0,321.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,448,-99.37802835473899,52.48847318824404,13.302175677083332
2,262.0,2.0,49100.0,51708426.0,107.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,430,-96.73277374591449,52.51450562790698,13.377096604651163
2,262.0,2.0,49101.0,51842565.0,53.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,426,-100.92583854301692,52.513603234767025,13.335733543906809
2,262.0,2.0,49101.0,3556102.0,182.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,419,-108.67484150640036,52.512422991249004,13.32003486475736
2,262.0,2.0,49101.0,2918925.0,184.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,418,-106.79690649531254,52.512396810207335,13.322213125996809
2,262.0,2.0,49104.0,51629574.0,77.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,414,-81.72059234347365,52.5001542431562,13.325899549114332
2,262.0,2.0,49101.0,51447572.0,39.0,125.0,18125.0,2000.0,1.0,15.0,15.0,359,-103.50614849994884,52.51384957957958,13.329416431431431
2,262.0,2.0,49102.0,2838792.0,328.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,357,-115.65606491701381,52.513249477124184,13.352557250233428
2,262.0,2.0,49100.0,4002324.0,296.0,125.0,18125.0,2000.0,1.0,15.0,15.0,347,-93.5541934276123,52.514866095100864,13.377330941402498
2,262.0,2.0,49100.0,3996436.0,38.0,125.0,18125.0,2000.0,1.0,15.0,15.0,342,-88.7025357321346,52.5160825779727,13.375738289473684
2,262.0,2.0,49100.0,4000015.0,294.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,296,-104.94102979066048,52.51448180357143,13.351707386904762
2,262.0,2.0,49300.0,2828806.0,395.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,287,-96.55596480807,52.5109118641115,13.297096835075495
2,262.0,2.0,49300.0,3282963.0,65.0,125.0,18125.0,2000.0,1.0,15.0,15.0,277,-96.29454294600501,52.51053770758123,13.290567876052949
2,262.0,2.0,49100.0,3996435.0,37.0,125.0,18125.0,2000.0,1.0,15.0,15.0,259,-83.28833483679452,52.516105849420846,13.376597387387386
2,262.0,2.0,49107.0,3950085.0,56.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,257,-95.89922035879704,52.47464782749675,13.243168112840467
2,262.0,2.0,49100.0,3996947.0,133.0,125.0,18125.0,2000.0,1.0,15.0,15.0,241,-92.89610862543817,52.51599233775811,13.374522411504424
2,262.0,2.0,49100.0,4000021.0,438.0,125.0,18125.0,2000.0,1.0,15.0,15.0,223,-103.47205553707879,52.51452266816143,13.351937122571002
2,262.0,2.0,49101.0,51447566.0,457.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,221,-99.41038611797165,52.51587180995475,13.326136674208145
2,262.0,2.0,49100.0,3998485.0,399.0,125.0,18125.0,2000.0,1.0,15.0,15.0,191,-100.17894225236434,52.51511072562358,13.360053492063493
2,262.0,2.0,49104.0,2828565.0,176.0,125.0,18125.0,2000.0,1.0,15.0,15.0,190,-81.2203115121118,52.511687342105255,13.308324324561404
2,262.0,2.0,49101.0,2837263.0,225.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,189,-101.71014418865849,52.50124446208113,13.332315070546736
2,262.0,2.0,49104.0,3952902.0,448.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,177,-104.48829176089612,52.491072203389834,13.30468699623352
2,262.0,2.0,49100.0,3996948.0,134.0,125.0,18125.0,2000.0,1.0,15.0,15.0,171,-93.1205444959745,52.515890267094015,13.372986613247864
2,262.0,2.0,49101.0,51842579.0,445.0,125.0,18125.0,2000.0,1.0,15.0,15.0,168,-103.47216030201257,52.513431656746036,13.335592718253968
2,262.0,2.0,49101.0,2838294.0,381.0,125.0,18125.0,2000.0,1.0,15.0,15.0,165,-88.7684909645398,52.517322909090915,13.361931585858587
2,262.0,2.0,49300.0,2818314.0,47.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,158,-99.91597940501612,52.48955394514768,13.26090341772152
2,262.0,2.0,49107.0,2835207.0,474.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,152,-96.6284023405281,52.484674265350876,13.255010866228071
2,262.0,2.0,49300.0,3283205.0,391.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,148,-112.31419538525161,52.50958664102564,13.281973397435898
2,262.0,2.0,49100.0,3996949.0,132.0,125.0,18125.0,2000.0,1.0,15.0,15.0,143,-95.72569897561638,52.515844953379954,13.372139195804197
2,262.0,2.0,49104.0,3952905.0,60.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,138,-92.2328798308102,52.49069543478261,13.304608695652174
2,262.0,2.0,49102.0,2829829.0,258.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,133,-116.78281363852916,52.513938473282444,13.350267913486006
2,262.0,2.0,49100.0,3998478.0,23.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,120,-100.97715507980507,52.515265781710916,13.362741430678467
2,262.0,2.0,49100.0,2832398.0,208.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,114,-87.92172535833328,52.51361261695906,13.377178976608187
2,262.0,2.0,49101.0,2837262.0,227.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,106,-95.79898286322066,52.502258805031445,13.333456603773584
2,262.0,2.0,49100.0,3997715.0,413.0,125.0,18125.0,2000.0,1.0,15.0,15.0,104,-97.96102039551943,52.51573546474359,13.36989858974359
2,262.0,2.0,49100.0,4000019.0,439.0,125.0,18125.0,2000.0,1.0,15.0,15.0,102,-100.03655851168017,52.51496177777778,13.3577286
2,262.0,2.0,49100.0,3998477.0,22.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,100,-97.55654083107916,52.51542177536231,13.365209601449276
2,262.0,2.0,49100.0,3998483.0,401.0,125.0,18125.0,2000.0,1.0,15.0,15.0,89,-96.07970858752591,52.51545430711611,13.365432528089887
2,262.0,2.0,49100.0,3998484.0,400.0,125.0,18125.0,2000.0,1.0,15.0,15.0,88,-98.88271701450117,52.515285,13.362799791666667
2,262.0,2.0,49104.0,2826245.0,322.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,88,-110.15897249027995,52.49105602272727,13.295980890151515
2,262.0,2.0,49104.0,4051725.0,415.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,88,-85.74156960227273,52.49841553030303,13.307495227272728
2,262.0,2.0,49107.0,2835205.0,446.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,86,-100.83379322650728,52.49282967054263,13.265461627906976
2,262.0,2.0,49104.0,2568967.0,335.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,83,-102.79290568090569,52.492481706827306,13.304809819277109
2,262.0,2.0,49100.0,3997716.0,412.0,125.0,18125.0,2000.0,1.0,15.0,15.0,73,-98.5423452805844,52.51565200913242,13.368710296803652
2,262.0,2.0,49101.0,2940687.0,42.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,72,-74.23330291042913,52.50430430555556,13.335737268518521
2,262.0,2.0,49300.0,3499533.0,337.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,70,-95.84943934094257,52.51235833333333,13.28855
2,262.0,2.0,49102.0,2829830.0,259.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,68,-114.68697003929988,52.51392205882353,13.350273676470588
2,262.0,2.0,49104.0,2948878.0,71.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,67,-107.3638488426715,52.49799231343283,13.275830920398011
2,262.0,2.0,49107.0,3950087.0,257.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,64,-88.78072000993537,52.469471588541666,13.236816197916667
2,262.0,2.0,49101.0,2838542.0,377.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,62,-120.0417641313244,52.51410266129032,13.344729569892474
2,262.0,2.0,49102.0,2843423.0,65.0,9460.0,27460.0,700.0,28.0,10.0,10.0,61,-121.45071170046062,52.51409887978142,13.349396256830602
2,262.0,1.0,1495.0,30829826.0,14.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,60,-87.33541666666666,52.51427730555555,13.348521333333334
2,262.0,2.0,49102.0,2829843.0,291.0,125.0,18125.0,2000.0,1.0,15.0,15.0,58,-111.234082643674,52.5139083908046,13.35036301724138
2,262.0,2.0,49101.0,2838293.0,382.0,125.0,18125.0,2000.0,1.0,15.0,15.0,57,-101.53653557227399,52.515583918128655,13.367580029239765
2,262.0,2.0,49300.0,3283219.0,467.0,125.0,18125.0,2000.0,1.0,15.0,15.0,57,-118.02031091983649,52.50950084795322,13.282038538011696
2,262.0,1.0,1495.0,30829824.0,407.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,53,-80.1497641509434,52.514242547169815,13.348692138364779
2,262.0,2.0,49300.0,3499539.0,419.0,125.0,18125.0,2000.0,1.0,15.0,15.0,53,-85.4417744157685,52.51296166666667,13.288212075471696
2,262.0,2.0,49100.0,2832398.0,268.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,48,-88.47303578842089,52.5145528125,13.37731513888889
2,262.0,2.0,49103.0,51839253.0,392.0,125.0,18125.0,2000.0,1.0,15.0,15.0,48,-118.41452397858592,52.51392461805556,13.350357222222222
2,262.0,2.0,49101.0,2838288.0,72.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,45,-111.27784883511792,52.51701448148148,13.356231777777777
2,262.0,2.0,49104.0,2568979.0,242.0,125.0,18125.0,2000.0,1.0,15.0,15.0,41,-85.5118455744357,52.49395577235772,13.309428373983739
2,262.0,2.0,49103.0,51480339.0,460.0,125.0,18125.0,2000.0,1.0,15.0,15.0,40,-121.09771870783224,52.514340000000004,13.347823125
2,262.0,2.0,49100.0,3996943.0,54.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,39,-90.64201590374593,52.51582290598291,13.371643461538461
2,262.0,2.0,49104.0,3952917.0,456.0,125.0,18125.0,2000.0,1.0,15.0,15.0,37,-107.10490056422401,52.49240427927928,13.304770315315315
2,262.0,2.0,49300.0,3502355.0,307.0,125.0,18125.0,2000.0,1.0,15.0,15.0,37,-112.61311017664421,52.5105581081081,13.291372567567567
2,262.0,2.0,49100.0,3997710.0,255.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,36,-90.3591421405609,52.51564662037037,13.368408842592594
2,262.0,2.0,49104.0,2826259.0,152.0,125.0,18125.0,2000.0,1.0,15.0,15.0,33,-103.21189246071576,52.48856823232323,13.302810606060605
2,262.0,2.0,49100.0,4001555.0,442.0,125.0,18125.0,2000.0,1.0,15.0,15.0,29,-101.39498865942352,52.51556626436781,13.377395344827585
2,262.0,2.0,49100.0,3997711.0,256.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,28,-85.11731804724835,52.51561517857142,13.36779869047619
2,262.0,2.0,49100.0,3996942.0,55.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,27,-80.5065740039727,52.5159399382716,13.373420123456789
2,262.0,2.0,49101.0,2838279.0,439.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,27,-103.19158876408181,52.51555172839507,13.367029444444443
2,262.0,2.0,49300.0,3289863.0,354.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,27,-101.25823657080846,52.50345777777778,13.2820987654321
2,262.0,2.0,49300.0,2828809.0,250.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,26,-100.32779346955128,52.51098089743589,13.298033974358974
2,262.0,2.0,49104.0,2568969.0,99.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,25,-98.75387497894828,52.494498533333335,13.314453933333333
2,262.0,2.0,49101.0,43164180.0,233.0,125.0,18125.0,2000.0,1.0,15.0,15.0,24,-98.6413098306615,52.501273194444444,13.331770486111111
2,262.0,2.0,49100.0,3996429.0,108.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,23,-82.51415501978393,52.51613420289855,13.376533840579711
2,262.0,2.0,49100.0,3997717.0,411.0,125.0,18125.0,2000.0,1.0,15.0,15.0,22,-84.30919965196424,52.515610833333334,13.367920454545454
2,262.0,2.0,49100.0,3997709.0,257.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,21,-82.2117718049419,52.51575833333333,13.370559444444444
2,262.0,2.0,49101.0,51447567.0,9.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,20,-112.4054640232105,52.51269241666667,13.324339083333333
2,262.0,2.0,49104.0,3952901.0,447.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,20,-107.34409849924012,52.49367983333333,13.304748083333333
2,262.0,2.0,49101.0,51878154.0,272.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,19,-111.62551565679637,52.51658517543859,13.354007192982456
2,262.0,2.0,49101.0,51447573.0,251.0,125.0,18125.0,2000.0,1.0,15.0,15.0,18,-90.14583941867124,52.51668842592593,13.324266759259258
2,262.0,2.0,49100.0,3996941.0,56.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,17,-90.18483279909903,52.515987549019606,13.374140784313724
2,262.0,2.0,49100.0,51708437.0,120.0,125.0,18125.0,2000.0,1.0,15.0,15.0,16,-104.51841275034901,52.513825833333335,13.375678125
2,262.0,2.0,49104.0,4051732.0,421.0,125.0,18125.0,2000.0,1.0,15.0,15.0,16,-81.9001953125,52.496792916666664,13.308034166666667
2,262.0,1.0,1495.0,30829312.0,42.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,15,-75.38541666666667,52.514432222222226,13.351799999999999
2,262.0,2.0,49104.0,3952915.0,457.0,125.0,18125.0,2000.0,1.0,15.0,15.0,13,-109.87992187500001,52.49240243589744,13.30473705128205
2,262.0,2.0,49100.0,4002325.0,294.0,125.0,18125.0,2000.0,1.0,15.0,15.0,12,-94.74678656588198,52.51440888888889,13.377342638888889
2,262.0,2.0,49300.0,2828810.0,251.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,12,-112.79872824499067,52.51076388888888,13.294741527777779
2,262.0,2.0,49101.0,53102857.0,50.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,11,-108.50431818181818,52.517067121212115,13.358434545454545
2,262.0,2.0,49104.0,2568966.0,333.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,11,-115.60230722205914,52.488820454545454,13.306080606060606
2,262.0,2.0,49101.0,53102854.0,328.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,10,-115.01625125111295,52.516957500000004,13.356293500000001
2,262.0,2.0,49103.0,51839251.0,390.0,125.0,18125.0,2000.0,1.0,15.0,15.0,10,-111.76293376336616,52.513897,13.350034333333332
2,262.0,2.0,49300.0,3289866.0,63.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,10,-99.58679427083334,52.503297499999995,13.281959333333333
2,262.0,1.0,1495.0,30829314.0,424.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,9,-84.05208333333333,52.514210185185185,13.35112111111111
2,262.0,2.0,49101.0,3288852.0,487.0,125.0,18125.0,2000.0,1.0,15.0,15.0,8,-115.60730234077647,52.51618125,13.355313333333333
2,262.0,2.0,49100.0,4002318.0,195.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,7,-83.08681885125183,52.514826190476185,13.37736
2,262.0,2.0,49101.0,2568714.0,210.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,5,-107.45547486273165,52.51278,13.325328333333335
2,262.0,2.0,49101.0,3288841.0,41.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,4,-116.67469779711217,52.51626875,13.35338625
2,262.0,2.0,49102.0,3301897.0,389.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,4,-112.89984375,52.509960416666665,13.363974166666667
2,262.0,2.0,49104.0,2837517.0,154.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,4,-112.75046552835052,52.512184166666664,13.32270625
2,262.0,2.0,49104.0,51502601.0,336.0,1801.0,19801.0,1800.0,3.0,20.0,20.0,4,-109.57921397182324,52.499004166666666,13.307552916666667
2,262.0,2.0,49100.0,4002319.0,196.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,3,-79.6613259296102,52.51445944444445,13.377343333333334
2,262.0,2.0,49101.0,2837261.0,226.0,2850.0,20850.0,2600.0,7.0,20.0,20.0,3,-82.03797653256704,52.503995555555555,13.335270555555555
2,262.0,1.0,1495.0,30829829.0,427.0,3749.0,21749.0,900.0,8.0,5.0,5.0,2,-79.40625,52.514336666666665,13.348165
