operator,PCell_MCC,PCell_MNC,PCell_TAC,PCell_Cell_Identity,PCell_Cell_ID,PCell_Downlink_frequency,PCell_Uplink_frequency,PCell_freq_MHz,PCell_Band_Indicator,PCell_Downlink_bandwidth_MHz,PCell_Uplink_bandwidth_MHz,n_rows,mean_rsrp,mean_lat,mean_lon
1,262.0,1.0,1495.0,30829824.0,407.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1884,-85.7861343784782,52.51427733280255,13.347995085810332
1,262.0,1.0,1494.0,29127681.0,277.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1834,-90.11613345623913,52.512519631043254,13.323095271719374
1,262.0,1.0,1493.0,28792066.0,76.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1803,-96.800337510485,52.49475155481605,13.306567294324275
1,262.0,1.0,1493.0,26365186.0,414.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1617,-80.79508061204662,52.51072930220573,13.294230219542362
1,262.0,1.0,1495.0,30827264.0,88.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1614,-80.9161123296882,52.515613981825695,13.377094617926476
1,262.0,1.0,1493.0,26795520.0,117.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1600,-85.50121265751355,52.50061443958333,13.331168913541667
1,262.0,1.0,1492.0,34210562.0,300.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1460,-94.19567937544448,52.49775519249876,13.282843705911574
1,262.0,1.0,1492.0,26353920.0,429.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1428,-96.15410844723783,52.51071163748833,13.289496265172737
1,262.0,1.0,1494.0,26367489.0,116.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1428,-94.00597824678172,52.51342796626277,13.330092329531954
1,262.0,1.0,1494.0,26369025.0,368.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1337,-88.12800510457417,52.50657750186986,13.34524523934181
1,262.0,1.0,1493.0,26367744.0,216.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1329,-88.37776090847373,52.50022671808377,13.326877870579382
1,262.0,1.0,1494.0,26720002.0,51.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1308,-93.38456223649571,52.50228940239552,13.333441773700306
1,262.0,1.0,1492.0,26347520.0,12.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1246,-95.66525046040209,52.5007582223114,13.2804253905832
1,262.0,1.0,1494.0,33802241.0,248.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1058,-88.54405140803684,52.51397200535602,13.343109897605544
1,262.0,1.0,1495.0,30827265.0,104.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1045,-73.64189549743291,52.51607606903164,13.375748729626078
1,262.0,1.0,1494.0,29127680.0,276.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1020,-92.80441724524606,52.513403010862184,13.323921855057705
1,262.0,1.0,1495.0,30829312.0,42.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,993,-80.06900687435248,52.514264342507644,13.351594646619096
1,262.0,1.0,1492.0,26947073.0,195.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,989,-91.42777493763379,52.48962614593866,13.298191038085609
1,262.0,1.0,1493.0,26351360.0,361.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,984,-76.52725320536156,52.49980606876694,13.320896165311654
1,262.0,1.0,1494.0,26359553.0,56.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,955,-81.13628263790996,52.503769438045374,13.337978061082024
1,262.0,1.0,1493.0,26363650.0,295.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,918,-81.65422144274898,52.511700070883315,13.308698491457651
1,262.0,1.0,1493.0,26351361.0,360.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,828,-85.1353085713681,52.49998612520128,13.323827962962964
1,262.0,1.0,1494.0,34006273.0,428.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,777,-75.86462742239068,52.51488377643505,13.355204811178249
1,262.0,1.0,1493.0,26351362.0,362.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,633,-78.68714092778879,52.49959991047919,13.317055002632964
1,262.0,1.0,1493.0,28792065.0,77.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,557,-95.03419103461401,52.49511750149611,13.31400972770796
1,262.0,1.0,1495.0,34006528.0,444.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,557,-82.05027627530941,52.515581690690695,13.367750156156156
1,262.0,1.0,1492.0,26356994.0,108.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,548,-98.3155851546851,52.50306590328467,13.281471456812653
1,262.0,1.0,1494.0,26359552.0,54.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,508,-84.18255975039344,52.50379587926509,13.335396332020997
1,262.0,1.0,1495.0,34006529.0,445.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,501,-80.98856350626419,52.51536450877193,13.364298519298245
1,262.0,1.0,1495.0,34006785.0,388.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,482,-74.19681946919103,52.51579438450899,13.371409972337483
1,262.0,1.0,1492.0,34210561.0,302.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,480,-99.84238907601113,52.494487239583336,13.28662576736111
1,262.0,1.0,1494.0,34006272.0,427.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,463,-82.01903660433217,52.51492943686007,13.357402076222982
1,262.0,1.0,1495.0,30828289.0,173.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,391,-80.95360096636857,52.51569416879795,13.36986916453538
1,262.0,1.0,1494.0,33802247.0,430.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,388,-98.09814096643441,52.51418640034365,13.346677229381443
1,262.0,1.0,1495.0,30828800.0,345.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,383,-87.75603166797643,52.51516342519685,13.361407607174103
1,262.0,1.0,1495.0,30829314.0,424.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,379,-97.75881213502446,52.514661992084434,13.355163751099385
1,262.0,1.0,1495.0,34007040.0,156.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,367,-69.55721513513394,52.51602508628519,13.37504965485922
1,262.0,1.0,1495.0,34007041.0,157.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,359,-66.81400378626917,52.51598229819564,13.374276049382717
1,262.0,1.0,1492.0,26917120.0,396.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,356,-102.99284539671798,52.4892420505618,13.304990917602998
1,262.0,1.0,1494.0,33802248.0,431.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,349,-86.48985054146753,52.513470305635146,13.336155448901623
1,262.0,1.0,1494.0,29127684.0,304.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,347,-96.18115974820525,52.512684723032066,13.325350976676384
1,262.0,1.0,1495.0,30828803.0,333.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,327,-92.44625532940609,52.51489618756371,13.358272431192662
1,262.0,1.0,1495.0,26681600.0,250.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,296,-91.20738249533028,52.514923350225224,13.3773396509009
1,262.0,1.0,1495.0,34006784.0,387.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,278,-73.08970848418326,52.51593200258398,13.373444140826873
1,262.0,1.0,1494.0,26367488.0,114.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,277,-81.04430602135879,52.51630591796875,13.325756197916666
1,262.0,1.0,1493.0,26368257.0,425.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,262,-89.85953029966102,52.49913845419847,13.31545965648855
1,262.0,1.0,1493.0,28650244.0,246.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,243,-96.0221652766387,52.49768757887517,13.306756179698217
1,262.0,1.0,1492.0,34210566.0,403.0,3749.0,21749.0,900.0,8.0,5.0,5.0,234,-113.18295877768384,52.495275929648244,13.285349363484087
1,262.0,1.0,1492.0,26356996.0,277.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,215,-96.67351829337377,52.51263896899225,13.287283294573644
1,262.0,1.0,1493.0,28650250.0,217.0,3749.0,21749.0,900.0,8.0,5.0,5.0,205,-104.61476337968107,52.496808146341465,13.30555299186992
1,262.0,1.0,1492.0,26366722.0,437.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,200,-104.19111814161454,52.490206474999994,13.304570066666667
1,262.0,1.0,1493.0,26363649.0,294.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,186,-80.07368841007784,52.511896980286735,13.31164832437276
1,262.0,1.0,1494.0,29127685.0,305.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,175,-87.84419397606818,52.51208332380953,13.31521057142857
1,262.0,1.0,1494.0,29127683.0,303.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,173,-92.67011716115863,52.513756679197996,13.324261578947368
1,262.0,1.0,1493.0,28792072.0,198.0,3749.0,21749.0,900.0,8.0,5.0,5.0,172,-96.31264073954549,52.49492821705426,13.304938265503877
1,262.0,1.0,1492.0,26370049.0,412.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,171,-96.79784085902227,52.50296268031189,13.279991812865497
1,262.0,1.0,1495.0,42065154.0,266.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,152,-91.94215789289504,52.5176625,13.36263043859649
1,262.0,1.0,1493.0,26365189.0,186.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,142,-84.28393681436509,52.51066421361502,13.293356690140845
1,262.0,1.0,1493.0,34768897.0,328.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,139,-105.39141051169885,52.49682154676259,13.305534964028777
1,262.0,1.0,1494.0,26357760.0,363.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,139,-98.33031581792488,52.51300561151079,13.328757949640288
1,262.0,1.0,1492.0,42445056.0,201.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,125,-78.15703513624045,52.51083736,13.289080626666665
1,262.0,1.0,1493.0,26365188.0,187.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,118,-86.52600753102578,52.511289279661014,13.30267070621469
1,262.0,1.0,1495.0,30829826.0,14.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,118,-86.68443772220901,52.51432672316384,13.34817824858757
1,262.0,1.0,1495.0,26695425.0,132.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,110,-101.20343338538896,52.51708795454545,13.356936045454546
1,262.0,1.0,1495.0,30828288.0,171.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,108,-72.06453571369691,52.51582342592592,13.371646342592593
1,262.0,1.0,1492.0,40812803.0,421.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,103,-89.14281176185317,52.507994012944984,13.281255906148866
1,262.0,1.0,1492.0,26961922.0,291.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,99,-107.0739543655476,52.489681245791246,13.3045167003367
1,262.0,1.0,1492.0,40812802.0,338.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,98,-88.87394129313823,52.50782840136054,13.284212227891157
1,262.0,1.0,1493.0,26363653.0,233.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,98,-86.2533061980796,52.51169709183674,13.308811054421769
1,262.0,1.0,1493.0,30625794.0,346.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,89,-94.51765936716667,52.50344258426966,13.282054887640449
1,262.0,1.0,1494.0,40848128.0,258.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,88,-85.26677145827055,52.513580056818185,13.337255246212122
1,262.0,1.0,1495.0,26349056.0,402.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,85,-98.75780637967092,52.51078311764705,13.368937039215686
1,262.0,1.0,1494.0,26369029.0,325.0,3749.0,21749.0,900.0,8.0,5.0,5.0,83,-93.2008186391786,52.510291526104425,13.351147068273095
1,262.0,1.0,1493.0,26351365.0,167.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,76,-83.24702330825126,52.499555131578944,13.31708697368421
1,262.0,1.0,1494.0,34006275.0,436.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,69,-91.96301671470314,52.51483468599034,13.356600652173913
1,262.0,1.0,1492.0,26356992.0,110.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,68,-96.36723212844032,52.512962450980396,13.286557916666666
1,262.0,1.0,1495.0,26349061.0,356.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,67,-103.32335853626604,52.51001400497512,13.361993532338309
1,262.0,1.0,1493.0,26367746.0,217.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,63,-90.30213853595184,52.50012746031746,13.32560447089947
1,262.0,1.0,1494.0,26720001.0,53.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,55,-95.68148751897452,52.50407657575757,13.335610424242423
1,262.0,1.0,1494.0,26719233.0,213.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,54,-97.87347792764938,52.515994753086424,13.352640771604937
1,262.0,1.0,1494.0,26360321.0,240.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,51,-84.68128433543791,52.51632849673202,13.325666993464052
1,262.0,1.0,1494.0,26360322.0,241.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,49,-89.16594920276003,52.51683588435374,13.324513265306123
1,262.0,1.0,1492.0,26947081.0,273.0,3749.0,21749.0,900.0,8.0,5.0,5.0,48,-103.4615369015478,52.49621090277778,13.305132083333334
1,262.0,1.0,1493.0,26795523.0,390.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,48,-92.26135313443172,52.500634236111104,13.331090381944444
1,262.0,1.0,1495.0,34007042.0,26.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,46,-68.44419836956521,52.51607942028986,13.375053152173912
1,262.0,1.0,1495.0,26607108.0,78.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,45,-91.94787962962963,52.512955296296305,13.376504814814815
1,262.0,1.0,1495.0,30827266.0,351.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,45,-86.12143421052632,52.515590888888894,13.377299518518518
1,262.0,1.0,1493.0,26367752.0,245.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,42,-92.64919317690304,52.50015027777778,13.325511984126981
1,262.0,1.0,1493.0,26368260.0,388.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,42,-94.7633228236986,52.49818714285714,13.316251984126986
1,262.0,1.0,1494.0,26720005.0,138.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,40,-90.55309113248865,52.502339916666664,13.333448583333332
1,262.0,1.0,1494.0,26357763.0,414.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,39,-107.70109714003945,52.51303598290598,13.329932393162393
1,262.0,1.0,1493.0,26367750.0,243.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,38,-89.1922741176984,52.50022280701754,13.326902500000001
1,262.0,1.0,1495.0,34006530.0,176.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,35,-88.8240980243161,52.51564257142857,13.368199238095238
1,262.0,1.0,1495.0,26722817.0,301.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,34,-88.78781132665831,52.51131916666667,13.37188362745098
1,262.0,1.0,1494.0,33802246.0,429.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,31,-97.44686421335066,52.51267204301075,13.324357473118278
1,262.0,1.0,1494.0,26353664.0,100.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,29,-95.24425400528045,52.503740344827584,13.337873333333333
1,262.0,1.0,1493.0,26363652.0,232.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,28,-83.17586128225832,52.51188041666666,13.311663869047619
1,262.0,1.0,1493.0,26351364.0,166.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,23,-89.45325947689858,52.49993246376812,13.322855942028985
1,262.0,1.0,1493.0,26353152.0,193.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,22,-91.91933818972288,52.51146871212121,13.305231515151517
1,262.0,1.0,1495.0,34006531.0,174.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,22,-85.6995696171819,52.51541712121212,13.364630984848485
1,262.0,1.0,1492.0,28904449.0,152.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,21,-97.49874084249083,52.51002428571428,13.283284047619047
1,262.0,1.0,1493.0,26351363.0,165.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,19,-80.7841105986471,52.49978219298246,13.319999824561403
1,262.0,1.0,1492.0,26347523.0,219.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,18,-106.46210924989936,52.49872138888889,13.28202287037037
1,262.0,1.0,1494.0,26367490.0,115.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,17,-102.7314863648497,52.51291696078431,13.327497647058824
1,262.0,1.0,1492.0,26353922.0,430.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,13,-100.49456957538142,52.50465025641025,13.280634743589745
1,262.0,1.0,1493.0,26353154.0,192.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,13,-105.91681013455833,52.50278897435897,13.281323717948718
1,262.0,1.0,1494.0,34006274.0,435.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,12,-88.26927083333334,52.51497333333333,13.357435555555554
1,262.0,1.0,1495.0,40881922.0,68.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,12,-98.90866932553433,52.51179569444444,13.37526402777778
1,262.0,1.0,1494.0,42465280.0,369.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,11,-93.63270890082093,52.50133121212121,13.332398787878788
1,262.0,1.0,1495.0,26349059.0,354.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,11,-105.73674789128398,52.51074212121212,13.368364545454545
1,262.0,1.0,1495.0,30828291.0,316.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,10,-81.98778379493764,52.515777166666666,13.370431333333334
1,262.0,1.0,1495.0,34006787.0,104.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,10,-69.7856122311828,52.515894,13.372208333333333
1,262.0,1.0,1495.0,40400128.0,42.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,10,-93.12934468258274,52.512637833333336,13.376831000000001
1,262.0,1.0,1492.0,26356997.0,278.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,8,-97.93225414281868,52.502965,13.281527083333334
1,262.0,1.0,1492.0,26947075.0,447.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,8,-104.53913563829786,52.49464104166667,13.3089475
1,262.0,1.0,1495.0,30827267.0,491.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,8,-78.02134640957446,52.51613416666667,13.375918541666666
1,262.0,1.0,1495.0,34006786.0,103.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,7,-78.71258928571429,52.51597666666667,13.373505714285715
1,262.0,1.0,1495.0,34007043.0,24.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,6,-66.11649546251812,52.51603,13.374376388888889
1,262.0,1.0,1492.0,26353923.0,268.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,5,-91.30201750284598,52.510474333333335,13.290321666666667
1,262.0,1.0,1492.0,26370051.0,113.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,4,-105.98570807122564,52.5022825,13.2807225
1,262.0,1.0,1493.0,26358018.0,392.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,4,-97.52759548481859,52.51304708333333,13.287508333333333
1,262.0,1.0,1492.0,26961928.0,479.0,3749.0,21749.0,900.0,8.0,5.0,5.0,3,-96.57637364463024,52.490071666666665,13.304646111111111
1,262.0,1.0,1492.0,42429952.0,228.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,3,-92.92403801731501,52.51068611111111,13.286105
1,262.0,1.0,1493.0,30625797.0,339.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,3,-92.90704505984381,52.50359277777778,13.282247777777778
1,262.0,1.0,1495.0,34006788.0,200.0,475.0,18475.0,2000.0,1.0,15.0,15.0,2,-71.03398437499999,52.5158925,13.373012500000002
1,262.0,1.0,1493.0,35738882.0,353.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1,-115.08847402597402,52.497191666666666,13.315881666666666
1,262.0,1.0,1494.0,26367490.0,115.0,1300.0,19300.0,2100.0,3.0,20.0,20.0,1,-94.9375,52.50116333333333,13.280126666666666
