operator,PCell_MCC,PCell_MNC,PCell_TAC,PCell_Cell_Identity,PCell_Cell_ID,PCell_Downlink_frequency,PCell_Uplink_frequency,PCell_freq_MHz,PCell_Band_Indicator,PCell_Downlink_bandwidth_MHz,PCell_Uplink_bandwidth_MHz,n_rows,mean_rsrp,mean_lat,mean_lon,tower_lat,tower_lon,match_type
1.0,262.0,1.0,1495.0,26349058.0,2.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,2185.0,-99.45128453836396,52.51002536003051,13.362623715484364,52.5087,13.3645,exact_eci
1.0,262.0,1.0,1494.0,29127682.0,278.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,2098.0,-85.31247481488047,52.512123668748,13.315279067403138,52.5125,13.3166,exact_eci
1.0,262.0,1.0,1494.0,26359554.0,55.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,2090.0,-77.59076482335638,52.50411576751237,13.33556474948141,52.5051,13.3332,exact_eci
1.0,262.0,1.0,1493.0,26365185.0,416.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,2017.0,-84.9316003214829,52.51125283424228,13.302168154024129,52.5116,13.3041,exact_eci
1.0,262.0,1.0,1495.0,26607105.0,283.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,2005.0,-90.04731003344118,52.51329090689941,13.376892933499583,52.5158,13.38,exact_eci
1.0,262.0,1.0,1495.0,30828801.0,346.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1950.0,-91.07241859697018,52.51510660046238,13.360082311895754,52.516,13.3579,exact_eci
1.0,262.0,1.0,1495.0,26722816.0,485.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1904.0,-83.84149842544011,52.51125804446779,13.37196068452381,52.5118,13.3724,exact_eci
1.0,262.0,1.0,1495.0,30829824.0,407.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1884.0,-85.7861343784782,52.51427733280255,13.347995085810332,52.5146,13.3509,exact_eci
1.0,262.0,1.0,1494.0,29127681.0,277.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1834.0,-90.11613345623913,52.51251963104325,13.323095271719374,52.5123,13.3244,exact_eci
1.0,262.0,1.0,1493.0,28792066.0,76.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1803.0,-96.800337510485,52.49475155481605,13.306567294324276,52.493,13.3109,exact_eci
1.0,262.0,1.0,1493.0,26365186.0,414.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1617.0,-80.79508061204662,52.51072930220573,13.294230219542362,52.5105,13.2933,exact_eci
1.0,262.0,1.0,1495.0,30827264.0,88.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1614.0,-80.9161123296882,52.515613981825695,13.377094617926476,52.5162,13.3801,exact_eci
1.0,262.0,1.0,1493.0,26795520.0,117.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1600.0,-85.50121265751355,52.50061443958333,13.331168913541669,52.5006,13.3315,exact_eci
1.0,262.0,1.0,1492.0,34210562.0,300.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1460.0,-94.19567937544448,52.49775519249876,13.282843705911574,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26353920.0,429.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1428.0,-96.15410844723785,52.51071163748833,13.289496265172737,,,NOT_FOUND
1.0,262.0,1.0,1494.0,26367489.0,116.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1428.0,-94.00597824678172,52.51342796626277,13.330092329531954,52.5142,13.3303,exact_eci
1.0,262.0,1.0,1494.0,26369025.0,368.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1337.0,-88.12800510457417,52.50657750186986,13.34524523934181,52.5065,13.3454,exact_eci
1.0,262.0,1.0,1493.0,26367744.0,216.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1329.0,-88.37776090847373,52.50022671808377,13.326877870579382,,,NOT_FOUND
1.0,262.0,1.0,1494.0,26720002.0,51.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1308.0,-93.38456223649573,52.50228940239552,13.333441773700306,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26347520.0,12.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1246.0,-95.66525046040208,52.5007582223114,13.2804253905832,,,NOT_FOUND
1.0,262.0,1.0,1494.0,33802241.0,248.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1058.0,-88.54405140803684,52.51397200535602,13.343109897605544,52.5142,13.3431,exact_eci
1.0,262.0,1.0,1495.0,30827265.0,104.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1045.0,-73.64189549743291,52.51607606903164,13.375748729626078,,,NOT_FOUND
1.0,262.0,1.0,1494.0,29127680.0,276.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,1020.0,-92.80441724524606,52.51340301086218,13.323921855057703,52.5136,13.3229,exact_eci
1.0,262.0,1.0,1495.0,30829312.0,42.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,993.0,-80.06900687435248,52.51426434250765,13.351594646619096,52.514,13.3514,exact_eci
1.0,262.0,1.0,1492.0,26947073.0,195.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,989.0,-91.4277749376338,52.48962614593866,13.298191038085609,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26351360.0,361.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,984.0,-76.52725320536156,52.49980606876694,13.320896165311654,,,NOT_FOUND
1.0,262.0,1.0,1494.0,26359553.0,56.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,955.0,-81.13628263790996,52.503769438045374,13.337978061082024,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26363650.0,295.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,918.0,-81.65422144274898,52.51170007088332,13.308698491457651,52.5139,13.3071,exact_eci
1.0,262.0,1.0,1493.0,26351361.0,360.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,828.0,-85.1353085713681,52.49998612520128,13.323827962962964,,,NOT_FOUND
1.0,262.0,1.0,1494.0,34006273.0,428.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,777.0,-75.86462742239068,52.51488377643505,13.355204811178249,52.5156,13.3543,exact_eci
1.0,262.0,1.0,1493.0,26351362.0,362.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,633.0,-78.68714092778879,52.49959991047919,13.317055002632964,52.4974,13.3201,exact_eci
1.0,262.0,1.0,1493.0,28792065.0,77.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,557.0,-95.034191034614,52.49511750149611,13.31400972770796,,,NOT_FOUND
1.0,262.0,1.0,1495.0,34006528.0,444.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,557.0,-82.05027627530941,52.515581690690695,13.367750156156156,52.5152,13.3676,exact_eci
1.0,262.0,1.0,1492.0,26356994.0,108.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,548.0,-98.3155851546851,52.50306590328467,13.281471456812652,,,NOT_FOUND
1.0,262.0,1.0,1494.0,26359552.0,54.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,508.0,-84.18255975039344,52.50379587926509,13.335396332020997,52.5054,13.3369,exact_eci
1.0,262.0,1.0,1495.0,34006529.0,445.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,501.0,-80.98856350626419,52.51536450877193,13.364298519298243,52.5156,13.3645,exact_eci
1.0,262.0,1.0,1495.0,34006785.0,388.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,482.0,-74.19681946919103,52.51579438450899,13.371409972337483,52.5156,13.3696,exact_eci
1.0,262.0,1.0,1492.0,34210561.0,302.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,480.0,-99.84238907601112,52.494487239583336,13.28662576736111,,,NOT_FOUND
1.0,262.0,1.0,1494.0,34006272.0,427.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,463.0,-82.01903660433217,52.51492943686007,13.357402076222982,52.5154,13.3557,exact_eci
1.0,262.0,1.0,1495.0,30828289.0,173.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,391.0,-80.95360096636857,52.51569416879795,13.36986916453538,52.5152,13.3705,exact_eci
1.0,262.0,1.0,1494.0,33802247.0,430.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,388.0,-98.0981409664344,52.51418640034365,13.346677229381443,,,NOT_FOUND
1.0,262.0,1.0,1495.0,30828800.0,345.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,383.0,-87.75603166797643,52.51516342519685,13.361407607174105,52.5149,13.3619,exact_eci
1.0,262.0,1.0,1495.0,30829314.0,424.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,379.0,-97.75881213502446,52.514661992084434,13.355163751099385,52.5145,13.35,exact_eci
1.0,262.0,1.0,1495.0,34007040.0,156.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,367.0,-69.55721513513394,52.51602508628519,13.37504965485922,52.5162,13.376,exact_eci
1.0,262.0,1.0,1495.0,34007041.0,157.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,359.0,-66.81400378626917,52.51598229819564,13.374276049382717,52.5159,13.3743,exact_eci
1.0,262.0,1.0,1492.0,26917120.0,396.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,356.0,-102.99284539671798,52.4892420505618,13.304990917602998,52.4892,13.3069,exact_eci
1.0,262.0,1.0,1494.0,33802248.0,431.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,349.0,-86.48985054146753,52.513470305635146,13.336155448901623,52.5128,13.3357,exact_eci
1.0,262.0,1.0,1494.0,29127684.0,304.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,347.0,-96.18115974820525,52.51268472303207,13.325350976676384,52.5124,13.3262,exact_eci
1.0,262.0,1.0,1495.0,30828803.0,333.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,327.0,-92.44625532940609,52.51489618756371,13.358272431192662,,,NOT_FOUND
1.0,262.0,1.0,1495.0,26681600.0,250.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,296.0,-91.20738249533028,52.51492335022522,13.3773396509009,52.5162,13.3826,exact_eci
1.0,262.0,1.0,1495.0,34006784.0,387.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,278.0,-73.08970848418326,52.51593200258398,13.373444140826871,52.5154,13.3736,exact_eci
1.0,262.0,1.0,1494.0,26367488.0,114.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,277.0,-81.04430602135879,52.51630591796875,13.325756197916666,52.5179,13.3272,exact_eci
1.0,262.0,1.0,1493.0,26368257.0,425.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,262.0,-89.85953029966102,52.49913845419847,13.31545965648855,52.499,13.3172,exact_eci
1.0,262.0,1.0,1493.0,28650244.0,246.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,243.0,-96.0221652766387,52.49768757887517,13.306756179698215,,,NOT_FOUND
1.0,262.0,1.0,1492.0,34210566.0,403.0,3749.0,21749.0,900.0,8.0,5.0,5.0,234.0,-113.18295877768384,52.49527592964824,13.285349363484087,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26356996.0,277.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,215.0,-96.67351829337376,52.51263896899225,13.287283294573644,,,NOT_FOUND
1.0,262.0,1.0,1493.0,28650250.0,217.0,3749.0,21749.0,900.0,8.0,5.0,5.0,205.0,-104.61476337968108,52.496808146341465,13.30555299186992,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26366722.0,437.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,200.0,-104.19111814161454,52.490206475,13.304570066666669,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26363649.0,294.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,186.0,-80.07368841007784,52.511896980286735,13.31164832437276,52.512,13.3104,exact_eci
1.0,262.0,1.0,1494.0,29127685.0,305.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,175.0,-87.84419397606818,52.51208332380953,13.31521057142857,52.5131,13.3171,exact_eci
1.0,262.0,1.0,1494.0,29127683.0,303.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,173.0,-92.67011716115864,52.513756679198,13.324261578947368,,,NOT_FOUND
1.0,262.0,1.0,1493.0,28792072.0,198.0,3749.0,21749.0,900.0,8.0,5.0,5.0,172.0,-96.31264073954549,52.49492821705426,13.304938265503877,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26370049.0,412.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,171.0,-96.79784085902229,52.50296268031189,13.279991812865497,,,NOT_FOUND
1.0,262.0,1.0,1495.0,42065154.0,266.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,152.0,-91.94215789289504,52.5176625,13.36263043859649,52.5174,13.3627,exact_eci
1.0,262.0,1.0,1493.0,26365189.0,186.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,142.0,-84.28393681436509,52.51066421361502,13.293356690140843,52.5109,13.2922,exact_eci
1.0,262.0,1.0,1493.0,34768897.0,328.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,139.0,-105.39141051169884,52.49682154676259,13.305534964028777,,,NOT_FOUND
1.0,262.0,1.0,1494.0,26357760.0,363.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,139.0,-98.33031581792488,52.51300561151079,13.328757949640288,52.5122,13.3303,exact_eci
1.0,262.0,1.0,1492.0,42445056.0,201.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,125.0,-78.15703513624045,52.51083736,13.289080626666664,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26365188.0,187.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,118.0,-86.52600753102578,52.51128927966101,13.30267070621469,,,NOT_FOUND
1.0,262.0,1.0,1495.0,30829826.0,14.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,118.0,-86.68443772220901,52.51432672316384,13.34817824858757,52.5141,13.3465,exact_eci
1.0,262.0,1.0,1495.0,26695425.0,132.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,110.0,-101.20343338538896,52.51708795454545,13.356936045454546,52.5192,13.3575,exact_eci
1.0,262.0,1.0,1495.0,30828288.0,171.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,108.0,-72.06453571369691,52.51582342592592,13.371646342592593,52.5151,13.362,exact_eci
1.0,262.0,1.0,1492.0,40812803.0,421.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,103.0,-89.14281176185317,52.50799401294498,13.281255906148866,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26961922.0,291.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,99.0,-107.0739543655476,52.489681245791246,13.3045167003367,,,NOT_FOUND
1.0,262.0,1.0,1492.0,40812802.0,338.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,98.0,-88.87394129313823,52.50782840136054,13.284212227891157,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26363653.0,233.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,98.0,-86.2533061980796,52.51169709183674,13.308811054421769,,,NOT_FOUND
1.0,262.0,1.0,1493.0,30625794.0,346.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,89.0,-94.51765936716669,52.50344258426966,13.282054887640449,52.5016,13.2897,exact_eci
1.0,262.0,1.0,1494.0,40848128.0,258.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,88.0,-85.26677145827055,52.513580056818185,13.337255246212122,,,NOT_FOUND
1.0,262.0,1.0,1495.0,26349056.0,402.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,85.0,-98.75780637967092,52.51078311764705,13.368937039215686,52.5095,13.3742,exact_eci
1.0,262.0,1.0,1494.0,26369029.0,325.0,3749.0,21749.0,900.0,8.0,5.0,5.0,83.0,-93.2008186391786,52.510291526104425,13.351147068273097,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26351365.0,167.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,76.0,-83.24702330825126,52.499555131578944,13.31708697368421,,,NOT_FOUND
1.0,262.0,1.0,1494.0,34006275.0,436.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,69.0,-91.96301671470314,52.51483468599034,13.356600652173912,52.5147,13.3551,exact_eci
1.0,262.0,1.0,1492.0,26356992.0,110.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,68.0,-96.36723212844032,52.5129624509804,13.286557916666666,,,NOT_FOUND
1.0,262.0,1.0,1495.0,26349061.0,356.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,67.0,-103.32335853626604,52.51001400497512,13.361993532338309,52.5084,13.3666,exact_eci
1.0,262.0,1.0,1493.0,26367746.0,217.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,63.0,-90.30213853595184,52.50012746031746,13.32560447089947,,,NOT_FOUND
1.0,262.0,1.0,1494.0,26720001.0,53.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,55.0,-95.68148751897452,52.50407657575757,13.335610424242423,52.5054,13.3315,exact_eci
1.0,262.0,1.0,1494.0,26719233.0,213.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,54.0,-97.87347792764938,52.51599475308642,13.352640771604936,52.5141,13.3522,exact_eci
1.0,262.0,1.0,1494.0,26360321.0,240.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,51.0,-84.68128433543791,52.51632849673202,13.325666993464052,52.5176,13.3266,exact_eci
1.0,262.0,1.0,1494.0,26360322.0,241.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,49.0,-89.16594920276003,52.51683588435374,13.324513265306123,52.5176,13.3233,exact_eci
1.0,262.0,1.0,1492.0,26947081.0,273.0,3749.0,21749.0,900.0,8.0,5.0,5.0,48.0,-103.4615369015478,52.49621090277778,13.305132083333334,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26795523.0,390.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,48.0,-92.26135313443172,52.500634236111104,13.331090381944444,,,NOT_FOUND
1.0,262.0,1.0,1495.0,34007042.0,26.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,46.0,-68.44419836956521,52.51607942028986,13.375053152173912,,,NOT_FOUND
1.0,262.0,1.0,1495.0,26607108.0,78.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,45.0,-91.94787962962964,52.51295529629631,13.376504814814815,52.5172,13.3802,exact_eci
1.0,262.0,1.0,1495.0,30827266.0,351.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,45.0,-86.12143421052632,52.515590888888894,13.377299518518518,52.5155,13.379,exact_eci
1.0,262.0,1.0,1493.0,26367752.0,245.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,42.0,-92.64919317690304,52.50015027777778,13.32551198412698,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26368260.0,388.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,42.0,-94.7633228236986,52.49818714285714,13.316251984126986,,,NOT_FOUND
1.0,262.0,1.0,1494.0,26720005.0,138.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,40.0,-90.55309113248865,52.50233991666666,13.333448583333332,,,NOT_FOUND
1.0,262.0,1.0,1494.0,26357763.0,414.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,39.0,-107.70109714003944,52.51303598290598,13.329932393162393,52.5129,13.3294,exact_eci
1.0,262.0,1.0,1493.0,26367750.0,243.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,38.0,-89.1922741176984,52.50022280701754,13.3269025,,,NOT_FOUND
1.0,262.0,1.0,1495.0,34006530.0,176.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,35.0,-88.8240980243161,52.51564257142857,13.368199238095238,,,NOT_FOUND
1.0,262.0,1.0,1495.0,26722817.0,301.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,34.0,-88.78781132665831,52.51131916666667,13.37188362745098,52.5125,13.3767,exact_eci
1.0,262.0,1.0,1494.0,33802246.0,429.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,31.0,-97.44686421335066,52.51267204301075,13.324357473118278,,,NOT_FOUND
1.0,262.0,1.0,1494.0,26353664.0,100.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,29.0,-95.24425400528044,52.503740344827584,13.337873333333333,52.5033,13.3389,exact_eci
1.0,262.0,1.0,1493.0,26363652.0,232.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,28.0,-83.17586128225832,52.51188041666666,13.31166386904762,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26351364.0,166.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,23.0,-89.45325947689858,52.49993246376812,13.322855942028983,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26353152.0,193.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,22.0,-91.91933818972288,52.51146871212121,13.305231515151515,52.5135,13.3046,exact_eci
1.0,262.0,1.0,1495.0,34006531.0,174.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,22.0,-85.6995696171819,52.51541712121212,13.364630984848484,,,NOT_FOUND
1.0,262.0,1.0,1492.0,28904449.0,152.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,21.0,-97.49874084249085,52.51002428571428,13.283284047619048,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26351363.0,165.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,19.0,-80.7841105986471,52.49978219298246,13.319999824561403,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26347523.0,219.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,18.0,-106.46210924989936,52.49872138888889,13.28202287037037,,,NOT_FOUND
1.0,262.0,1.0,1494.0,26367490.0,115.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,17.0,-102.7314863648497,52.51291696078431,13.327497647058824,52.514,13.3227,exact_eci
1.0,262.0,1.0,1492.0,26353922.0,430.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,13.0,-100.49456957538142,52.50465025641025,13.280634743589744,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26353154.0,192.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,13.0,-105.91681013455832,52.50278897435897,13.281323717948718,,,NOT_FOUND
1.0,262.0,1.0,1494.0,34006274.0,435.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,12.0,-88.26927083333334,52.51497333333333,13.357435555555554,,,NOT_FOUND
1.0,262.0,1.0,1495.0,40881922.0,68.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,12.0,-98.90866932553432,52.51179569444444,13.37526402777778,,,NOT_FOUND
1.0,262.0,1.0,1494.0,42465280.0,369.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,11.0,-93.63270890082092,52.50133121212121,13.332398787878788,,,NOT_FOUND
1.0,262.0,1.0,1495.0,26349059.0,354.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,11.0,-105.73674789128398,52.51074212121212,13.368364545454543,,,NOT_FOUND
1.0,262.0,1.0,1495.0,30828291.0,316.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,10.0,-81.98778379493764,52.515777166666666,13.370431333333334,,,NOT_FOUND
1.0,262.0,1.0,1495.0,34006787.0,104.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,10.0,-69.7856122311828,52.515894,13.372208333333331,,,NOT_FOUND
1.0,262.0,1.0,1495.0,40400128.0,42.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,10.0,-93.12934468258274,52.512637833333336,13.376831,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26356997.0,278.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,8.0,-97.93225414281868,52.502965,13.281527083333334,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26947075.0,447.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,8.0,-104.53913563829786,52.49464104166667,13.3089475,,,NOT_FOUND
1.0,262.0,1.0,1495.0,30827267.0,491.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,8.0,-78.02134640957446,52.51613416666667,13.375918541666666,,,NOT_FOUND
1.0,262.0,1.0,1495.0,34006786.0,103.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,7.0,-78.71258928571429,52.51597666666667,13.373505714285717,,,NOT_FOUND
1.0,262.0,1.0,1495.0,34007043.0,24.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,6.0,-66.11649546251812,52.51603,13.374376388888887,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26353923.0,268.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,5.0,-91.30201750284598,52.510474333333335,13.290321666666667,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26370051.0,113.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,4.0,-105.98570807122564,52.5022825,13.2807225,,,NOT_FOUND
1.0,262.0,1.0,1493.0,26358018.0,392.0,1300.0,19300.0,1800.0,3.0,20.0,20.0,4.0,-97.5275954848186,52.51304708333333,13.287508333333331,,,NOT_FOUND
1.0,262.0,1.0,1492.0,26961928.0,479.0,3749.0,21749.0,900.0,8.0,5.0,5.0,3.0,-96.57637364463024,52.490071666666665,13.304646111111111,,,NOT_FOUND
1.0,262.0,1.0,1492.0,42429952.0,228.0,3050.0,21050.0,2600.0,7.0,20.0,20.0,3.0,-92.924038017315,52.51068611111111,13.286105,,,NOT_FOUND
